dialect	standard
성수를 부모거치 생각허고	형수를 부모같이 생각하고
엔 인자 나를 애기 인자 당시니 농 거멩이로 펭상 저네는 업꼬 댕기고 그래따네요 네 살 무꼬 그럴 쩌에는 그라고 우리 올케가 그리 부모멩이로 평상 바로 부모로 사마써요	이제 나를 아기 이제 당신이 낳은 것처럼 평생 전에는 업고 다니고 그랬다네요 네 살 먹고 그럴 적에는 그리고 우리 올케가 그렇게 부모처럼 평생바로 부모를 삼았어요
글글 올케가 그래가꼬 옹깨로 뭘몸 무꼬 그래 몰라가꼬 옹깨로 오만 걸 다해 주고	아 글 글 올케가 그래가지고 오니까 뭘 못 먹고 그래 말라가지고 오니까 오만것을 다 해 주고
이 애기를 나아가꼬 가도 그냥 우리 올케한테다 내비리고 그냥 나는 나대로 그냥칭구들허고 놀로 댕기고 그래요	이 아기를 낳아가지고 가도 그냥 우리 올케한테다 내버리고 그냥 나는 나대로 그냥 친구들하고 놀러 다니고 그래요
하룬네 언데로 댕김서 놀다가 가라고	하룻내 어느 곳으로 다니면서 놀다가가라고
울 올케가	우리 올케가
올케가 저지 마나 가꼬 인자 난중에는 인자 끄터리에는 인자 우리 크나들허고우리 올케 인자 망내이 아들허고 가치 나써요 한 동가비라예	이 올케가 젖이 많아가지고이제 나중에는 이제 끝에는 이제 우리 큰아들하고 우리 올케 이제 막내아들하고 같이 낳았어요 한 동갑이에요
나농깨 저지 마나 가꼬	낳아 놓으니까 젖이 많아가지고
그 저즐 머꼬	그 젖을 먹고
그냥 전 미기서 델꼬 이꼬 나는 놀로 댕기고 그래써요 친정에 가먼	그냥 젖 먹여서 데리고 있고 나는 놀러 다니고 그랬어요 친정에 가면
올케가 조으신 부니네	올케가 좋으신 분이네
그래 오 오래 몬 살고 거엳 고만 중가네 그냥 주거 부리고	그래 오 오래 못 살고 그 그만 중간에 그냥 죽어 버리고
똑 부모 주긍 거멩이로	꼭 부모 죽은 것처럼
그래요 시방도 생각하문 우리 올케가 그리 불쌍헤 주커테요	그래요 지금도 생각하면 우리 올케가 그렇게 불쌍해 죽겠데요
에기들 키우고  무슨 베기리나 돌 잔치 가틍 거또 막 세고 그려셔씀니까	예 아이들 키우고  무슨 백일이나 돌잔치 같은 것도 막 쇠고 그러셨습니까
머 잔치 허도 안 해써요	뭐 잔치 하지도 않았어요
별 거 안허고요이산후 에 나코 조리는 그러므는 주로 친정에서 하션네요	음 별 것 안 하고산후에 나중에 조리는 그러면은 주로 친정에서 하셨네요
아니요 애나 애기들 그 귿 친정어 가도 애기들 해나 거그서 노으먼 여 씨어머니가 먼 트꺼리 잠는다고	아니오 행여나 아이들 그 그 친정에 가도 아기들 행여나 거기서낳으면 시어머니가 무슨 트집이나 잡는다고
우로빠가 절떼 누구집 까 노으라고 몬 노게 해	우리 오빠가 절대 너희집 가 낳으라고 못 낳게 해
거 여그서 나찌요	그 여기서 낳았지요
그러믄 머 산후에 먿 시어머니한테 별로 데접또 몯 바드셔껜네	예 그러면뭐 산후에 뭐 시어머니한테 별로 대접도 못 받으셨겠네요
올 저녁 똑 세 개는 바므로 나써요	올 저녁 꼭 셋은 밤으로 낳았어요
바므로 나가 오늘쩌녀게 노으먼 인자 낼 하리 인젣 누 씨믄 뒨날 아치메도 오늘나아 노크먼 인자 뒨날 아치메 인자 하리 밥 어더 무음 뒨날 아침 밥 어더 무으먼 하리 눙꼬 인자 사흘마네 쌈 피운다 그래꺼등뇨 저네는	밤으로 내가 오늘 저녁에 낳으면 이제내일 하루 이제 누워 있으면 뒷날 아침에도 오늘 낳아 놓으면 이제 뒷날 아침에 이제 하루밥 얻어 먹으면 뒷날 아침 밥 얻어 먹으면 하루 눕고 이제 사흘만에 쌈 피운다 그랬거든요 전에는
쌈 피운다	쌈 피운다
쌈 피운다 그럼스롱 인자 그 애기 그 미역 항 가닥허고 쌀허고 저리 채리 노커등뇨 애기를 노으먼 저네는	쌈 피운다 그러면서 이제 그 아기 그 미역 한 가닥하고 쌀하고 저쪽에 차려 놓거든요 아기를 낳으면 전에는
애기를 움모게다가 인잗 쌀 한되나 허고 인자 인자 그 인자 봉 마 복 빠드라고  그른다고 마른 인젇 그래섣 쌀 좀 허고 인자 미역 항 가닥허고 요리 물 떠 가꼬 상에다저리 나 노코 나먼 인자 사헐마네 인자 인자 오어찌녀아 나씅깨 오늘 하리 이따가 내라치메 인자	아기를 윗목에다 이제 쌀 한되나 하고 이제 이제 그 이제 복 복 받으라고 그런다고 말은 이제 그랬어 쌀 좀 하고 이제 미역 한 가닥하고 이리 물 떠가지고 상에다 저쪽에 놔 놓고 나면 이제 사흘만에 이제 이제 엊저녁에 낳았으니까 오늘 하루 있다가 내일 아침에 이제
그걷 그거 그거 미역 그놈 가꼬 쌀허고 가꼬 나와가꼬 그놈 가 밥 해 가꼬 그 상에다 채리 노래요	그것 그것 그것 미역 그놈 쌀하고 가지고 나와가지고 그놈 가지고 밥해가지고 그 상에다 차려 놓으래요
그먼 사헐마네 글믄 나와서 밥 채리 노문 머 귿 어찌 드러가꺼잉가요	그러면사흘만에 그러면 나와서 밥 차려 놓으면 뭐 그 어찌 들어갈 것인가요
그레서 이를 시작하능 거에요 인제	그래서 일을 시작하는 거예요 이제 일 시작허지요일 시작하지요
물 여다 밥또 해 무꼬 그애가 인자 사헐 사헐 너머 가고 낭깨로 그 세도 오짐마니 안 누능가요이	물 여다가 밥도 해 먹고 그래가지고 이제 사흘 사흘 넘어가지고 낳으니까 그 사이에도 오줌 많이 누잖아요
한 함 번 누문 한 동우라요	한 한 번 누으면 한 동이예요
예에	예 예
한 동우제	한 동이지
또 데지 그 데지막 아페다 또 구더글 요리 파 나 가꼬는 그따가 그 또 오짐 그논는디 내로믄 데지도 그 꾸정물만 뭉는디 머 오짐 마니 누지요이	또 돼지 그 돼지우리앞에다 또 구덩이를 이렇게 파 놔가지고는 거기다가 그 또 오줌 그놓는 데 내려오면 돼지도 그 구정물만 먹는데 뭐 오줌 많이 누지요
예에	예 예
하리 데지 오짐 한 한 동우 똗 시꾸가 마능깨 사람 오짐 한 동우	하루 돼지오줌 한 한 동이 또 식구가 많으니까 사람 오줌 한 동이
똗 세 오짐 그거 싸 노문 세 오짐 한 동우	또 소 오줌 그것 싸 놓으면 소 오줌한 동이
요 이 건네 요 요거이 우리 큰 집 바친디 인젣 나가 인잗 나와 뿌 상깨 그서한디 인자 시방 씨아재가 데꼳 씨어메를 데꼬 이씽깨로 인자 씨 씨아재가 시방 해 뭉는디 요요 아페 요 감나무 받 저 저거이 인자 씨어메 바친디 아침마둥 저걷 여내야 되요	이 이건너 이 이것이 우리 큰집 밭인데 이제 내가 이제 나와 사니까 뭐한데 이제 지금 시동생이데리고 시어머니를 데리고 있으니까 이제 시동생이 지금 해 먹는데 이 이 앞에 이 감나무밭 저것이 이제 시어머니 밭인데 아침마다 저것 여내야 돼요
세 오짐 함 본 데지 오짐 함 본 사라모짐 함 본	예 소 오줌 한 번 돼지오줌 한 번 사람 오줌 한 번
그거 여내 노코느 또 나먼 또 애기 머 똥 싸고 오짐 싼 똗 빨래 씨꺼야제	그것이어서 내어 놓고는 또 나면 또 아기 뭐 똥 싸고 오줌 싼 또 빨래 씻어야지
그러장깨 인제 또 어른 빨래도 똔 씨꺼야되고 응깨	그러려니까 이제 또 어른 빨래도 또 씻어야 되고 그러니까
애기 그 배서 그리 이를 그리 나락 훌쩨 애기 배 가꼬 모 숭구제 나락 훌쩨	아기 그 배어서 그렇게 일을 그렇게 벼 타작하지 아기 배어가지고 모 심지 벼 타작하지
논 매제 점부 다 그렁 걸 다 애기 배 가꼬도 헝깨로	논 매지 전부 다 그런것 다 아기 배어가지고도 하니까
애기를 나 노먼 날라가꺼멩이라요 모미 개버와서	아기를 낳아 놓으면 날아갈것 같아요 몸이 가벼워서
긍깨 머 애기야 머 울먼 머 내나 드러가서 저 쭈는 거이제 머 암디 아푼 디도읍써요	그러니까 뭐 아기야 뭐 울면 뭐 내나 들어가서 젖 주는 것이지 뭐 아무 곳 아픈곳도 없어요
근디 일 저무나 사나 이를 해도 머	그런데 일 젊으나 마나 일을 해도 뭐
건강하셔서 그레요	건강하셔서 그래요
그러고 시상을 사라찌요 시방 싸람들 뭐 조리허니 뭐 어쩌니 해도 조리허꺼이어디가 이써요	그렇게 세상을 살았지요 지금 사람들 뭐 조리하느니 뭐 어쩌니 해도 조리할 것이 어디 있어요
자 자식 키우면서 제일 기어게 남는 일 하나만 이야기를 헤 달라 그러는데자식들 가운데서 머 그 따 따 따님 그 장에가 인는 따니메 우리 마으메 늘 걸리셔께써요이	예 자 자식 키우면서 제일 기억에 남는 일 하나만 이야기를 해 달라 그러는데 자식들가운데서 뭐 그 따 따 따님 그 장애가 있는 따님에 우리 마음에 늘 걸리셨겠어요
그걷남세 저금나찌요이	그것 때문에 분가했지요
그레써요 그 딸 떼무네 또	아 그랬어요 그 딸 때문에 또
아드른 머이마만 두 개 나 농깨로 조아서 우리 씨아바이는 수리 마니 잡싸요	아들은 사내아이만 둘 낳아 놓으니까 좋아서 우리 시아버지는 술을 많이 잡숴요
정때 여 해거름판 되문 아적빱 잡쑤꼬 나가시문 해 너머갈 때 되문 인잗 지비인자 인자 모도 가튼 이랭드리 모도 인자 제꼉 찌블 차자강깨 혼차 그 주마게 몬니꼬	점심때 이 해거름판 되면 아침밥 잡수고 나가시면 해 넘어갈 때 되면 이제 집에 이제 이제 모두같은 일행들이 모두 이제 제각기 집을 찾아가니까 혼자 그 주막에 못 있고
가치 나오먼 온 동네를 댕임서롱 아글 써요	같이 나오면 온 동네를 다니면서악을 써요
아글 써	악을 써
술 잡쑤먼	술 잡수면
온 동네를 댕임서 아글 씨문 우리 지븐 손지 그 걷	예 온 동네를 다니면  서 악을 쓰면 우리 집은 손주 그것
으흥	으흠
우리 애기가 그리 예삐데요 저네 예삐 가꼬 요래 가꼬 자꼬 아글 씨고 댕기믄 애기가 곧 너러치꺼멩이라요 고노문 하나씨가 깍 요래 자꼬 요래가 댕이먼 시방도 동네 아그 할메드리 숭을 봐	우리 아기가 그리 예쁘데요 전에 예뻐가지고 이래가지고 잡고악을 쓰고 다니면 아기가 곧 떨어질 것 같아요 그놈의 할아버지가 꽉 이렇게 잡고 이래가지고 다니면 지금도 동네 아이 할머니들이 흉을 봐
아부지 애기 날 주씨요 그러먼 놔라 놔라 그런다고  그래가 댕임서 아글씨고 그냥 동네가 어그너그니 아글 씨고 야다니고 글드만 가이네 그거는 나 농깨로 가이네 나따 체리도 안 봐요	아버지 아기 날 주세요 그러면 놔라 놔라 그런다고  그래가지고 다니면서 악을 쓰고 그냥 동네가 떠들썩하게어긋너근이는 떠들썩하게의뜻 악을 쓰고 야단이고 그러더니만 계집애 그것은 낳아 놓으니까 계집애 낳았다고 쳐다도안 봐요
아하	아하
체리도 안 보고 나는 나무 댕기고 나무허로 댕기고 인자 씨어무니는 인자 들게댕기지요 인자이	쳐다도 안 보고 나는 나무 다니고 나무하러 다니고 이제 시어머니는이제 들에 다니지요 이제
여르메는 삼뿔겡 삼동에는 멩 잔능 거 멩 잔는 물레에 멩 잔능 거 그거 허로가먼 애기를 말리에다가 내 놔요	여름에는 삼뿔겡 겨울에는 무명 잣는 것 무명 잣는물레에 무명 잣는 것 그것 하러 가면 아기를 마루에다가 내어 놓아요
근디 여여가 시방은 우리가 인자 요릳 점부 무 내농깨 그러지 여가 점부 대바치라요	그런데 여기가 지금은 우리가 이제 이리 전부 묵혀 놓으니까 그렇지 여기가 전부대밭이에요
아하 그레꾸나	아하 그랬구나
여 말리엗 저짝 말리에 해도 안 드로와요 대 처 가꼬 또 대 포라 무글라고	이마루에 저쪽 마루에 해도 안 들어와요 대 쳐가지고 또 대 팔아 먹으려고
대 처서 폴먼 돈 버릴라고날 샌 중얼 몰라요 저저 저네 시집 쌀 때	대 쳐서 팔면 돈 벌려고날 새는 줄을 몰라요 저 저 전에 시집 살 때
대바 쏘기 되야가꼬 캉캄 해 가꼬 날 샌 중도 모르거꼬 그랜는디 그 대받 소게다가 시상에 애기를 그리 한 디다가 오짐 싼다고 방에 냄새 난다고	대밭 속이 되어가지고 캄캄해가지고 날 새는 줄도 모르겠고 그랬는데 그 대밭 속에다가 세상에 아이를 그렇게 한데다가 오줌 싼다고 방에 냄새 난다고
으흠	으흠
바가테다 내 노코 멩 떨기 하로 가고 나는 나무허로 가고 그러고 나먼 아가 떨다가 떨다가 지지리 함 본 치고 떨다가 떨다가 지지리 함 본 치고	밖에다 내어 놓고 목화 떨기 하러 가고 나는 나무하러 가고 그러고 나면 아이가 떨다가 떨다가 진저리 한 번 치고 떨다가 떨다가 진저리지지리은 진저리의 방언형 한 번치고
그러나 나무를 안 하무 또 날리가 나 꺼이고 그렁 걸 나뚜고 나갈라문 나도 울고제도 울고 그래가꼬 인자 가서 나무 해 가꼬 저그 이심니나 되꺼이요	그러나 나무를 안하면 또 난리가 날 것이고 그런 걸 놔두고 나가려면 나도 울고 저도 울고 그래가지고 이제 가서 나무해가지고 그 이십리나 될 거요
그런디서 나무 그걸 고개에다 해 가꼬 이고 오고 나먼 캉캄 어두부꼬 그래 다서싸를 무거도 귿 서도 몯 해써요	그런 곳에서 나무 그것을 고개에다 해가지고 이고 오고나면 캄캄 어둡고 그래서 다섯 살을 먹어도 그 서지도 못했어요
만나리 그 궁뎅이만 끄꼬 댕이제 설 쭈를 몯 해써	만날 그 궁둥이만 끌고 다니지 설 줄을 몰랐어
그래 인자 삼동에 그거이 쩌쩌 소아마비가 와뜽갑써요	그래 이제 겨울에 그것이 저 저 소아마비가 왔던가 봐요
어러 가꼬 소아마비가 와서 인자 우리지비 양바는 인자 장을 장을 보고 인자 그  러다가 인자 무신 날로는 애기들도 키우고 그러장깨 돈도 마니 들고 그러등깨 유리빵을하나 채리써요 저 멘 소지에다가	얼어가지고 소아마비가 와서 이제 우리집 양반은 이제 장을 장을 보고 이제 그러다가 이제 무싯날로는 아이들도 키우고 그러려니 돈도 많이들고 그러니까 유리 가게를 하나 차렸어요 저 면 소재지에다
유리빵을 하나 채리 놘는디 저 우리 친정 똥네 싸라미 장작 짱수를 여수로 댕기써요	우리 가게를 하나 차려 놓았는데 저 우리 친정 동네 사람이 장작 장사를 여수로 다녔어요
장 나무를 함 배 실코 여수 가서 폴고 또 오고 그랜는디 자 거따가 열라글 해가꼬 여수 유리빵에 가서 인자 그 인자 열뚜 무를 끼우 물 마니 드는 날 장자글 함배 실코 가는디 금 그 실코 감서롱 가는디 인자 따라감서 인자 짐때 인자 저금 배가 걸고 그러먼 인자 막 짐때 내릴 거석 짐때 그노믈 인자 살때 질러주고 그렁 걷 헌깨로 자기도 조코 운는 가선 거따가 인자 거울 거틍 거 그렁 거 인저 실코 옹깨 조코	장 나무를 한 배싣고 여수 가서 팔고 또 오고 그랬는데 이제 거기다가 연락을 해가지고 여수 유리 가게에가서 이제 그 이제 열두물을  물 많이 드는 날 장작을 한 배 싣고 가는데 지금 그 싣고가면서 가는데 이제 따라가면서 이제 삿대 이제 저기 배가 걸고 그러면 이제 막 삿대살대는 삿대의 방언형 내릴 뭐 삿대 그것을 이제 삿대 질러주고 그런것 하니까는 자기도 좋고 우리는 가서 거기다가 이제 거울 같은 것 그런 것 이제 싣고 오니까 좋고
차를 불러 가꼬 실코 오먼 도니 망코 그렁개 인자 거그 따라가서 지짐때 저살때 질러주고 그렁 걷 허고 인자 그 배에다 옴서는 실코 오고 근는디 아가 풍 불 잉그라근 이만저마니고 해 가꼬 숨도 몬 씨고 아가 영 주께 데써 인자 아파서 인자	차를 불러가지고 싣고 오면 돈이 많고 그러니까 이제 거기 따라가서 삿대 저 삿대 질러주고그런 것 하고 이제 그 배에다 오면서는 싣고 오고 그러는데 아이가 불잉걸은 이만저만이고 해가지고 숨도 못 쉬고 아이가 영 죽게 됐어 이제 아파서 이제
여리 나따고요	열이 났다고요
그래 인자 저그 장터 인자 약빵에 이사 그때는 진니사라 그래써요	그래 이제저기 장터 이제 약방에 의사 그때는 진의사라 그랬어요
그 약빵도 허고 이사도 허고 그랜는디 거그 가서	그 약방도 하고 의사도 하고그랬는데 거기 가서
저녀게 인자 오 저녁빱 무꼬 아무래도 아놔서 인자 열 씨나 되서 인자 물때꺼를 알고 할메가 서메서 와농깨 물때꺼를 알고 인자 날보고 아를 어부라 그러데요	저녁에 이제 오 저녁밥 먹고 아무래도 안 와서 이제 열시나 돼서 이제 물때를 알고 할머니가 섬에서 와 놓으니까 물때를 알고 이제 나보고 아이를 업으라 그러데요
아를 어버라 그러글레 인자 업꼬 인젣 나랑 두리 인자 걷 약빵아페가서 선는디이 지믈 실코 오능 거이 되농깨 무리 다드러야 인자 다 든다거는 마니 드러야 배가 올로오꺼이라요	아이를 업으라 그러길래 이제 업고 이제 나랑 둘이 이제 거기 약방 앞에 가서서 있는데 이 짐을 싣고 오는 것이 돼 놓으니까 물이 다 들어야 이제 다 든다는 것은 많이들어야 배가 올라올 거예요
이 꼬랑꺼지 올라오장깨 무리 다드러서 오장깨로 열 뚜시가 너머요 그란 그 이야글 헐라먼 참 가슴 아파요	이 도랑까지 올라오려니 물이 다 들어서오려니까 열두시가 넘어요 그런 그 이야기를 하려면 참 가슴 아파요
그래 인제 거 약빵아페 가서 인자 씨어메도 이꼬 나도 이꼬 인젣 떨고 인잗 두리서 인잗 애기는 업꼬 애기는 등거리가 뜨겁 쩡도로 불 염 막 여여리 올라 뿌리꼬	그래이제 그 약방 앞에 가서 이제 시어머니도 있고 나도 있고 이제 떨고 이제 둘이서 이제 아이는 업고 아이는 등이 뜨거울 정도로 불 영 막 열 열이 올라 버리고
그래가 인는디 오데요 그래 인자 그래 인자 가게 아페 거그 그게 가게 무늘 열고 가게에서 인자 가게가 바로 뵈기요 이 약빵허고	그래가지고 있는데 오데요 그래 이제 그래 이제 가게 앞에 거기 그게 가게 문을 열고 가게에서 이제 가게가 바로 보여요 이약방하고
그랟 가게 무늘 열글라깡 인잗 그러고 이야글 몯 허게 해요	그래 가게 문을열려니까 이제 그렇게 이야기를 못 하게 해요
서방 각씨 이야글 몯 허게 만나질 몯 허게 해요	서방 각시 이야기를 못 하게만나지를 못 하게 해요
씨씨어머니가	아 시 시어머니가
그래 나는 가마니 서씽깨로 가드마는 아가 아퍼가 와따 그래요	예 그래서나는 가만히 서 있으니까 가더니마는 아이가 아파가지고 왔다 그래요
인제 거그 인잗 근처야 상께로 인자 그 지니사도 이무롭찌요이 쪼깐	이제거기 이제 근처 사니까는 이제 그 진의사도 임의롭지요
그래 인 따라 오라그러글레 저 안찌비 이떠마요 그래 안찌비로 데꼬 감스롱 인자 약빵은 장가 나꼬 안찌브로 안찝 시 세림무늘 알고 인자 그렁께 가드마는 뚜드리드만	그래서 따라오라 그러길래 저 안집이 있더구먼요 그래서 안집으로 데리고 가면서 이제 약방은 잠궈 놓고 안집으로 안집 사립문을 알고 그러니까 가더니마는 두드리더구먼
밤쭝에 누가 그래 주꺼잉가요이 모린 사람 거트먼 그랜 인자 호탠디 인자 나가 호태요 호태요 그렁깨 뭔 니링가 그럼시로 나오데요 나오더마는 애기가 아파서 나가물겐 허로 가따 와뜨마는 애기가 너무 마니 아프네요 그래 그렁께 좀 데꼬 드로라고 글드만 인자 그때 인제 베니싱 베니싱 그 주사를 한 대 주데요	밤중에 누가 그래 줄 것인가요 모르는 사람 같으면 그래서 이제 호탠데 이제 내가 호태요 호태요 그러니까 무슨 일인가 그러면서 나오데요 나오더니마는 아이가 아파서 내가 물 하러 갔다가 왔더니마는 아이가 너무 많이 아프네요 그래 그러니까 좀 데리고 들어오라고 그러더구먼 이제 그때 이제 페니실린 페니실린 그 주사를 한 대 주데요
베니싱 그 주사를 한 대 주드마는 그거 인자 저냥 인자 마처가꼬 옹깨 여리 내링깨로 그이 아푸먼 자꾸 여러 날 병워느로 가야 허껃 아잉가요	페니실린 그 주사를 한 대주더니마는 그것 이제 그냥 이제 맞혀가지고 오니까 열이 내리니까 그것이 아프면 자꾸 여러 날 병원으로 가야 할 것 아닌가요
몽까게 해요 그래가 방꾸서다 인자 처바가 놔도 농깨 저거이 그만 뇌가	못 가게 해요 그래가지고 방구석에다 이제 쳐박아 놔 놓으니까 저것이 그만 뇌가
쯔쯛	쯧쯧
모지래고 그만 아가 저릳	모자라가지고 그만 아이가 저리
열 떼무네 그레요 여리 노픈 열 떼무네 뇌가 상헤요	열 때문에 그래요 열이높은 열 때문에 뇌가 상해요
그 어째뜽가네 그래가꼬 그날 쩌녁 베니싱 주사 한 대 마치고 우리 집따 데리다농 거이 저래가 저리 벵시니 되야 가꼬 다쌀 묵또로꺼지 거또 몯 해요	그 어쨌든지 그래가지고 그날 저녁 페니실린 주사 한 대 맞히고 우리집에다 데려다 놓은 것이 저래가지고저리 병신이 돼가지고 다섯 살 먹도록까지 걷지도 못해요
그르능 글 천지서 인자 장사르 댕깅깨 자네가 그리 말고 데꼬 나오게	그러는걸 사방에 이제 장사를 다니니까 자네가 그리 말고 데리고 나오게
그른 부모 미테서 사라봐짜 벨 거석또 엄네 그 제집또 그레 노치 마고 데꼬나오게	그런 부모 밑에서 살아 봤자 별 뭐도 없네 그 제 집도 그래 놓지 말고 데리고 나오게
그래싸서 인자 데꼬 인잗 나도 모리게 긍깨 방을 그리 어더 노코 어더 노코 데꼬나와 가꼬 인자 자기가 버려 가꼬 인자 노늘 동간들 겔추고 인자 무꼬 살고 그러고 쪼깜썩남능 걸 저추글 헝 거이 인자 저네는 그 머이냐 치게또니라고	그래 쌓아서 이제 데리고이제 나도 모르게 그러니까 방을 그리 얻어 놓고 얻어 놓고 데리고 나와가지고 이제 자기가벌어가지고 이제 논을 동기간들 가르치고 이제 먹고 살고 그리고 조금씩 남는 걸 저축을 한것이 이제 전에는 그 뭐냐 장체계라고
안 이썬능가요	있었잖아요
그 인자 체게또늘 인자 노코 인자 그래가꼰 인자 그걸 가꼬 노늘 서 마제기 두마제기 까뻬낀 안돼 우리 씨자으나부지가 인자 여 여 미테 또 여그 살다가 저그 꺼치로인자 이사를 감성 그 노늘 폴고 갈라 항 깨	그 이제 장체계를 이제 놓고 이제 그래가지고 이제 그걸 가지고 논을 서 마지기 두 마지기 값밖에 안 돼 우리 시작은아버지가 이제이 이 밑에 또 여기 살다가 저기 꺼치로 이사를 가면서 그 논을 팔고 가려하니까
자그나부지 그 그를 그리 말고 그 도늘 나를 주시요 그리 노늘 주시요 도니모지래서 함 마지는 그냥 서 마지기를 자붐서롱 함 마지기는 도니 모질항깨 나가그냥 갈라무끼로 지꼬 두 마지기 깝쓴 나가 도느로 드리꺼잉께 밍녀네 나가 도니 되건네요	작은아버지 그 그를 그리 말고 그 논을 나를 주시오 그리 논을 주시오 돈이 모자라서  한 마지기는 그냥 서 마지기를 잡으면서 한 마지기는 돈이 모자라니까 내가 그냥 병작을갈라묵기는 병작의 뜻 짓고 두 마지기 값은 내가 돈으로 드릴 거니까 내년에내가 돈이 되겠네요
체게또늘 또 바꼬 그러먼 밍녀네는 함 마지기깝쓸 되건는디 그리 모 이 노늘 그리 몯 허문 이 노늘 모 짭꼬 함 마지기 두마지기는 어디 살 띠도 업꼬 그렁깨 이 노늘나를 주시요 그러먼 나 올해 함 마지기는 나 갈라무끼를 해 가꼬 쌀로 디리고 명녀네 나가 함 마지기깝쓴 자그나부지를 디리께요 긍깨 그러라 그러드라네요	장체계를 또 받고그러면 내년에는 한 마지기 값이 되겠는데 그리 뭐 이 논을 그리 못하면 이 논을 못 잡고한 마지기 두 마지기는 어디 살 데도 없고 그러니까 이 논을 나를 주시오 그러면 나 올해  한 마지기는 나 병작을 해가지고 쌀로 드리고 내년에 내가 한 마지기 값은 작은아버지를드릴게요
그래 가꼬 나 시집 옹깨 노늘 서 마지기 사 놔떼요 그래 이 그 농 그 서 마지기 그 노믈 인자 가꼬 나간는디 가꼬 나가고 인자 근 제그믈 나가꼬 너무 인자 저빵으로 나가꼬 저빵에서 또 나가래서 그렁 걸 데꼬 나가 가꼬 저그 어디야 먼 논 지비 폴고 간다는지브 비즐 내 가꼬 그걸 사라 삼간 지블 참 뻬다도 조코 저 모까 마으레 산는디	그래가지고 나 시집오니까 논을 서 마지기 사 놨데요 그래 이 그 논 그 서 마지기 그것을 이제가지고 나갔는데 가지고 나가고 이제 그 분가를 해가지고 남의 이제셋방으로 나아가지고 셋방에서 또 나가라고 해서 그런 것을 데리고 나가가지고 저기 어디야 무슨 논 집이 팔고 간다는 집을 빚을 내가지고 그걸 살아 삼간 집을 참 뼈대도 좋고 저못 가 마을에 샀는데
피지 키를 너머 가요 논도 다 때려 여도 안 되거테요 그 비지	빚이 키를 넘어가요 논도 다 때려 넣어도 안 되겠데요
그래서 인잔 그냥 집 그노믈 도로 내 나써요	그래서 이제 그냥 집 그것을 도로 내놨어요
뉘 저빵이라도 그냥 헐란다게 몬자 저빵 줘떤 집또 메느리허고 하비 안 되서 따로 사는디 그 할메가 우리 아래차에 와서 사라라 그르데요	누구 셋방이라도 그냥 하겠다고 해 먼저 셋방 줬던 집도 며느리하고 합이 안 돼서 따로 사는데 그할머니가 우리 아래채에 와서 살아라 그러데요
그러자 인자 저저 정지나무 몬자 지지따 안 허등가요	그러자 이제 저 저 정지나무 먼저 지었다 하잖던가요
그 다라미 저귿 저 운녀그로 인자 시 이새로 간다고 그 지비 나딱 혼디 다 오오 게들고 게나는 지비 한 차 나서 그냥 너무 저빵 사느이 빈 비지 쪼깜 지나따나 인자큰 비즌 인자 짐 몬자 찌 인자 새롣 잡 사가꼬 간 지블 포라 가꼬 큰 비즌 갑꼬 에 자근비즌 쪼깐만 해 가꼬 누가 그냥 요 지블 사라 너무 저빵 가능 거뽀동 나따	그 사람이 저기 저 웃녁으로 이제 시 이사를 간다고 그 집이 났다고 하는데 다 오오 기어 들고 기어 나가는 집이 한 채 나서 그냥 남의 셋방 사느니 빈 빚이 조금 지더라도 이제 큰 빚은 이제 집 먼저 이제 새로 잡 사가지고 간 집을 팔아가지고 큰 빚은 갚고 에 작은 빚은 조금만 해가지고 누가 그냥 이 집을 사라 남의 셋방 가는 것보다 났다
그래서 인젇 그 지블 그럴찌 알무 인자 나 욱째피 가꼬 머이 머인 종도 모르 나는 인잗 따라만 댕이는 거이라요	그래서 이제 그 집을 그럴 줄 알면 이제 나 붙잡혀가지고 뭐가 뭔 줄도 모르고 나느 이제 따라만 다니는 거예요
그래 인잗 서방이라고 인자 댕김서 그렁 걸 해 가꼬 그 지블 자버 가꼬 인자 게들고 게나나따나 노니 안 너머 강깨 살거떼요 또 배가 고파 어찌 사꼬 시퍼서	그래 이제 서방이라고 이제 다니면서 그런 걸 해가지고 그 집을 잡아가지고 이제 기어 들고 기어나가더라도 논이 안 넘어 가니까 살겠데요 또 배가 고파 어찌 살꼬 싶어서
가뜬 그녀네 인잗 이사는 오기는 인자 오두막 찌비로 이노멛 똥네로 오기는 완는디 금녀네 농사 징 걸 가꼬 점붇 매상을 하고 인잗 북떼기 인자 홀테로 그때 훌터 농깨인자 가장가리 그렁 거 인자 북떼기가 인는디 그거 뜽게로 한 서미 곧 싹 인잗 나무치는매상을 해 삐리고 인자 빋 까파 뿌리고 그 항 가마이를 한 서믈 찌이가꼬 무꼬 낭깨롬 머얼매나 뭉능가	하여튼 그해에 이제 이사는 오기는 이제 오두막집으로 이놈의 동네로 오기는 왔는데 금년에 농사 지은 걸 가지고 전부 매상을 하고 이제 북데기 이제 탈곡기로 그때 타작해 놓으니까 이제 가장가리타작할 때 나오는 북데기 그런 것이제 북데기가 있는데 그것 뜨니까 한 섬이 곧 싹 이제 나머지는 매상을 해버리고 이제 빚갚아버리고 그 한 가마니를 한 섬을 찧어가지고 먹고 나니까 뭐 얼마나 먹는지
