dialect	standard
오백펭이라	오백평이야
미테그 최참판땍 거게는 모두 메펭이나 뎀니까	밑에 그 최참판댁 거기에는 모두 몇 평이나 됩니까
아휴 몰라 그거는 메펭잉고 항정업씨 너르지요	아유 몰라 그거는 몇 평이고 한정없이 넓지요
너르지예 그거는녜	넓지요 그거는요
긍께그거는언자 나중 저 아무선생님헌테 무러바요	그러니까 그거는 인제 나중 저아무 선생님한테 물어 봐요
그 아능가	그거 아는가
여 거시기 여머이고 체영기선생니믄 알낀데 펭수를	여기 거슥 여기 뭐니 최영욱 선생님은 알 건데 평수를
누구예	누구요
아이 요 선생님 여그여그 저저 해장님	아니 여기 선생님 여기 여기 회장님
간장님간장님	관장님 관장님
관장님	아 관장님
관장니믄 아지	관장님은 알지
만날 헤장님쌍게 해깔리가지고예	만날 회장님 쌓으니까 헷갈려 가지고요
내가	내가
저네보통 저 미테 헤장니미 고방에 게셔꺼드	전에부터 저 밑에 회장님이 광에계셨거든
고바아 게심서로 내가 정시믈 만날 해디리써	광에 계시면서 내가 점심을 만날해 드렸어
그래가그때 헤장님 헤장님 해농께 그기 이베 올라가꼬 만날 헤장니미라 그러대 내가	그래 가지고 그때 회장님 회장님 해 놓으니까 그게 입에 올라 가지고 만  날 회장님이라 그렇게 돼 내가
모두 간장니미라 허드마는	모두 관장님이라 하더만
그람지끔 하녹 다 지낭걷또 구네서 징김니까	그럼 지금 한옥 다 지어 놓은 것도 군에서 지은 겁니까
아이고 구네서 짇찌요	아이고 군에서 지었지요
구네서	군에서
그람 그	그럼 그
그렁께 저인자 지논 새집 싸악요리 내리드리 읻찌요	그러니까 저 인제 지어 좋은 새 집 싹 요리 내리들이 있지요 예예
여여 요쪼게 저저 장터랑 그건인자 또너무땅을인지 사가꼬 너무땅을 사가고	여기여기 요쪽에 저저 장터랑 그건 인제 또 남의 땅을 인제 사 가지고 남의 땅을 사 가지고
인자 에스비스예서언자 이 찰령하면서 그사람드리 싸악 지써요 그 뜨든지 그걸	인제 에스비에스에서 인제 그 촬영하면서 그 사람들이 싹 지었어요 그 뜯은 집 그걸
뜨든집 그걸인제 구네서 땅만 사주고	뜯은 집 그걸 인제 군에서 땅만 사 주고
그사람드리 싸악 초가를 지가꼬 쎄룸허이 그래가꼬 찰령을 삼녀늘 안핸능가요서울써 내려대임써로	그 사람들이 싹 초가를 지어 가지고 산뜻하게 그래 가지고촬영을 삼 년을 했잖아요 서울서 내려다니면서
그라먼자 그	그러면 인제 그
그렁거 다 받찌요	그런 거 다 봤지요
집찌응거 그거는 그라몬 에스비에스에서	집 지은 거 그거는 그러면 에스비에스에서
산는디	샀는데
요게 요다가 기증을 해씀니까	여기에 요기다가 기증을 했습니까
아적 저거목쓰로 나마이씀니까	아직 자기 몫으로 남아 있습니까
그렁께그걸 지가꼬 자기드리 삼년 찰령 딱 허고 이자 구네서 바닫찌요	그러니까그걸 지어 가지고 자기들이 삼년 촬영 딱 하고 인제 군에서 받았지요
그지블 바닫써언자 상기지 도늘주고	그 집을 받았어 인제 산 거지 돈을 주고 음음
그머덕끼라 자기드리	그 뭣 할 거야 자기들이
자기들 그내나 머드라마 영하찍꼬 하고	자기들 그 내나 뭐 드라마 영화 찍고 하고
헌다고 헌다고 그 지블찌쓰	한다고 한다고 그 집을 지었어
진니라 욕빠구마 그사람들또 대목드리 막	짓느라 고생했어 그 사람들도 대목들이 막
그러믄녜 할머이 그저그때 옌나레 요게 욷 아이 우땀아래땀 상펭에	그러면요 할머니 그저 그때 옛날에 요기에 위 아니 윗동네 아랫동네 상평에
그 집뜨른 지금얼추 나마이씀니꺼 새로지블 새로지끈 우째끈가네 그 터는 좀읻	그 집들은 지금 얼추 남아 있습니까 새로 집을 새로 지었건 어쨌건 간에 그 터는 좀 있
허어 저 아래따메는 하모 그터예다 지블지니까	응 저 아랫담에는 아무렴 그 터에다 집을 지으니까
전시예막 집또막 써그릉써그릉허이막 헌지블	전부 막 집도 막 써그릉써그릉하게 막 헌 집을
제주 새로 지금다 지빙께	죄다 새로 지금 다 집이니까
제주	죄다
우리짐만 몬짇꼬 지금 내가곤치가꼬 고만사능기지	우리 집만 못 짓고 지금 내가고쳐 가지고 그냥 사는 거지
전시 새로 다 안진는가요	전부 새로 다 짓지 않나요
그러모 엔날집 그기뜩끼가꼬 머언자 다른데 드러간건 이씀니까 업씀니까	그러면 옛날 집 그게 뜯겨 가지고 뭐 인제 다른 데 들어 간 건 있습니까 없습니까
고만 거거예서 살고 거거예서 지 터예서 직꼬직꼬 막 그러고	그냥 거기에서 살고거기에서 제 터에서 짓고 짓고 막 그러고
근데	그런데
그엔나레 집터는 벨로 뜩낀	그 옛날에 집터는 별로 뜯긴
언자집터는 여 뜩낑거 마나요 오두매기	인제 집터는 여기 뜯긴 거 많아요 오두막
오두배기 이 기고날고막 요리기고날고 방에드러갈라믄 방항칸짜리 여거도 여대받인는디 여올로오는디 거도 오두매이막 기고날고막 거거두개씩 이 키우고그리사랃써요	오두막 이 기고 날고 막 요리 기고 날고 방에 들어 가려면 방 한 칸짜리 여기도 여기 대밭 있는 데 여기 올라 오는 데 거기도 오두막 막 기고 날고 막거기 아이 두 명씩 이 키우고 그렇게 살았어요
터가 엄써가꼬 집터가 엄써가꼬 조깬허이 지가꼬	터가 없어 가지고 집터가 없어 가지고 자그맣게 지어 가지고
여거도 턴디 집턴디 뜨더빋쩨 저 막 군데군데 마이뜨더써 사던지블	여기도터인데 집 턴데 뜯어 버렸지 저 막 군데군데 많이 뜯었어 살던 집을
마 오두매기 그렁거는 마이 뜩낃써요 하	뭐 오두막 그런 거는 많이 뜯겼어요응
가이루막 밴두루로막 마리자먼 부상거트모 변두리막 인는 그런지븐 싸악 뜩낀 테기지	가장자리로 막 변두리로 막 말하자면 부산 같으면 변두리 막 있는 그런 집은싹 뜯긴 셈이지
사래미막 죽꼬 이새가비리고 엄씨니까	사람이 막 죽고 이사 가 버리고 없으니까
긍께 여거예 대밭인는디 여거 대박까온데 큰 부잳찌비 참말로 참말로 공간디공부재라고 성이 공간디	그러니까 여기에 대밭 있는 데 여기 대받 가운데 큰 집 부잣집이 참말로 참말로 공가인데 공부자라고 성이 공가인데
진짜 부재찌비 여 사랃꼬마 저네	진짜 부잣집이 여기 살았구면 전에
오호	오호
지금인잗 마사느로 이새를 가비리고 이잗 아들 딸드리 싸악인자 그리 나가비서그러치 저네 어른드리 살쩌게 어른들 다 도라가시고	지금 인제 마산으로 이사를 가버리고 인제 아들 딸들이 싹 인제 그리 나가 버려서 그렇지 전에 어른들이 살 적에어른들 다 돌아 가시고
그 할무이는 마산 지금 게시느마느	그 할머니는 마산 지금 계셔
그 여인자 대바치 드러서빋찌 요 지블 뜨더삐농께	그 여기 인제 대밭이 들어서버렸지 요기 집을 뜯어 버려 놓으니까
요기가 옌날 집텀니까	아 요기가 옛날 집텁니까
여거 저네 집터가큰 집터 참 피야구만 그지비도	아 여기 전에 집터가 큰 집터 참  그 집에도
할머이 기억하심니까	할머니 기억하십니까
하모 여거 만날 여거 사라농께 언자 그건알지 그 집터는	아무렴 여기 만날 여기살아 놓으니까 인제 그건 알지 그 집터는
그 대바치 디빋찌요 집 학 뜨더비리농께	그 대밭이 돼 버렸지요 집 확 뜯어 버려 놓으니까
그 지븐	아 그 집은
뜨더낸	뜯어 낸
그라몬	그러면
부재찌비라저네	부잣집이야 전에
그지베 다릉기 드러성기 아이고 이르마 대바트로 바낃뿌서	그 집에 다른 게 들어 선 게 아니고 이거 뭐 대밭으로 바뀌어 버렸어
예대바치 대삗찌	예 대밭이 되 버렸지
그람 이 대바튼 그	그럼 이 대밭은 그
공부재찝 그 뒤예 이떵김니까 볼래	공부잣집 그 뒤에있던 겁니까 본래
요집	요 집
말고 요 대바튼	말고 요 대밭은
찌금	지금
볼래는어디이떵김니까 대밭	본래는 어디 있던 겁니까 대밭
대바치언자 여거 좀 이써꼬 가예 요리 익거꼬	대밭이 인제 여기 좀 있었고 가장자리에 요리 있었고
그리 고게 공부재찝 뒤예	그리 그게 공부잣집 뒤에
이써씀니까	있었습니까
아페 이써씀니까	앞에 있었습니까
디예 읻찌요	뒤에 있지요
그람 공부	아 그럼 공부
디예도익꼬 여페도 익꼬 막 대바치	뒤에도 있고 옆에도 있고 막 대밭이
긍께 가운데 쏘옥 드러안잗썯찌 그예 부재찌비	그러니까 가운데 쏙 들어 앉았었지 거게 부잣집이
부잳찌비	부잣집이
그래가꼬 막	예 그래 가지고 막
근데인자 그집터까지자 그대아무가 다 컫뿓따 이마리지예	그런데 인제 그 집터까지 인제 그대나무가 다 커 버렸다 이 말이지요
주 뭐 지블 탁 뜨더비농께	저 뭐 집을 탁뜯어 버려 놓으니까
사래미 안사니까	사람이 안 사니까
그러몬 저 그 공부잗찝 그	그러면 저 그 공부잣집 그
여페	옆에
뜯뜨 땅은 아직또 부잗찝 땅인갑네 그러모	뜯 뜯 땅은 아직도부잣집 땅인가 보네 그러면
그인자 파라무걷찌	그 인제 팔아 먹었지
어데 구네다가예	어디에 군에다가요
구네는 내나 요 감나무 요기요리요리 구네끼고	군에는 내나 요 감나무 여기 요리요리 군의 것이고
저거는 너무 사라미끼라요 너무사람	저거는 남의 사람의 것이에요 남의 사람
저 대촌마을하고	저 대촌 마을하고
또 부재 노부재지비서	또 부자 노부잣집에서
사농기라	사 놓은 거야
노가	노가
노가 부잳찌비 또 이썯꺼등뇨	노가 부잣집이 또 있었거든요
그집대바치래요 그어는	그 집 대밭이래요 그것은
노가	노가
딴사랑기라	딴 사람 거야
그런네예	그렇네요
구넫꺼는 요리요리요리요리인자 자은대 자근대 요리는기지	군의 것은 요리 요리 요리 요리 인제 작은 데 작은 데 요리는 그것이지
이 감받이거 다 기고	이 감밭 이거 다 그것이고
그렁게 거도 항정엄씨 커요 이리 베기는 요래도	그러니까 거기도 한정없이 커요 이리 보기는 요래도
그러몬여게도 언젠가는 감 머 드러서건네예 그러모	그러면 여기에도 언젠가는그럼 뭐 들어 서겠네요 그러면
그렁께 아래 우리데모허고 그랟써요 하동가서	그러니까 그제 우리 데모하고 그랬어요 하동 가서
와예	왜요
구네 살빠아 가서	군에 대문에 가서
와그래냐하면 여거 즈즏 마리잠 공부잳찌비 텅가 머 미테 믿 쫌 미테 비끼스 미텡가	왜 그랬느냐 하면 저저 말하자면 공부잣집의 터인가 뭐 밑에 밑 좀 밑에 비껴서 밑에인가
저거 저저 중이 마리자믄 중이라고 마마 말도 몬헝께 중이라 해야지	저거 저저중이 말하자면 중이라고 마마 말도 못 하니까 중이라고 해야지
중 사래미 이 땅을 삳따네요 사낟때	중 사람이 이 땅을 샀다네요 사 놨대
노 노부잳찝한테서	노 노부잣집한테서
그거는 따로 익꼬	그거는 따로 있고
또 읻꼬	아 또 있고
또 딴지비 저 여러 피리거든	또 딴 집에 저 열어 필이거든
그래가꼬언자 그 집껄 사난는디	그래 가지고 인제 그 집 것을 사 놓았는데
그사래미 자꾸 엳따가 머 그 머이고 절거치 마리자먼 난 이약헐쭐 모링께	그사람이 자꾸 여기다가 뭐 그 뭐니 절같이 말하자면 난 이야기 할 줄 모르니까
절거치 진는다고 어트케 그만	절같이 짓는다고 어떻게 그만
주가 자기가 이길라고 막 우리한테고막 덤비들고 동네싸라믈고마 깨물테빌래마리자믄	자기가 자기가 이기려고 막 우리한테 그냥 막 덤벼들고 동네 사람을 그냥까뭉개 버리려 해 말하자면
그래서막 우리가 그래도 이긷쓰요	그래서 막 우리가 그래도 이겼어요
막 그가서 막 그 거석 살빠게 가서 군 살빠게 가가꼬	막 거기 가서 막 그 그슥대문에 가서 군 대문에 가 가지고
막 머이고 그거 이리 막 내리노코 그거 글씬거	막 뭐니 그거 이리 막 내려놓고 그거 글 쓴 거
이 들고	이리 들고
그걸 들고 부치고 고만 동네 고만 다 가고 쌔리 막 군수님저거 머이고	그걸 들고 붙이고 그냥 동네 그냥 다 가고 쌔리 막 군수님 저거 뭐니
그래 영안댇 내가 또 아이고 참말로 그소리 헝께 너무다 안댇따 내가 헌단 소리가 해 가티 해노코는	그래 영 안됐 내가 또 아이고 참말로 그 소리 하니까 너무 다안 됐다 내가 한다는 소리가 해 같이 해 놓고는
그래농께 아이고 똑 그소로가꼬 날로 건디리고 사람드리	그래 놓으니까 아이고똑 그 소리를 가지고 나를 건드리고 사람들이
저 군수님 물 물러가라고 막 아글씨고 사람드리 동네사래미	저 군수님 물 물러가라고 막 악을 쓰고 사람들이 동네 사람이
거서 날리 낟써요 세분내려 가가꼬	거기서 난리 났어요 세 번 내려 가 가지고
그렁께 십께 마래서 요게인자 저리 하나	그러니까 쉽게 말해서 요기에 인제절이 하나
걷따가 절매이로 진는다고	거기다가 절처럼 짓는다고
저를하나  지을라캉께 동네사라미 반대핻따	절을 하나 지으려고 하니까 동네 사람이 반대했다
몯찓꾸로	못 짓게
몯 근데 구네서는이자 허라글 해줟따 이마림니까	못 근데 군에서는 인제 허락을 해 줬다 이 말입니까
그렁께 마리자면 허라글	그러니까 말하자면 허락을
할라꼬	하려고
해줄라고 헌데 마리자머	해 주려고 하는데 말하자면
우리만 지라하먼	우리만 지으라 하면
근데 택또 움써	근데 턱도 없어
거 지먼 안댄대요 여 마으리 안댄대	거기 지으면 안 된대요 여기 마을이 안된대
크닐난대 그래서 절때로 반대를 해꺼등	큰 일 난대 그래서 절대로 반대를 했거든
긍께 그사래미 땅만 그거 사가꼬 지금 저래가 인능기라	그러니까 그사람이 땅만그거 사 가지고 지금 저래 가지고 있는 거야
몬지꾸로 가망도 엄는디 머	못 짓게 가망도 없는데 뭐
자기는 그걸언자 땅그걸 사가꼬 버젇허이언자 절매이로 지가꼬	자기는 그걸 인제 땅 그걸 사 가지고 버젓하게 인제 절처럼 지어 가지고
인자 사람끄디린다 그기라인잗	인제 사람 끌어 들인다 그거야 인제
알겓씀니다	예 알겠습니다
절 그러고 여이 긍기사절도 익꼬헌디 하모 그사람드리 오머 안댄대	절 그러고 여기 근기사 절도 있고 한데 아무렴 그 사람들이오면 안 된대
아랃씀니다 할머이 오늘 마 여기까지 하고	예 알았습니다 할머니 오늘마 여기까지 하고
또 뒤예 또 제가 더하께예 아이 고맙씀니다	또뒤에 또 제가 더 할게요 아이 고맙습니다
그 반농사로 진는 곡시게는 어떤 것들이 읻슴니꺼	그 밭농사로 짓는 곡식에는어떤 것들이 있습니까
참깨 들깨 머 여러 종뉴지요	참깨 들깨 뭐 여러 종류지요
콩 폳 머 녹뚜	콩 팥 뭐 녹두
막 그렁거 허지요 고구마도 숭구고	막 그런 것 하지요 고구마도 심고
그러믄녜 콩부터 함 시작해 보께예	어 그러면 콩부터 한번 시작해보겠습니다
콩은 운제 파종함니까	콩은 언제 파종합니까
즈즈 아레 오워래요	저저 그제 오월에요
모 시믈 때	모 심을 때
즈 드레 모 시믈 때	저기 들에 모 심을 때
모 시믄 막 콩을 시 또 우리도 숭굴라고 준비를 허지	모 심으면 막콩을 심 또 우리도 심으려고 준비를 하지
그러믄자 콩을인자 시머야 댈꺼 아임니꺼	그러면 인제 콩을 심어야 될 것 아닙니까
그러몬 고 심어가지고 나제 그다 드릴 때까지	그러면 그 심어서 나중에 거두어들일 때까지
우째 이를 하는지 그지예	어찌 일을 하는지 그지요
시머노먼인자 바츨언자 매야지 바츨	심어 놓으면 인제 밭을 매야지 밭을
바츨 안매모 고마 데다 안해요 콩받또	밭을 안 매면 그냥 되지도 않아요 콩밭도
반매고 매고언자 꼬치막 피데요	밭 매고 매고 인제 인제 꽃이 막 피데요
꼬치피믄 또 야글 처야대고	꽃이 피면 또 약을 쳐야 되고
야글 안 치믄 옹기 항개도 업써요	약을 안 치면 온 것이 하나도 없어요
장녀넨 또 여그 야글 안처농께 거스기머이곧 개이꼬 야글 안처농께로	작년에는또 여기 약을 안 쳐 놓으니까 거슥이 뭐니  약을 안 쳐 놓으니까는
어쩌다 옹거 하나익꼬 전시네 고만 벌그지가 무가꼬	어쩌다 온 것 하나 있고 전부 그냥 벌레가 먹어 가지고
아무끼라도 지금 약 안 치믄 아무껃도 안 데요	아무 것이라도 지금 약 안 치면 아무 것도 안 돼요
감도 약 치믄 안 데고	감도 약 안 치면 안 되고
다 떠러저비리고	다 떨어져 버리고
말씀하이소 그래	예 말씀하십시오 그래
고롬 바테이 머 폳또 싱꼬 콩도 싱꼬 머 녹뚜도 싱꼬	고놈 밭에 뭐 팥도 심고콩도 심고 뭐 녹두도 심고
그러믄자 우선 콩임니더이	그러면 인제 우선 콩입니다이
예예	예예
그러믄인자 콩이 한참 클 때 은자 열매가 달릴 때 우째 보면 옌나레 그 콩 익싸리도 띠가꼬	그러면 이제 콩이 한참 클 때 이제 열매가 달릴 때 어찌 보면 옛날에그 콩 이파리도 떼어 가지고
오파 이 즈 모옹거 모가지를 싹 떼야데요	이 저 모은 것 모가지를 싹 떼야돼요
그 케가 커지거마 이리 바래미 불고 허믄 이 자빠저비링까	그 키가 커지면 이리 바람이 불고 하면 이 자빠져 버리니까
쪼껜허라고언잗	조그만하라고 인제
두문두문 숭구가꼬	드문드문 심어 가지고
콩도 두문두문 숭구가꼬 배믄 고마 콩이 안여러요 써거비리고	콩도 드문드문심어 가지고 배면 그냥 콩이 안 열어요 썩어 버리고
그렁깨로	그러니까
그러믄언자 콩이언자 난주 다 안 달림니꺼이	그러면 인제 콩이 인제 나중에 다달리지 않습니까
그 다메언자 콩타작 거 거다 들이가꼬 타작도 해야 델꺼 아임니꺼	그 다음에인제 콩타작 거둬 들여서 타작도 해야 될 것 아닙니까
그는인잗 이그모 콩입싹 떠러지고 가으레 저 나락 벨 쩌게	그것은 인제 익으면 콩잎 싹 떨어지고 가을에 벼 벨 적에
나락 베모언자 또 콩도 익꺼등뇨	벼 베면 인제 또 콩도 익거든요
그러믄자 콩 이그모인자 나트로 끄너 몰랴가꼬 베테	그러면 인제 콩 익으면 인제 낫으로 끊어 말려 가지고 볕에
베테 몰랴가꼬언잗 작때르 가 막 투디지 우리드른	볕에 말려 가지고 인제 작대기를 가지고 막 두드리지 우리들은
남자들 인는 사람드른 이 도리깨로 가꼬 언자 투디리고	남자들 있는 사람들은이 도리깨를 가지고 인제 두드리고
도리깨로 가꼬 막 마다 짝 페 노코 뚜디리고	도리깨를 가지고 막 마당에 쫙펴 놓고 두드리고
우리드른 바테 그마 즈즈 몽까고 그마 허니까 헐띠도 억꼬	우리들은 밭에 그냥 저저 못 가고 그냥 하니까 할 데도 없고
바테닫 그 가빠를 페 노코 마 쪼께스 쩨께스 마 뚜디능기지	밭에다 그 가빠를펴 놓고 마 조금씩 조금씩 두드리는 거지
쩨께이 숭구고 끼양	조금 심고 그냥
이녁 이녀키나 뭉는다 쪼까이 수머	우리 우리나 먹는다고 조금 심어
그라모	그러면
바치나 인능가요 너머 바테다가 쩨껜 해나 해낟찌	밭이나있는가요 남의 밭에다가 조금해 해 놓 해 놨지
그 다으메 그언자 콩은 그리 하고	그 다음에 그 인제 콩은 그렇게 하고
요게는 멀캄니꺼 자잘한 거 노란 걸 조 조라캄니꺼	여기에는 뭐라고 합니까자잘한 거 노란 걸 조 조라고 합니까
서수기라 캄니꺼	서숙이라고 합니까
아이먼	아니면
서 조라도 허고 서수기라도 허고	서 조라고도 하고 서숙이라고도 하고
주로 무어슬가 씀니까	주로 무엇으로 씁니까
보통 고마 서숙	보통 그냥 서숙
나는 고만 서수기라 그래비지요	나는 그냥 서숙이라 그래 버리지요
그러믄 서숙	음 그러면 서숙
쑤수 쑤씨도 이꼬 쑤씨	수수 수수도있고 수수
말고 언자 그람	말고 인제 그럼
서숙가꼬 또 얘기 함 해봄니다이	조를 가지고 또 얘기 한번 해 봅니다이
서숙또 우째 뿌리가지고 우째 거다가지고 거다드리는 거	조도어찌 뿌려 가지고 어찌 거둬 가지고 거둬 들이는 것
고마 니 골내 가꼬	그냥 이 고랑을 내 가지고
바테다가언자 풀 엄씨 골 내가꼬	밭에다가 인제 풀 없이 고랑을 내 가지고
언자 씨만 요리요리 뿌리노먼 씨가 나먼언잗 또 배믄 안대니까	인제 씨만 요리요리 뿌려 놓으면 씨가 나면 이제 또 배면 안 되니까
이자 싹 소까 조야데요 두문두문 세아 노코	인제 싹 솎아 줘야 돼요 드문드문세워 놓고
그래야언잠 그 서숙 모가지가 국꺼등뇨	그래야 인제 그 조 이삭이 굵거든요
배믄 고맏 잔잔하이 요막쓱 해가꼬 데다 안허고	배면 그냥 잔잔하게 이만큼씩해 가지고 되지도 않고
머이라도 드물게 해야 뎅께	무엇이라도 드물게 해야 되니까
그리 해가꼬 그래노모 고마 풀마 매주모 커요 커서 대능기고	그렇게 해서 그렇게 해 놓으면 그냥 풀만 매 주면 커요 커서 되는 것이고
그람 나중에 또 거다드리야 델꺼 아임니꺼	그러면 나중에 또 거둬 들여야 될것 아닙니까
고언자 이그먼언자 이그먼언자 또 곡서기 이그먼언잗	그 인제 익으면 인제 익으면 인제 또 곡식이 익으면 인제
모가지만 요리 목만 요리요리요리 따 가꼬	이삭만 요리 이삭만 요리요리요리따 가지고
언자 마 방매로가 뚜디리모 잘 몯 몰랴가꼬	인제 뭐 방망이를 가지고 두드리면 잘 말 말려 가지고
방매 뚜디림 잘 떠러져요	방망이 두드리면 잘 떨어져요
그람 서수근 그래하고	그러면 조는 그렇게 하고
그 다으메	그 다음에
쑤시	수수
쑤시또언자	수수도 인제
쑤시도 또	수수도 또
고만그리 즈 그슥매이로 염방	그냥 그리 저 그슥처럼 연방
서숙매이로 고마 그릭 흐처가꼬	조처럼 그냥 그리 뿌려 가지고
또 두문두문 해 가꼬 그걷또	또 드문드문 해 가지고 그것도
두문두문 해야 이 모가지가 국꺼등뇨	드문드문 해야 이 이삭이 굵거든요
그래가꼬 내나	그래 가지고 내나
또 이그머 어느 정도 이그먼언자 이그따 허면언자 비가 또 모감지만 요리 베 가꼬	또 익으면 어느 정도 익으면 인제 익었다 하면 인제 베어 가지고 또 이삭만 요리 베어 가지고
그 대가 항정엄씨 킁께요 그거뜨른	그 대가 한정없이 크니까요 그것들은
모감지만 비 가꼬언잗 또 막 요리	이삭만 베어 가지고 인제 또 막 요리
간지때 즈 빨래쭈레 간지때매로 요리 해노코 요리 막 너러나요	장대 저 빨랫줄에 장대처럼 요리 해 놓고 요리 막 널어 놔요
뭉크가꼬 대가리 뭉크가코 요리 가랑테이 타 가꼬 뭉커노모	묶어 가지고 이삭 묶어 가지고 이렇게 가랑이 타 가지고 묶어 놓으면
이자 모리믄 또 그거또 가빠나 페 노코언자 방매로 가 뚜디리고	인제 마르면또 그것도 가빠나 펴 놓고 인제 방망이를 가지고 두드리고
고마 고래요	그냥 그래요
그럼 그거는언자 그 쑤시다 그지예	그럼 그것은 인제 그 수수다 그렇지요
쑤시	수수
감 감자는 안 키앋슴니꺼	감 감자는 안 키웠습니까
감재는 또 보메 시머가꼬	감자는 또 봄에 심어 가지고
사머레	삼월에
이워레 이월 그믐께 숭구지 만날	이월에 이월 그믐께 심지 만날
이워레언잗 이리 골 처가꼬	이월에 인제 이렇게 골 쳐 가지고
바테언자 숭굴 때언자 골 처 가꼬언잗 고마 이리 쪼개가꼬	밭에 인제 심을 때인제 골 처 가지고 인제 그냥 이리 쪼개 가지고
감재 그 누니라고 이찌요	감자 그 눈이라고 있지요
그걸언자 쪼개가꼬	그걸 인제 쪼개 가지고
쪼개가꼬 마 이리 쿡쿡 숭거노모	쪼개 가지고 뭐 이렇게 쿡쿡 심어 놓으면
비료나 마니 거르믄 마니 허고	비료나 많이 거름은 많이 하고
숭거노믄 언잗 데고 거름 안하믄 또 데다 안해요 그걷또	심어 놓으면 인제 되고 거름 안하면 또 되지도 않아요 그것도
그럼	그럼
테비를 허고	퇴비를 하고
그걷또언자 또 거라야 델꺼 아임니꺼	그것도 인제 또 걸워야 될 것 아닙니까
하모 그리 골 처가꼬 시머노몬 고마 거름만 해노몬 풀만 메주몬 뎅께로	그럼그렇게 고랑을 쳐 가지고 심어 놓으면 그냥 거름만 해 놓으면 풀만 매 주면 되니까
나기만 나모언자 감재 알이 들지	나기만 나면 인제 감자 알이 들지
그라모 감재는 메덜따레 캠니까	그러면 감자는 몇 월달에 캡니까
즈 모 시믈때요	저 모 심을 때요
유워래	유월에
오워래	오월에
저네 즈즈 모 숭구고 막 밥해주고 허믄언자 그그 감재 캐가꼬 막 덴장꾹도 끼리가고 막 저네는그랜는디	전에 저저 모 심고 밥 해 주고 하면 인제 그그 감자 캐 가지고 된장국도 끓여 가고 전에는 그랬는데
그 감재 캐다가	그 감자 캐다가
요게서는 고구마라 캄니꺼 고구매라 캄니꺼	여기서는 고구마라고 합니까 고구매라고 합니까
고구마	고구마
고구마	고구마
고구마라고 예삐게 허는 사라믄 고구마라 허고	고구마라고 예쁘게 하는 사람은고구마라고 하고
나는 고마 고구매	나는 그냥 고구매
그르고 그르지머	그렇게 하고 그렇게 하지 뭐
그라믄 고구매도 처음부터언자	그러면 고구마도 처음부터 인제
고구매는	고구마는
골 처 가꼬	예 고랑 쳐 가지고
아니 줄로 먼저 내야 델꺼 아임니까	아니 줄을 먼저 내야 될 것 아닙니까
즈그언잗 고구마는은잗 요리 골 처가꼬 짱아리를 바가노몬 수니나와요	저기 인제 고구마는 인제 요리 고랑을 내서 종자 고구마를 박아 놓으면 순이 나와요
수니 나오고 그노믈 떼가꼬 하모 심지	순이 나오고 그 놈을 떼 가지고 아무렴심지
그래 고걷또언자	그래 그것도 인제
그러믄 아까 짱아리라 캐씀니꺼	그러면 아까 짱아리라고 했습니까
짱아리	예 짱아리
처으메는언잗 이워레언잗 그글 땅에다 바가야데요	처음에는 인제 이월에 인제  그걸 땅에다 박아야 돼요
바가 나따가	박아 놓았다가
언자 수니 요리 나모언자 그걷또 거르믈 해가꼬언잗 고구매륻 바가서 또 얼릉 나라고	인제 순이 이렇게 나면 인제 그것도 거름을 해서 인제 고구마를 박아서 또얼른 나라고
마 나리 추꼬 이워레는 허니까로	뭐 이월에는 날이 춥고 하니까는
그 비누루를 딱 요리 페 가꼬	그 비닐을 딱 요리 펴 가지고
무더노코 비누룰 페가 더퍼나요 조그만허이 요리	묻어 두고 비닐을 펴 가지고덮어 놔요 조그만하게 요리
더퍼노모언자 흐클 양쪼게 그르 더퍼노모	덮어 놓으면 인제 흙을 양쪽에 긁어덮어 놓으면
언재 이 수니언잗 나지요	인제 이 순이 인제 나지요
나모언자 요리고마 찍 째노머 고무 종우를	나면 인제 이렇게 그냥 찍 째 놓으면 고무 종이를
우를 요리 째노먼	위를 요리 찢어 놓으면
언자 올로오지	인제 올라오지
그그를 안 째노모 볼라노코 안째먼 그이 그슥헝께	그것을 안 째 놓으면 발라놓고 안 째면 그것이 그슥하니까
즈즈 몰라저 비링께로	저저 말라져 버리니까는
수니 베치 뜨그븡께	순이 볕이 뜨거우니까
지금 지그믄 머 감재도 막 비누루로 헝께	지금 지금은 뭐 감자도 막 비닐로 하니까
그라믄자 수늘 끄너 가지고	그러면 인제 순을 끊어 가지고
골 처가꼬 바테다가	고랑 쳐 가지고 밭에다가
골 처가꼬언잗 막 이리이리이리 숭거노치	고랑 쳐 가지고 인제 뭐 이리이리이리 심어 놓지
모디모디	마디마디
고거는 메덜따림니꺼	그것은 몇 월달입니까
두덜	두 달
고구매는언자 즈즈 여르메언잗 지금 시머나찌요	고구마는 인제 저저 여름에 인제 지금 심어 놨지요
시머나써 여그 항고랑 숭거난는디	심어 놨어 여기 한 고랑 심어 놨는데
그 종자르 어더가꼬	그 종자를 얻어 가지고
그라믄자 또	음 그러면 인제 또
언자 가으레 또 나락 즈거즈 거다디리고 콩 거다디리고 막 헐쩌게	인제 가을에또 벼 저거 저 거둬들이고 콩 거둬들이고 막 할 적에
그때언자 가치인자 막 캐요	그때 인제 같이 인제 막 캐요
