dialect	standard
그래 중매결혼해꼬요	그래 중매결혼했고요
쭈 중매는 누가 하셔씀미까	중 중매는 누가 하셨습니까
중매결호는 그르이 우리 맹 족치닌데 이응 일간데 일가 어르니 그으 그 지비 거어도 왜가이 데에요	중매결혼은 그러니 우리 역시 족친인데 일 일가인데일가 어른이 그 그집이 거기에도 외가가 돼요
웨가이 데 가주설랑은 그래 나를 그리 중맬 해 가주 그래 에 그 이 그 이 결호니 데엔니더	외가가 돼 가지고설랑은 그래 나를 그리로 중매를 해 가지고 그래에 그 이 그 이 결혼이 됐습니다
족친께서 인저 하셔따 그지여	아 족친께서 인제 하셨다 그렇지요
예예	예
그래스스 거쪼옥 족친부닏 저쪽 천장찝하고 영겨리 데다 보니까어 하셔꼬	그래서 그쪽 족친분이 저쪽 친정집하고 연결이 되다 보니까어 하셨고
예예예 아웨 예이예	예예예 예
그다음 보 요주우미야 머 여내결혼하는 사암들도 망코 에예 그다으미 머중매하으서 만나서 결혼하능 거또 마는데 그암 그때 그 결혼하 중매으를 해써결혼할 때 머 중매해써 결혼하능 과정이 이써쓸 꺼 아임미까	그다음 보 요즘이야 뭐 연애결혼하는 사람들도 많고그다음에 뭐 중매해서 만나서 결혼하는 것도 많은데 그럼 그때 그 결혼하 중매를 해서 결혼할 때 뭐 중매해서 결혼하는 과정이 있었을 것 아닙니까
네 과저이 이쩨요	네 과정이 있지요
그때 므 대충 어떤 시어러 결헌하션는지 어르신 결혼 때에	그때 뭐 대충어떤 식으로 결혼하셨는지 어르신 결혼 때에
글때 결호능 그래 가주 은제 결호누 과저이 그래 인제 머 이 결호니 적쩌이 양가가 이 양가에 어름드리 승나기 나먼 거 이 즈 총오 그읃 중개르참중매를 하든 사럼 와서 승나기 데쓰이께너이 결호늘 성사어이 성사가 데쓰이줌비를 하라 그게지 머	그때 결혼은 그래 가직 인제 결혼 과정이 그래 인제 뭐이 결혼이 적절히 양가가 이 양갸의 어른들이 승낙이 나면 그 이 저 저 그 중매를어 참 중매를 하던 사람이 와서 승낙이 됐으니까 결혼을 성사 성가가 됐으니 준비를하라 그것이지 뭐
읻 줌빌 하미 인제 여기서는 남자 쪼게사 강서늘 써 가주 은제 심부 쪼으로보내코 또 어으 그래고 인제 날짜를 결혼 날짜을 바다 가주 홀렐 치루코 그래쳐 머이 좌으 쪽 과정이	이 준비라 하면 인제 여기서는 남자 쪽에서 강선을 써가지고 인제 신부 쪽을 보내고 또그러고 인제 날짜를 결혼 날짜를 받아 가지고혼례를 치르고 그랬지 뭐요 좌우 쪽 과정이
그엄면 어드겝 그거 인저스 날쓰 결혼 날짜너 호닌 날짜넌 호닌 날짜는 처가 쪼게서 자바슬 꺼 아임미까	그러면 어떻게 그것 인제 날 결혼 날짜는 혼인날짜는 혼인 날짜는 처가 쪽에서 잡았을 것 아닙니까
이히마자여 그래 자반녀 거어서 자반니더	예맞아요 그래 잡았거기에서 잡았습니다
여 여 여기서 사주단자하고너 여기서 보내쓸 꺼고	여 여 여기에서 사주하고는 여기에서 보냈을 것이고
어예예 여어서 보내 으야 야아	예여기에서 보내예
어르신 사주단자하고너 저쪼으로 보내애고	예 어르신 사주단자하고는저쪽으로 보내고
예예	예
그엄며너 끄어 그 사주단자하고 이거 보내앨 때느 어뜨게 보낸는직 함븐	어 그러면은 그 그 사주단자하고 이것 보낼 때는 어떻게 보냈는지 한 번
사주단자 보낸능 거느이 여기써 인제 그 머으 그거사주를을으 머 구그 사주을하 그능 거 머 지 맹 점 비스탕 게라 그르	어 사주단자 보내는 것은여기서 인제 그 뭐 그것사주를 뭐 그 그 사주라 그러는 것은 뭐 저 역시 점 비슷한 것이야 그것은
그걸 인제 으 써 가주고 그 강서니라 그능 걸 맨드르 꺼 머 인제 머 머 헝겁꺼틍 거또 머 쪼매 여코 그러씁띠다 보이께네	그것을 인제써 가지고 그강선이라고 그러는 것을 만들어 그 뭐 인제 뭐 뭐 헝겊같은 것도 뭐 조금 넣고 그렇더라고요 보니까
해 가주고 사라믈 보내 여 우리 동네 사러믈 그리 보내뜨라꼬	해 가지고사람을 보내 여기 우리 동네 사람을 그리로 보내더라고
그얼 강서니라 함미까	그것을 강선이라고 합니까
강선뇨	예 강선이요
그걸 사람 누구한 누우한테 보내 누가 누구 시켜스 보냄미까	그것을 사  람 누구한 누구한테 보냅 누가 누구를 시켜서 보냅니까
그래어 으어 우리 동네 사라미래 맹뇨	그래우리 동네 사람이에요 역시요
그커 으 글때 여게 사아뜽 그 윤 씬데 윤달출 씨라꼬 응 그 부니 강서늘 가조 가떼래써 글때	그그때 여기에 살았던 그 윤 씨인데 윤달출 씨라고 응 그분이 강선을 가지고 갔더랬어요 그때
그래 가주 그어 전내 주고	그래 가지고 그것을 전해 주고
거우 강서네늠 머 머 드러감미까 그럼며너	그 강선에는 뭐 뭐 들어갑니까그러면은
강서네 인제 사주학코 그그 머저 양가에 하비한 호닌 날짜하코 고래가고 머 저 오까지가 하나 먿 드가지 씹쓰더 멍가 보이께네	강선에 인제 사주하고 그것 뭐저 양가에서 합의한 혼인 날짜하고 그래서 거기 뭐 저 옷가지가 하나뭐 들어가지 싶습니다 뭔가 보니까
은 그르치 시픈 모시여 오래덴 니리 가주고 멈 오까미 하나 머 그 드가지 시퍼에	어 그렇지 싶은데 모르겠어요 오래된 일이라 가지고 뭐 옷감이 하나 뭐 그들어가지 싶어요
머 저고리까미이니 치마까민지 근 이이 오래뎅 기라서 끼여그	뭐 저고릿감인지 치맛감인지 그것인 이 오래된 것이라서 기억이
그릉 거 하나가 보내코 그래 보내습띠다	그런 것 하나 보내고 그래 보내더라고요
그엄며너 어째뜬그르가 강서늘 보내 가주고 그럼며너 저쭈게서 처가 쪼게서 날짜를 자버 가지오 그럼며너 이리로 통보를 함미까 어뜨케 하미까	그러면은 어쨌든그래 가지고 강선을 보내 가지고 그러면은 저쪽에서 처가 쪽에서 날짜를 잡아 가지고 그러면은 이리로 통보를 합니까 어떻게 합니까
아이래 이그 강서니 갈 찌겐 함머 여게서 날짜에 자버쩌지 시프이더	아니야 이것 강선이 갈 적에는 벌써 여기에서 날짜를 잡았지 싶습니다
그 호닌 날짜는 여 여 으영 우리가 자버찌 시퍼이	그 혼인 날짜는 여기 여기 여기 우리가 잡았지 싶어요
심부 쪼게서 잡짜네 여기서 강서네 날짜꺼저 자버 가즈 아저 보내찌 시프이드 이제 생카 보이	신부 쪽에서 잡지 않고 여기서 강선에 날짜까지 잡아 가지고아주 보냈지 싶습니다 이제 생각해 보니
그 저짜서 바등 게 아이고	그 저쪽에서 받은 것이 아니고
으 그램 거어성 고마 그 바든 날짜르 매 승나기 덴 게고	어 그러면 거기에서그만 그 받은 날짜로 역시 승낙이 된 것이고
그래 그래	그래 그래
그럼며너인제 그 날짜 자꼬 은제 강성 보내고 난 다으메느 어르시니 저리로 심부 쪼오고 처가 쪼그로 가서 인자 호닌시글 거기서 하지 안씀미까	그러면은이제 그 날짜 잡고 이제 강선 보내고 난 다음에는 어르신이 저리로 신부쪽으로 처가 쪽으로 가서 이제 혼인식을 거기에서 하지 않습니까
예예 그 그르체요 거거 그	예 그 그렇지요 거기 그
거므 여기 가실 때 추냥까지느 어뜨에 가셔쓰미거	그러면 여기 가실 때 춘양까지는 어떻게 가셨습니까
누구호랑 어떠게 가셔씀미까	누구랑 어떻게 가셨습니까
그 글때는 여게 인제 장개가능 게 인제 내 으 부모인지 참 부친하꼬 내아꼬 그어 또 저 그극 강서녈 그어 이 그 머로혼수를 가주 가능 혼수애비라그능 사람하꼬 맹 글때도 하나 데리고 그래 서이 가써요	그 그때는 여기 인제장가가는 게 인제 나부모인제 참 부친하고 나하고 그 또 저 그 강선을 그이 그 무야혼수를 가지고 가는 혼수아비라고 하는 사람하고 역시 그때도 하나데리고 그래 셋이서 갔어요
서이로 그쭈우서믄 뻐수로 가 가주고 으 글땐 거 뻐쓰가엑 귀해써에 길또마거 자갈끼레 투덜투더하고 그래 조일 거어 가서 거어서 내리 가주고 그 동네에서 인제 가마알 보내뜨라꼬 문제 실랑이 인제 가마 타고 두오라 그래 그 그거겍 가서 그 여 여관찌베 숙빠글 하고 므 고 이트나 인제 은 홀렐 치루키 때므레 거 응 거 이튼날 거어스 자고 나이께네 가마럴 보내 가주 그 가마 타고 장개가딱 고래 배움 본다	셋도 그쪽까지는 버스로 가 가지고그때는 그 버스가 귀해서 길도 모두 자갈길에 울퉁불퉁하고 그래 종일 거기에 가서 거기에서 내려 가지고 그 동네에서 인제 가마를 보냈더라고 뭐 인제 신랑이 이제 가마 타고 들어오라그래 그 그 거기에 가서 그 여 여과에 숙박을 하고 뭐 그 이튿날 인제혼례를치르기 때문에 그그 이튿날 거기에서 자고 나니까 가마를 보내서 그 가마 타고장가갔다 그렇게 보면 돼요
그엄며는 거으 지음 상개그로 따러가심 분느너	그러면은 그 지금 상객으로따라가신 분은
상개글 아부지고 그르치 머	상객은 아버지고 그렇지 뭐
아브지 혼자 가셔씀미까	아버지 혼자 가셨습니까
그르체요	그렇지요
에 여 곰마 혼수애비하콘	어 여 그만 혼수아비하고
혼수애비하고	혼수아비하고
내하쿠 서이 간 세미너	예 나하고 셋이 간 셈이지요
그럼며 거기 거 귿때 가슬 때 혼수늠 머 주로 머 가지고 감미끄슴미까	그러면 거기 그 그때 갔을 때 혼수는 뭐 주로 뭐 가지고 갔습니까
혼수는 그 맹 머그게 머 읻 치마저구리지 시퍼에 내 생가게 치마저구리래찌 시퍼요	혼수는 그 역시 뭐그게 뭐 이 치마저고리지 싶어요 내 생각에 치마저고리였지 싶어요
그래 가주 그검 머 엄 머 비담보에 싸 가주우 그래 가주 가찌 시퍼임미다	그래 가지고 그것 뭐뭐 비단보에 싸 가지고 그래 가지고 갔지 싶습니다
감 치마저구리 처루 가주 가꼬 그다음메 보통 인즈 상개건 어트게 머그어 크나부지너 자은아부지도 보통 가시는데 어떠게 부몬니미 웨동이셔씀미까	어 그럼 치마저고리를 저리로 가지고 갔고 그 다음에 보통 인제 상객은 어떻게 뭐그 큰아버지나 작은아버지도 보통 가시는데 어떻게 부모님이 외동이셨습니까
아이래래여 여우 크나부지가 여 게셔써두 크나부지보다 아부지가 가신따이	아 아니에요 여기 큰아버지가 여기 계셨어도 큰아버지보다 아버지가 가십니다
검 어째뜬 스 상객으로느 머 그냐 아번짐마 머 카 보통 가신다 그지예	그럼 어쨌든 상 상객으로는 뭐 그냥 아버지만 뭐 가 보통 가신다 그렇지요
네 예에예예 아버지만뇨	네예아버지만요
그러며느 거이서 그럼며느 가셔 가주고 어르신 그날 거이서 초레를 거기서치러찌예	그러면은 거기에서 그러면은 가셔 가지고 어르신 그날 거기에서 초례를거기에서 치렀지요
초레을 치루체 초렐 치루고	예 초례를 치르지 초례를 치르고
그읍 그엄며너 아까 이제 으 어디 추냥 거 머 현동이나 그쪼게서 주무셔씀미까	그 그러면은 아까 이제어디 춘양 거기 뭐 현동이나 그쪽에서 주무셨습니까
아이래 그 동네아피 바러	아니야 그 동네앞에 바로 예
아니 예를 드 그 동네 아페서 인제 주무시고 그쪽 인제 처가 쪼게서 보내응가마를 타고 거 초레르 치른 날	아니 예를 들어서 그 동네 앞에서 인제 주무시고 그쪽 인제 처가 쪽에서 보낸 가마를 타고 그 초례를 치른 날
예하어이 초레 장그까지 가제요	예예 초례 장소까지 가지요
가가션는데 그 가서 인제 초레를 치려슬을	가셨는데 그 가서 인제 초례를치렀을
초레얼 치르쳐	예 초례를 치르지요
치르지에	치르지요
초레를 치러고 그름며넌 어르시너 꺼 초렐 치르고 거기스 머 쫌 게셔씀미까 앙 그암며너 어떠케 하셔씀미까	어 초례를 치르고 그러면은 어르신은 그 초례를 치르고 거기에서 뭐 좀 계셨습니까 안 그러면 어떻게 하셨습니까
바로 오셔씀미까	바로 오셨습니까
거기스 아이지엑	거기에서 아니지요
거기스 한 이틀 이써쩨요	거기에서 한 이틀 있었지요
이 이틀 이스	이 이틀 있었
천날빠믈 거어서 자고 으 그 이튼날 와쩨요	예 첫날밤을 거기에서 자고어 그 이튿날 왔지요
오시고 또 그다으메 그 상개그로 가셔떤 아번니믄 당일랄 바로 오셔꾸에	오시고 그다음에 그 상객으로 가셨던 아버님은 당일에 바로 오시고요
당일랄 바로 오시고	예 당일에 바로 오시고
혼쑤애비하곧  도라오셔꼬	혼수아비하고  돌아오셨고
아이 가래 야 혼수애비야꽁 가치 오고나능 거어서 어어 하루빰 자고 은즈 그 이튼날 와꼬 그러치요 머 이	아그래혼수아비하고 같이 오고나는 거기에서하룻밤 자고 인제 그 이튿날 왔고 그렇지요 뭐 이
그럼면 거기 으인제 그어 인제 그게 인제 장개가능 건데 에에 장개가어서거이 글 하고 거므 하얻 하 니틀 거이스 주무시다가 일로 혼자 오셔씀미까 앙그러며너 그때 부임 가치 오이 어떠케 하이시씀미까	그러면 거기 인제 그 인제그게 인제 장가가는 것인데장가가서 거기서 그렇게 하고 그러면 한 한 이틀 거기에서 주무시다가 이리로 혼자 오셨습니까 안 그러면은 그때 부인과 같이 오셨 어떻게 하셨습니까
아이지여 글때 끄 글때는 저 무근 신행독 이썬데 그겨 글때능 고마 엥잉 내가 오능 기메 고마 신행꺼증 다 해쓰미다	아니지요 그때 그 그때는 저묵은 신행도 있었는데 그게 그때는 그만이 내가 오는 김에 그만 신행까지 다했습니다
안 안식꾸두 가치 와씀니다	안 안식구도 같이 왔습니다
신행을	신행을
사밀 신해이지 그게	어 삼일 신행이지 그게
이제 쫌 개하가 데따 그지예	이제 좀 개화가 됐다 그렇지요
개화가 떼아 예예	예 개화가 돼서 예
예전 까트며넌 무근 신행 해 가주고 한 일 녀니나	예전 같으면은 묵은 신행을 해 가지고 한 일 년이나
어옌나렌 머 이 메 태씩 익이 인는 수두 이써쓰이께네요	예 어옛 옛날에는 뭐 이 몇 해씩 있 있는 수도 있었으니까요
머 저께 이써드 일 려니고 머 아이 나아 가주고 보통 오 도라오능 게 그유신행 오는데	뭐 적게 있어도 일 년이고 뭐 아이를 낳아 가지고 보통 오 돌아오는게 그 신행 오는데
어흐 그르차하 오능 게 만투먼 네예 마내찌 브여그릉 게 마너쩨이	어 그렇지 오는 게 많더만 네 많았지 뭐그런 게 많았지요
그른데 인저 마니 인저 개화가 데 가주고	어 그런데 인제 많이 인제 개화가 돼 가지고
개화데에꼬 그르코 그기 또 그 그른 예걷 또 이써요이	예 개화됐고그렇고 그게 또 그 그런 예가 또 있어요
개와도 덷찌만느 그 무근 신해이라 그으녀 황경에 따라 데에요	개화도 됐지만은 그 묵은 신행이라는 것은 환경에 따라 돼요
그 어뜨냐 하게 데모 황겨이라 그겸 머 실랑 쪼기 황겨이 조튼지 심부쪼기 황겨이 조튼지 비슫삐스태야 그게 무근 신해이 데능 게라요	예를 들어 그 어떠냐 하게 되면 환경이라는 것이 뭐 신랑 쪽이 환경이 좋든지 신부 쪽이환경이 좋든지 비슷비슷해야 그게 묵은 신행이 되는 거에요
무근 신행을 한다 그능 거는 거우 그르이 그어 머 거게서 사모 머꼬 자고맹 그래 생가 생활비도 머 으 그짜섭 부담 데야 데고으 그른 녜르 나아지머 우리거튼 황경이느 머 저짜아도 넝넉찌 모타고 우리 넝넉찌 모따으 그르니까 이거 머 무근 신행 할 피료 업따 으르이 그마 사밀 신행 하자 이래하비하에서 사밀 치내이 뎅 게래요	묵은 신행을 한다고 그러는 것은 그 그러니 그것 뭐거기에서 사뭇 먹고 자고 역시 그래 생활 생활비도 뭐그쪽에서 부담 돼야 되고그런 예라면 나가지만 우리 같은 환경은 뭐 저쪽에도 넉넉지 못하고 우리도 넉넉지못하고 그러니까 이것 뭐 묵은 신행 할 필요 없다 그러니 그만 삼일 신행 하자 이래합의하에서 삼일 신행이 된 거에요
꺼 머 으 그게 개화가 떼 가즈 뎅 거뚜 아이고 자여니 그 황경에 따러서도그래 데능 게	그 뭐그게 개화가 돼 가지고 된 것도 아니고 자연히 그 환경에따라서도 그래 되는 거야
이긍 그으또 방개화지 그러이께네	이 그것도 반개화지 그러니까
머 어여 일단 그 머 그 경제저그로나 이럼 부부네서 양가가 어느 정도 비슫할때 그를 수 인는 부분인데	뭐일단 그 뭐 그 경제적으로나 이런 부분에서 양가가 어느 정도 비슷할 때 그럴 수 있는 부분인데
아헤야 아예아그르체요 아예예 무근 신해이 마이 성행데에꽁	예 예예 그렇지요묵은 신행이 많이 성행됐고
어째뜬 쫌 머 저랴글 하시는 겸해서	어 어쨌든 좀 뭐 절약을 하시는 겸해서
거 그르치요 저랴카능 거지야	예 그 그렇지요 절약하는 것이지요
예예 그르서 금 신행을 빨리 이자 오신능 그른 세미다 그지예	예 그래서그럼 신행을 빨리 이제 오신 그런 셈이다 그렇지요
예 그르처요	예그렇지요
그어므 인제 그어 신행월 인제 여 오셔 가주고 여기서도인제 그어 그뭠미까 어르신 대게서도 잔치를 하 하지예	그러면 인제 그 신행을 인제 여기오셔 가지고 여기에서도인제 그 뭡니까 어르신 댁에서도 잔치를 하 하지요
그르치여 잔칠 해야 데지요이 잔치를 해야 데	그렇지요 잔치를 해야 되지요 잔치를 해야 돼
잔찌럴 하능 거시 오먼 인제 쎄 이 인제 내학코 시꾸하꼬 거 으 가치입 오믄 동네슨 새득 꾸경하러 온다 그고 마리야 이 지베 내애흐애흐으 저익 여자잘르 보로 모도 오능 게라	잔치를 하는 것이 오면 인제 저 이 인제 내하고 안식구하고 그같이 오면 동네에서는 새댁 구경하러 온다 그러고 말이야 이 집에 내 저여자를 보러 모두 오는 거야
으 새드기 와씨이 이 임무리 으어 어뜨노 머 어뜨노 늘건나 절믄나 이거또 보고 머으 그래 동리이서 모도그으 잔치를을를르 보로 와요	어 새댁이왔으니 인 인물이어떻나 뭐 어떻나 늙었나 젊었나 이것도 보고 뭐 그래 동리에서 모두그 잔치를 보러 와요
그래 인제 신행 잔체라 그러써 그너 인제	그래 인제 신행 잔치라고 그랬어그것인 인제
신행 여자가 오 오능 거는 신행 잔치라 그러 가주고 동니서 모도 인제 구경을 와요	신행 여자가 오 오는 것은 신행 잔치라고 그래 가지고 동리에서 모두인제 구경을 와요
그래업 오멈 머 잘사는 지베는 머 특수한 대지블 하제염	그래 오면 뭐 잘사는 집에서는 뭐 특수한 대접을 하지요
머 그 머검 음식또 마이 장마나고 머 손님도 마이 히에음 망코으 그르쳐먼또 그 황경에 따러서그케 넝넉짜는음 머어시는 컨 손님도옥 어꼬 그저동네서즈 정니저그로 우 와 가즈 모두 신행 구경하고 그런 수로 이꼬	뭐그 먹을 음식도 많이 장만하고 뭐 손님도 많이 이래 많고 그렇지만 또 환경에 따라서그렇게 넉넉지 않은어 사람은 큰 손님도 없고 그저 동네에서저 인정상와 가지고 모두 신행 구경하고 그런 수도 있고
그으너 이제 황경에 따르서 좌우데능 게래여 이거 보이께네요	그것은 이제환경에 따라서 좌우되는 거에요 이걸 보니까요
거므 신행 오실 때에너 그쪼게서느 어떰 부니 오심	그러면 신행 오실 때에는 그쪽에서는 어떤 분이 오십니까
그게서는 어찌 뎅가 긍가영그 나는 울 때 그 읻 쩌 이 내 자인 데늠 부는도러가시 띠래꿈미 함마	거기에서는 어떻게 되었나 그러면 나는 올 때 그 이 저이 내 장인 되는 분은 돌아가셨을 때였습니다 벌써
내 즈 이 이 초행 저네	내 저 이 이 초행 전에
그러꾸 그어 내 처오촌 데늠 부니 오촌 데늠 부니 여얼 와띠래서 사앙 그상개그로	그렇고 그 내 처오촌 되는 분이 오촌 되는 분이 여기를 왔었어 상 그상객으로
그래 내 으 우리집 상개그로 와서 여게 와간녀 하로빰 주무시고 그 이튼널 도러가시고 에 델따 주고 그래 가고 그래따고 그래	어 그래 내 우 우리집상객으로 와사 여기에 와서는 하룻밤 주무시고 그 이튿날 돌아가시고데려다 주고 그래 가고 그랬다고 그래
그다으메 그때 머 혼수 가틍 경우너결훈 레물 가틍 거너 주로 어떵거 주롣	그 다음에 그때 뭐 혼수 같은 경우는결혼 예물 같은 것은 주로 어떤것을 주로
결홍 예무이러 그능 게 인제 참 쪼끔 저네드 얘기핸데 마이 그은 끼리끼리모에야 데잉 게라꼬요	결혼 예물이라 그러는 게 인제 참 조금 전에도 얘기했는데말이지 그것은 끼리끼리 모여야 되는 거라고요
이 지금도 그른 서얼미 이께찌요	예 이 지금도 그런 성질이 있겠지요
옌날또 맹 그륵 께리끼리그 데능 겐데 어이 덴 하게 뎀먼 이 여 호닌 예무리라 그능 거시 머 도니 이스멈 머 금반지도 해이고 금모꼬리 해도 데고 머으 금장시글 해 준 거시 조치마는 황경이 허락 짜능 사러믄 머 움 모탄 사럼도이게 이꼬	옛날에도 역시 그래 끼리끼리 되는 것인데 어떻게 되었나 하게 되면이 여기 혼인 예물이라 그러는 것이 뭐 돈이 있으면 뭐 금반지도 하고 금목걸이도 해도 되고 뭐금장식을 해 주는 것이 좋지만은 환경이 허락하지 않는 사람은 뭐 어못 하는 사람도 이렇게 있고
또 머으 으 그보 쪼끔 모탐 또 거 더 음반지 한 사암도 이꼬 또 으 금반제핵 해도 머 한 돈쭈이나 으 이 쪼매낭 걸로 이래 먿 표시만 하고 또 잘사느 지벤 머 항저 업씬 해 주고 우리 거뜬 추 처지에너 그저 머 다일 이 이 금 머음 조선 오시르 그제 함보글 잉으 다일 닝게 이벌 함 불 정도 해 주고 또 그머반지라 그능 거늠 머 쪼매넝 거즈 실반지 정도 데찌 시꼬 응 거 그윽그래 지내서여	또 뭐그보다 조금 못하면 또 그 저 은반지 하는 사람도 있고또 어어 금반지 해 해도 뭐 한 돈쭝이나이 조그마한 것으로 이래 뭐 표시만 하고 또 잘사는 집에서는 뭐 한정 없이 해 주고 우리 같은 처 처지에는 그저 뭐 당일입 입을 그 뭐조선 옷이라고 그러지 한복을 이 당일 입 입을 한 벌 정도 해주고 또 그 뭐반지라 그러는 것은 뭐 조그마한 그저 실반지 정도 됐지 싶고 음그 그 그래 지냈어요
그 그때 혹씨 그어 그럼며 시 실라 어르신 쪼게서 그어 심부 쪼게 머 예물 해 드링 거너 머 머 해 드려씀미까	그 그때 혹시 그 그러면 신 신랑 어르신쪽에서 그 신부 쪽에 뭐 예물 해 드린 것은 뭐 뭐 해 드렸습니까
그어 그케 인제 말항 게 이 예무리랑 게	그 그래 인제 말한 게 이 예물이라는 게
모 태 조따꼬	못 해 줬다고
그래 이그 금 실반지 비스탕 거 그어 금반지 한 돈쭘도 그어 자 란 데께라	그래 이것 금 실반지 비슷한 것 그것 금반지 한 돈쭝도 잘 알 될거야
한 동쭘 몰래 그은 내마겐	한 돈쭝 몰라 그 내막에 대해서는
여 그그 하나 해꼬 그 머 이브 다임 이블 져 옫 함 불 해꼬	여 그것 하나했고 그 뭐 입을 당일 입을 저 옷 한 벌 했고
치마저고리 해돈	치마저고리 했고
마에 치마저구리 해꼬으 그게지 머	맞아 치마저고리 했고 그것이지 뭐
요즈음 요 그 예전 요즘도 머 엄는 사암드렁 그르게 그 하고 그래 함미다는 예저느 그 당시엔 더 그러쓸께따 그지예	요즘 요 그 예전 요즘에도 뭐 없는사람들은 그렇게 그 하고 그래 합니다만은 예전에는 그 당시에는 더 그랬었겠다 그렇지요
예아 옌나레는 머 익 기양 자수 성네하는 사럼도 마내 짠니꾜에	예 옛날에는 뭐 이 그냥 자수 성례하는 사람도 많았지 않습니까
그 참물 항 그륵 떠 노코 기양 고마 마쩔하구 곰마 결혼한 녜도 이꼬 엄 사러미 황겨이 허락 짜느먼 그른 녜도 이써꼬	그 찬물 한 그릇 떠 놓고 그냥 그만맞절하고 그만 결혼한 예도 있고 없는 사람이 환경이 허락하지 않으면 그런 예도 있었고
그 그어기 혹시 그 끄어름며는 심부 쪼게서 심부 쪼게서 이 씨이집올 때 에시집올 때아 혼수너 보통 그 땅시에늠 보통 어뜨게 해씀미까	그 거기 혹시 그그러면은 신부 쪽에서 신부 쪽에서 이 시집올 때시집올 때 혼수는 보통 그 당시에는 보통 어떻게 했습니까
에 에	예 예
심부 쪼게서 머시어 여게업 올 때는머 칭구 이부자리 또 머 그 으 옫머 오 꺼틍 거 오깜 거틍 거 마에때여 오시머 시어런 멍 오깜 시어이 어이그 이 양 애분능 오깜 머 또 실랑 바지저구리 머 이 정도라 해 가지 오지 머예	신부 쪽에서 뭐 여기에 올 때는뭐 침구 이부자리 또 뭐 그옷 뭐 옷같은 것 옷감 같은 것 말이지요 옷이면 시어른 뭐 옷감 시어른이이것 이양 어른들 옷감 뭐 또 신랑 바지저고리 뭐 이 정도로 해 가지고 오지 뭐요
그래 그 잘사는 지벤 또 황정 어꼬 그릉 거는뇨	그래 그 잘사는 집에서는또 한정 없고 그런 것은요
잘사는 지벤 먹 우움 머므 차로 메 빠리시 실꼬 뎅긴 집또 이 짠니껴	잘사는 집에서는 뭐어 뭐 차로 몇 바리씩 싣고 다니는 집도 있지 않습니까
잘사는 지븐 그르코	잘사는 집은 그렇고
이여 그르치만 이 고고 황경이 헉 허락 짜느멩 게와 그저 나리나 넹긴 수도이꼬 그래 짠닉 글때느	예 그렇지만 이 뭐냐 환경이 허 허락하지 않으면 겨우그저 날이나 넘기는 수도 있고 그랬지 않습니까 그때는
그영까 머 다 살기 나름네	그러니까 뭐 다 살기 나름으로
녜 그케요	예 그러게요
살기 나르므로 그래 핸능 게 그 당시 그으고그람며 그때 어르신 그 인제 결혼하셔 가주고인제 부잉께서 오셔슬 때 그거 어르신 그거 부몬니믈 모시고 사셔씀미까 어떠케 사셔씀미까	예 살기 나름으로 그래 했는 게 그당시 그것이고그러면 그때 어르신 그 인제 결혼하셔 가지고인제 부인께서오셨을 때 그것 어르신 그것 부모님을 모시고 사셨습니까 어떻게 사셨습니까
가치 사몽 모시고 사러쩨요 머	예 같이 사뭇 모시고 살았지요 뭐
으 글땐 내어 머 장남 처지루설랑은 으에 머 또 황겨이 넝너칸 다으메삼 머이르 좀 떠르여스 사은 수도 이짜모 황경도 옹와 생와름 빱뜨탄데 이 이 이입 두 찝 살리먼 살 수도어꼬 그래 은 그래 금 머 어으이 머 그여 사모 모시고 사러찌 머이	어 그때는 내가 뭐 장남 처지로서뭐 또 환경이 넉넉한 다음에 뭐 이래 좀 떨어져서 사는 수도 있지만 환경도생활은 빠듯한데 이 이 이이 두 집 살림은 살 수도 없 없고 그래그래 그 뭐뭐 그 사뭇 모시고 살았지 뭐요
도러가실 때까지	돌아가실 때까지
머 그 당시엔 머 지금도 마창가짐니다마는 대개 끄어 어째뜬 그 당시에너머 장남 가틍 경우너 어째뜬 다 모시고 부몬님 모시고 사셛스니까	뭐 그 당시에는 뭐 지금도 마찬가지입니다만은 대개 그 어쨌든 그 당시에는 뭐 장남 같은 경우는 어쨌든 다 모시고 부모님 모시고 사셨으니까
그케예예 그르디키탕 그 긍 그르타꼬고 바끄드 글땡 고므 점부 다가부몰 모시거 사능 게 그 원치기라꼬 바꼬 그래 으때 이요서	예 그렇게예 그렇다고 그 그 그렇다고 봤거든 그때 고만 전부 다가부모를 모시고 사는 게 원칙이라고 봤고 그래 그때 요기에서
거므 그때 그 부잉께서 시집오셔쓸 때 부모님 웨에 누거 형제분드른 누우구 시집 앙 간 형제분드리나	그러면 그때 그 부인께서 시집오셨을 때 부모님 외에누가 형제분들은 누구 시집 안 간 형제분들이나
이서쩨용	있었지요
누구 누우 게셔씀미까	누구 누구 계셨습니까
시동새이 하나 이써꼬 내 바러 미테 동새이	어 시동생이 하나 있었고내 바로 밑에 동생이
또 그다으메 이기 여동새이 이 이 두리 이써꼬 그래쓰미네여	또 그 다음에이게 여동생이 이 이 둘이 있었고 그랬습니다
