dialect	standard
그러 그러니까 여 여 장갑또 아니야 시방은 장갑 찌자네요	그러니까 이 이 장갑도 아니야지금은 장갑을 끼잖아요
뭐 불평은	뭐 불평은
만치모네 장갑 업씸매 맨쌀 하면 여 여 까시가 드러가 가주고  그래 찔리고 여 피가 나고나처 끌미 지고 하이고	많지모 장갑 없으니까 맨살로 하면 여기 여기에 가시가 들어가 가지고그래 찔리고 여기에서 피가 나고  끌면서 지고 하이고
얼마나 그 참 사능기 그래도 그기 옥쑤수 바비나 실컨 머꼬 응	얼마나 그 참 사는 게 그래도 그게 옥수수 밥이나 실컨 먹고 응
겨우레 솜니부래 뜨꼬 부드자리 깔고 자능 거또 큰 행보기래 해따고	겨울에 솜이불 뜯고부드자리 깔고 자는 것도 큰 행복이라 했다고
그 그러게 사는 사람들또	그 그렇게 사는 사람들도
그러게 모싸람도 꽉 차꼬	그렇게 못 사는 사람도 많아고
나무는 보분 인는 사라믄 보메 아처글 밥 머꼬 저녀그론 죽 쒀 먹 끄런데 엄는 사라믄 아침지어 오르먼 주글 머거요	나무는 보분 있는 사람은 봄에 아침으로 밥 먹고 저녁으로는 죽을 쒀먹고 그런데 없는 사람은 아침 지어 오르면 죽을 먹어요
그 싱냥이 흉녀니 지머는 싱냥이 겨울 머꼬 봄 까지 해꼬글 핻 핻 꼬기 날 때 까지 먹찌 아느며는 이러까 옥쑤수도 멛 까마이 감자도 멛 까마이 파또 멛 까마 이써야 될 께 아니요	그 식량이 흉년이 지면 식량이 겨울 먹고 봄 까지 햇곡을 햇 햇 곡이 날 때 까지 먹지 않으면이렇게 옥수수도 몇 가마니 감자도 몇 가마니 팥도 몇 가마니 있어야 될 거 아니요
그래이머는 흉녀니 지며는 자 감자도 잘 안 돼찌 보리도 안 돼찌 청밀도 안 돼찌 옥쑤수도안 돼지 하머는 여 멛 까마니 안 되머는 그 내녀네 새로 나온 곡써글 머끼 위해서는 싱냥을 먹짜 하머는 바블 해 먹  해 먹따 보머는 여르메 다 떠러지게꺼든	그러면 흉년이 지면 자 감자도잘 안 됐지 보리도 안 됐지 청밀도 안 됐지 옥수수도 안 돼지 하면 이 몇 가마니 안 되면 그내년에 새로 나온 곡식을 먹기 위해서는 식량을 먹자 하면 밥을 해 먹 해 먹다 보면 여름에 다  떨어지겠거든
그러면 겨울부텀 주굴 쑤구 주굴 매똘로 가라 가주고 콩조 콩게랑 거 그렁 건 무를 부니깐드로 바블 해서 한 때무니 이머는 한 때 주굴 쑤머는 이틀 머꺼든	그러면 겨울부터 죽을 쑤고죽을 맷돌로 갈아 가지고 콩조 콩게라는 거  그런 거는 물을 붓고 밥을 해서 한 끼를 때우면한 때 죽을 쑤면 이틀 먹거든
그러게 사라미 매글 쓸 쑤 인나	그렇니까 사람이 맥을 쓸 수가 있나
사라미 그 겨우레도 지릉끼가 업 그렁 걸 몸 머꼬 이러니까 시방은 고기 머끼 위해서  그래도 사리 조쿠 옌나레는 노인들도 패래꼬 아들또 성장유리 크지 모타고 그런 그러케 사능 거이요	사람이 그 겨울에도 기름기가 없 그런 걸 못 먹고 이러니까 시방은 고기를 먹기 위해서 그래도 살이 좋고 옛날에는 노인들고 패랬고 아이들도 성장율이 크지 못하고 그런 그렇게사는 거에요
싸리 업쓰며는 주로 어트케 그러니까	쌀이 없으며는 주로 어떻게 그러니까
주굴 주굴 마니 먹찌	죽을 죽을 많이 먹지
어떤 싸를 주글 머글 때 쌀하고 서꺼 먹짜나요	어떤 쌀을 죽을 먹을 때 쌀하고 섞어 먹잖아요
쌀하고 뭐 주로 뭐	쌀하고 뭐 주로 뭐
그 깡냉이 옥쑤수 갈면 옥쑤수 주기여	그 강냉이 옥수수 갈면 옥수수 죽이여
파틀 갈면 팓쭈기라고 파까른 주기라고 그 물 부우문 주기지	팥을 갈면 팥죽이라고 팥 갈은죽이라고 그 물을 부으면 죽이지
그러면 옥쑤수 가튼 경우 요즘 모 강냉이 이짜나요	그러면 옥수수 같은 경우 요즘 뭐 강냉이 있잖아요
그게 이쓰며는 그걸 어트게 보과늘 함니까	그게 있으면 그걸 어떻게 보관을 합니까
저 옌나렌 그 두 두지랑 게 이써써 낭갈 짜가주고	저 옛날엔 그 두 두지라는 것이 있었어나무를 짜가지고
큰 통낭 걸 아지 이러 캐 가주고 뚜껍끼 메씸년 됭 거를 요러 짜요 요러케	큰 통으로 난거를 이렇게 캐 가지고 두껍게 몇 십년 된 거를 이렇게 짜요 이렇게
짜서 인제 그게 옥쑤수 넌 카니 옥쑤수 다섣 까만 열 까마니 여덜 까만 메물 르 메물 두가마니 넌는 데 뭐 이러케 해서 거러 짜능가치	짜서 이제 그게 옥수수를 넣은 칸이 옥수수 다섯 가마니 열 가마니 여덟 가다니 메물을 넣어 메물 두 가마니 넣는 데 뭐 이렇게 해서 걸어짜는 거 같이
그런데 너코 그 다음 단지 동이 동이짜나 동	그런데 넣고 그 다음 단지 동이 동이 있잖아 동
항 가마니 두 가마니 짜는 데 거 다 내 주반 안 드러가지	한 가마니 두 가마니 짜는 데 거기에 내 주반 안 들어가지
옌나레 쥐가 얼마나 만나	옛날에는 쥐가 얼마나 많나
그 가마니대로 문 가마니다 그냥 바께 놔두머는 쥐가 구녕 다 뚤차네	그 가마니대로 문 가마니다 그냥 밖에 놔두면 쥐가 구멍 다 뚫잖아
다 다 먹짜네	다 다 먹잖아
그래서 도기라 하던가	아 그래서 도기라 하던가
그리고 그럼 도기라 하는데	그리고그럼 도기라 하는데
그뿌니요	그뿐이요
요요요요 옌나레는 뭐 그런 쥐약또 업꾸 그타 보니깐 쥐가 옌나렌 주 주가 옌나렌 주가 참  마니 깨써 왜냐먼	요요요요 옛날에는 뭐 그런 쥐약도 없고 그렇다 보니까 쥐가 옛날엔 쥐가옛날엔 쥐가 참 많이 깨서 왜냐하면
저 이런 사랑빵	저 이런 사랑방
인제 하라버지네 사고 할머니네 여페서 사는 방 자고 뭐이 그런데는 이 저 저 쥐가 구녕을 뚤쿠 무늘 뚤쿠 방에 드러와 가주고 저 미리 다 달자네요	이제 할아버지네 사고 할머니네 옆에서사는 방 자고 뭐 그런데는 이 저 저 쥐가 구멍을 뚫고 문을 뚫고 방에 들어와 가지고 저 밀이다 달잖아요
그럼 메주꼴로 올라와 가주고 그 메주를 다 파 머그면 바메 나 드러 불러내 잡꼬 마리야	그럼 메주꼴로 올라와 가지고 그 메주를 다 파 먹으면 밤에 나 더러 불러내 잡고 말이야
메주 메주꼴로 올라 가능 게 뭐에요	아 메주 메주꼴로 올라 가는 게 뭐에요
메주꼴대로 한다고 메주 메주 다릉 걸 메주꼴배라 한다고	메주꼴대로 한다고 메주 메주 다른 걸 메주꼴배라 한다고
메주 당 거를	아 메주 단 거를
메주꼴배	메주꼴배
방에 달면 메주꼴배 우리 저 어제 단게	방에 달면 메주꼴배 우리 저 어제 단게
메주꼴배 그 끄럼 장개요 메주꼴배가	메주꼴배 그 그럼 장개요 메주꼴배가
옌나레지 이뿌로 그 침 침냥 그래해짜냐요	옛날에지 이불로 그 침 침낭 그렇게 했잖아요
바 바다게 이러케	바 바닥에 이렇게
옌나레는 저러케 짜 저러케 단다고 저거 져다가	옛날에는 저렇게 짜 저렇게 단다고 저거져다가
져다가 인제 쇠꾸래 내 꿍 거 이 장때 내 끼워서는 거다 그 매써요	져다가 이제 쇠꾸래 내꾼 거 이 장대를 내가 끼워서는 거기에다 그거를 맸어요
다시 하면 달고	다시 하면 달고
단다 그 메주꼴배	단다 그 메주꼴배
베주꼴배 메주 다라꾸나	베주꼴배 메주를 달았구나
쥐가 쥐가 거까지 드러오네요	아 쥐가 쥐가 거기까지 들어 오네요
끄럼	그럼
아이 옌나렌 쥐가 아이구 말또 마러	아이 옛날엔 쥐가 아이구 말도 말어
시방은 쥐야그로 마니 잡꼬 으 저 사격쑤 잡꼬 해찌만 옌나렌 쥐 잠는 고냥이 배끼 더 이써뭐 고양이	시방은 쥐약으로 많이 잡고 으 저 사격수가 잡고 했지만 옛날엔 쥐 잡는 고양이 밖에 더 있어 뭐 고양이
고양이 집찜마다 키운다 그러면 고양이 다 몯 짜바 먹짜네	고양이 집집마다 키운다 그러면고양이 다 못 잡아 먹잖아
그 고양이 고양이가 뭐 쥐를 다 자바멍나	그 고양이 고양이가 뭐 쥐를 다 잡아 먹나
쥐가 하도 마나서	쥐가 하도 많아서
끄럼	그럼
그러쿠나 네	그렇구나 네
어르신 여기 이짜나요 예저네는 그러며는 약초 가틍 거나 그렁거 캐 보신 저기	어르신 여기있잖아요 예전에는 그러면 약초 같은 거나 그런 거 캐 보신 저기
이찌	있지
여기선 약초는	여기선 약초는
약초여 캐능 게 뭐 사네 가먼	양초여 캐는 게 뭐 산에 가면
어떵 거 이써요	어떤 거 있어요
저 씨호랑게 씨호	저 씨호랑게 씨호
산시호	산수유
산시호	산수유
또 자약 산짜약 자약 또 뭐 그런 그렁거 인제	또 자약 산 자약 자약 또 뭐 그런 그런 거이제
산또라지 산또라지 야기거든	산도라지 산도라지 약이거든
시호 자약	시호 자약
산또라지	산도라지
산또라지	산도라지
그럼 그렁게 약초 캐지 뭐	그럼 그런게 약초 캐지 뭐
캐가지고 인제	캐가지고 이제
언제쯤 감니까	언제쯤 갑니까
봄 봄부턴 가지 뭐	봄 봄 부터 가지 뭐
보메 가먼 인제	봄에 가면 이제
혼자 가세요 아니면 가치	혼자 가세요 아니면 같이
아니 여러기도 가능데 이 이 내 장년 싸기 바싹 말라쓸 께 아니요	아니 여럿이도 가는데이 이 내 작년 싹이 바싹 말랐을 거 아니요
그러먼 거 싹 고렁 걸 대공복 캐고 쪼금 인제 그러먼 또 싸기 올라오자네	그러면 그 싹 그런 걸 대공복 캐고 조금 이제 그러면 또 싹이 올라 오잖아
그 새 새싸글 새로 나온 새싹 꼭 캐고 아이 뭐 둘도 가고 혼저도 가고 뭐 세또 가고 뭐	그새 새싹을 새로 나온 새싹 꼭 캐고 아이 뭐 둘도 가고 혼자도 가고 뭐 셋도 가고 뭐
긍데 우리 나는 마니 앙 캐봐써	근데 우리 나는 마니 안 캐봤어
그런데 그 약쨍이랑 게 이써 그 동네 또	그런데 그 약쟁이라는 게 있어 그 동네 또
야글 잘 캐는 야글 사네 가서 잘 캐가지고 파는 사라미 이써	약을 잘 캐는 약을 산에 가서잘 캐 가지고 파는 사람이 있어
그럼 인제 해서 말려노면 또 인제 산 산 약 약 짱사가 오지 사러	그럼 이제 해서 말려 놓으면 또 이제 산 산약 약 장사가 오지 사러
그래 주로 나물 뜨더 나물	그래 주로 나물 뜯어 나물
나물 중에는 어떤 나물	나물 중에는 어떤 나물
곤두레 곰추 사네이 저 곤두레가 사네 곤두레 씨를 바다 가지고 지금 재배하는 거이요	곤드레 곰추 산에 이 저 곤드레가 사에 곤드레 씨를 받아 가지고 지금 재배하는 거에요
아이 지베서 자성해서 키웅 게 아니고 사네서 씨를 바다 가지고서는 이러케 퍼져 퍼진다 그러지 여기 싸람 농초네 싸람드른	아이 집에서 자성해서 키운 게 아니고 산에서 씨를 받아 가지고서는 이렇게 퍼져 퍼진다 그러지 여기 사람 농촌에 사람들은
저 장게에서 늘그니가 지금 이러케 화구살 재배할 트들 갈지	저 장게에서 늙은이가 지금 이렇게 화구살 재배할 트들 갈지
이 더덕또 더덕또	이 더덕도 더덕도
더덕또 사네서 씨를 바다가지고 그 씨가 자꾸 번성해 가주고 이리 됭거야 그거	더덕또 산에서 씨를 받아 가지고 그 씨가 자꾸 번성해 가지고 이렇게 된거야 그거
어디 뭐 씨를 여 어디써 뭐 이 농초니 맨든 줄 아리요	어디 뭐 씨를 여기 어디서 뭐 이 농촌이 만든 줄 알아요
곰추 곤추 곰추 씨도 그러코 곰추	곰추 곰추 곰추 씨도 그렇고 곰추
곰추도 지금 사네 가먼 사네가 뜨더 머거따고 옌나레는 사네	곰추도 지금 산에 가면 산에가뜯어 먹었다고 옛날에는 산에
곰추 뭐 더덕 쫌 서래가 캐고 도라지 곤드레 나물취 취 이두압치 산 언능 거또 마너	곰추뭐 더덕 좀 서래가 캐고 도라지 곤드레 나물취 취 이두압치 산에는 얻는 것도 많아
그다메 버섣 까틍 거또 마니 해써	그 담에 버섯 같은 것도 많이 했어
버섣 쪼 사네 가먼	버섯 저 산에 가면
그 자연버섯 이찌 사네 가문	그 자연버섯 있지 산에 가면
편낭게  고모기 돼가 써거꺼 이래문 이러케 나능거	편나무  고목이 돼서 썩으면 이렇게 나는 거
고다메 땅 위에 난는 그루쿠라 이써 그루쿠	그 다음에 땅 위에 났는 그루쿠라 있어 그루쿠
그루쿠라는 그거또 버섣	그루쿠라는 그것도 버섯
버서시지	버섯이지
그 낭게 써거서 요 개운 나무 거 이짜나 개운 나무 거 가틍 게 이찌	그 나무 썩어서 이 개운 나무 그거 있잖아 개운 나무 그거 같은 게 있지
써거서 이 자연히 죽 주구문 낭게 주구문 땅에 따저 가주고 거서 인제 썩 짜네요	썪어서 이자연히 죽 죽으면 나무 죽으면 땅에 떨어져 가지고 거기서 이제 썩잖아요
거서 곰팡이가 피문 또 올라지지 이 버서시 그게 흘쿠래 흘쿠	거기서 곰팡이가 피면 또 올라오지 이 버섯이 그게 흘쿠래 흘쿠
글쿠	글쿠
글쿠	글쿠
그 다메 참낭게 인	그 다음에 참나무 있는 건
참 버섣	참 버섯
참낭게 이는 버서슨 어떤 이르미 이씀니까	참나무에 있는 버섯은 어떤 이름이 있습니까
그 참 참나무 버스게 참버습쎄 이르게 해찌 우리가	그 참 참나무 버스게 참버습세 이렇게했지 우리가
참버습 따 머꾸요	참버습 따서 먹고요
버서또 종류가 만차나요	버섯도 종류가 많잖아요
만치마는 여게 사네나능 건 시세가 뭐 잘모뙹 거 안 따먹찌	많지마는 여기에 산에 나는 것은 시세가 뭐 잘못된 거는 안 따먹지
위험하다구	위험하다고
머글 수 이는게	먹을 수 있는 것이
참 참나무 버서타고 여기 그걷 땅 땅에 그 그루쿠	참 참나무 버섯하고 여기 그것 땅 땅에그 그루쿠
거 뭐 능이나 송이 가틍 건 업썬나요	거 뭐 능이나 송이 같은 것은 없었나요
송이 이찌 송이 이찌마는 여 지금 강원도가 양양에 젤 만차나 양양	아 송이 있지 송이있지만 여기 지금 강원도가 양양에 제일 많잖아 양양
강원도는 양양이 젤 만타고 양양	강원도는 양양이 제일 많다고 양양
양양 송이 축쩨하자네요 송이는	양양 송이 축제하잖아요 송이는
시방 고럼	지금 그럼
그러면 능이버섯 까튼 거도 키워보셔써요	그러면 능이버섯 같은 것도 키워보셨어요
능이버섣 아니요	능이버섯 아니요
그 왜 송이는 송이는 여게 이 호명 쭉 까느네나머 그 송이 나는 바치 따로 사니 따로 이써	그 왜 송이는 송이는 여기에 이 호명 쭉 가면 그 송이가 나는 밭이 따로 산이 따로 이써
쩌거 마너씩	저거 만원 씩
그럼 우리 송이 따러 가지 송이 따 봐써 마니 따 봐찌	그럼 우리 송이 따러 가지 송이 따봤어 많이 따 봤지
그러며는 어르신 산삼도 캐보셔써요	그러면 어르신 산삼도 캐보셨어요
산삼 앙 캐 봐써	산삼 안 캐 봤어
왜 산삼 캐러 사람드리 가고 막 그러자나요	왜 산삼 캐러 사람들이 가고 막 그러잖아요
산삼 캐러 가는 사라므는 산삼 그 사네가 뭐 칠썽 드리고 캐 본 사라미 좀 캐지 캐봐짜네요	아 산삼 캐러 사람은 산삼 그 산에가 뭐 칠성 드리고 캐 본 사람이 좀 캐지 캐봤잖아요
자기 뭐 요 우 재수가 조아서 그 조타 그러지 아네요	자기 뭐 요 우 재수가 좋아서 그 좋다그렇지 않아요
캐 본 사라미 사네 그 댕기미 하다 보먼 캐고 그기 사므는 그 그러케 사람마다 다 안 때이고혹씨 끄게야 한 두 뿌리 그 사람 그 사라미 캐도 되지	캐 본 사람이 선애 그 다니며 하다 보먼 캐고 그 삼은 그 그렇게 사람마다 다 안 띄이고 혹시 그게 한 두 뿌리 그 사람 그 사람이 캐도 되지
그럼 어르신 나무를 캐며는 주로 나물로 뭘 함니까	그럼 어르신 나물을 캐면 주로 나물로뭐를 합니까
나물 가주 와서는 쌀마 가주고서는 된장에 무쳐 가주구선 바파고 이르걷 삐벼 머꼬 그래찌 근데 건	나물을 가져 와서는 삶아 가지고서는 된장에 무쳐 가지고선 밥하고 이르게 비벼 먹고 그랬지 근데 그건
이 흉녀네는 나무를 이 이 이 이 배를 채운다고	이 흉년에는 나무를 이 이 이 이 배를 채운다고
밥 한 두 수까락 머거 가주 배 부르게씨요	밥 한 두 숟가락 먹어 가지고 배 부르겠어요
그 나물 늘 쌀머 가주고 그 바블 거다가 그르세 비벼 가주고 그래 머거 머그먼 이 속 소게 그게 아니지 상호 고담 나물쭉 죽 쒀가 나물 또 나물 쏘글 너차네 주게다가	그 나물 늘 삶아 가지고 그 밥을 거기에다가 그릇에 비벼 가지고 그래 먹어 먹으면 이 속 속에 그게 아니지  그다음에 나물 죽 죽 쒀서 나물 또 나물 속을 넣잖아 죽에다가 우동 나물쭈기라 그기 우동 나물쭉이라 그게
그럼 어르신 그 야그로 그 사용하능 경우는 업씀니까 고거 약초 가틍 거	그럼 어르신 그약으로 그 사용하는 경우는 없습니까 고거 약초 같은 거
야그로	약으로
여게선 그저 그러치 모	여기에선 그저 그렇지 모
사네 이  캐  이러게 캐오먼 때려 멍는다고	산에 이 를 캐  이렇게 캐 오면 때려서 먹는다고
뭘 때려 먹씀니까	뭘 때려 먹습니까
야글 때려 멍는다고 그런다고 때려 멍는다고 조걸 멍는 걸 때려 멍는다 그런다구	약을 때려먹는다고 그런다고 때려 먹는다고 저걸 먹는 걸 때려 먹는다 그런다고
어떤 어떵 걸 주로 쭐 꺼 먹씀니까	어떤 어떤 거를 주로 쭐 거 먹습니까
어려 멍는거는	어려 먹는 거는
아이 아무거또 이 약 탕광이라고 이짜나 이러케	아이 아무것도 이 약탕광이라고 있잖아 이렇게
그 탕광이라고 물 한 되도 만치 아는데 그기 토긴데 토긴데 거다가 너어서 화아레다 안 너가주고 시나메 시나 이제 버글 버글 처메 아이 끼려가주 고 다메 거 노코 새나 쫄구지 그차  네요	그 탕광이라고 물 한 되고 많지 않은데 그게 토기인데 토기인데 거기에다가 넣어서 화로에다가 안 넣어 가지고 시나메 시나 이제 버글 버글 처음에 아이 끓여 가지고그 다음에 그거놓고 새나 쫄구지 그렇지 않아요
쫄구능 게 이제 그 때린다고 해따고 때린다고 약 때려	조리는 거를 이제 그 때린다고 했다고 때린다고 약 때려
약제는 제 여러가지지 그 여게 이런 초워네는 그 약 야꾸기랑 게 이써 탕약	약제는 제 여러가지지 그 여기에 이런 초원에는 그 약 약국이란 것이 있어 탕약
탕야꾹 허가도 안 내고 옌날 그 은지 어른드리 한문 마니 배운 분드른 거 약쩨방 방버베 나오자네요	탕약국 허가도 안 내고 옜날 그 언제 어른들이 한문 많이 배운 분들은 거 약제방 방법에 나오잖아요
그래이먼 뭐 자약 황기 당귀이렁 거는 어떤 다친 데 조타	그러면 뭐 자약 황기 당위 이런거는 어떤 다친 데 좋다
또 어떤 여르메 그 더위에 머근데 배아래 조타	또 어떤 여름에 그 더위에 먹은 데 배알른 데좋다
또 뭐 어트게 아느먼 그 사람 먼 이 이정배아리다	또 뭐 어떻게 아는 그 사람이면 이 이정배아리다
그사람 또 어트다 이 그 그부니 이러케 짐매글 해 가주 그부니 이게 화제를 내서 야글 제줘요	그 사람 또 어떻다 이 그 그분이 이렇게 짐맥을 해 자기고 그 분이 이게 화제를 내서 약을 지어 줘요
그럼 한 처베 뭐 마너니먼 마넌	그럼 한 첩에 뭐 만원이면 만원
다서 채먼 오 마넌 주고 내가 인제 아푸면 사 가주 와 가주고 지베 와 때려 때려 가주고 먹찌	다섯 채면 오 만원 주고 내가 이제 아푸면 사 가지고 와 가주고 집에 와 때려 때려 가지고먹지
옌나레 옌나레 그런 옌나렌 그런 식 이찌	옛날에 옛날에 그런 옛날엔 그런 식 있지
뭐 사람마담 다 캐 가주고 다 때려 멍는 건 업찌	뭐 사람마다 다 캐어 가지고 다 때려 먹는건 없지
보보야그로 멍는 건 업꼬 저런	보 보약으로 먹는 건 없고 저런
아품 먹찌 옌나레 보약 업찌	아푸면 먹지 옛날엔 보약 없지
시방은 뭐 보약 이찌만 보약 저기에는 그렁 건 업써	지금은 뭐 보약 있지만 보약 저기에는그런 거 없어
옌나레는 옌나레는 옌날또 아니지 내 그래이머는 지금 말해지마는 유기오 사변 전까지만 해도 인제 한 오십 육씸년 육씹 오래 에 지금 연세라는데	옛날에는 옛날에는 옛날도 아니지 내 그러면 지금 말하지만 육이오 사변 전까지만 해도 이제 한 오십 육십 년 육십 올해 에 지금 연세라는데
해방 된 일본 시대 때 일본 사람드레 정치 하고 삼십 녕 해도 그건 우리 대함민구기 어디 전국쩌그로 어디 다 그러치마는 그 압빠글 받꼬 그래도 그 대도시는 그 농사를 지어가지고 그 사람드를 공청을 하고 백 백 까마니를 지어쓰면 삼 세 까마를 공초를 해도 나머지는 지가 실컨 머꼬 파라서 용돈 쓰고 그러지마는 이런 시고레 이러케 사는 사람드른 아직 짐승만 모타지	해방된 일본 시대 때 일본 사람들의 정치하고 삼십 년 해도 그건 우리 대한민국이 어디 전국 적으로어디 다 그렇지마는 그 압박을 받고 그래도 그 대도시는 그 농사를 지어가지고 그 사람들을 공청을 하고 백 가마니를 지었으면 삼 세 가마를 공초를 해도 나머지는 자기가 실컨 먹고 찰아서용돈 쓰고 그러지마는 이런 시골에 이렇게 사는 사람들은 아직 짐승만 못하지
시방 시방 소 응 소도 고썩 마이 매기고 이 개도 지금 쌀밤만 매기자네요	시방 시방 소  응 소도 곡식을 많이 먹이고 이 개도 지금 쌀밥만 먹이잖아요
클 때는 옥쑤수 받 개 가틍 거 몯 머꼬 개는 똥을 머거 똥	클때는 옥수수 밭 개 가튼 거못 먹고 개는 똥을 먹어 똥
사람 똥 머꼬 산다고 아들 누운 똥 똥	사람 똥 먹고 산다고 아이들이 누운 똥 똥
그래서 그렁 거를 머끼 때미네 개 개고기를 이르게 응열 사람 다친 데 개고기 야기라고 그래그래 옹 거이요 그 야글	그래서 그런 거를 먹기 때문에 개 개고기를 이렇게 응얼 사람 다친데 개고기가 약이라고 그래 그래 응 그 약을
그걸 머끼 때미네 그러니 사라미 사라믄 멍는 거시 나물 엄는 사람 나물 쭉 이런 그 소나무껍때기 빼께 머그면 송피라고 해 송피	그걸 먹기 때문에 그러니 사람이 사람은 먹는 것이 나물없는 사람은 나물 죽 이런 그 소나무 껍대기 버껴 먹으면 송피라고 해 송피
그렁 걸 또 막 머꼬 별 껄 다 멍는 거요	그런 걸 또 막 먹고 별 걸 다 먹는 거요
응 그러니 사네 예를 드러서 도라지 나물 곰추 더덕 곤드레 그렁 걸 자생낭 그렁 걸 머그니까 시른 사람 사른 안 저도 소 야글 멍는 거이요	응 그러니 산에 예를 들어서 도라지 나물곰추 더덕 곤드레 그런 걸 자생낭 그런 걸 먹으니까 실은 사람 살은 안 쪄도 소 약을 먹는거에요
그래 가지고 인제 옌날 노인드리 병이 그런 병이 업써요	그래 가지고 이제 옛날 노인들이 병이 그런 병이 없어요
그러게 사러 그러게 사라따고	그러게 살아 그렇게 살았다고
사람 사능 기	사람 사는 것이
마니 배원는디	많이 배웠는데
우어실 요 쓰는 걸 몯 뽜찌만 나는 내 자동 써 그래요	우어실 이거 쓰는 거를 못 봤지만 나는 내 자동으로 쓰고 그래요
이 저	이 저
어트게 배우셔써여	어떻게 배우셨어요
아이 내가 그 학 그 천자를 호동 파려이 요 가겁 씨저레 그으레 끄지 지게하고 여덜 팔 고이 딱 바민데 그래 오백짜를 내가 배우고 나무 지르 그 자 자동으로 하구 그래 인제 핸는데전조가 난 자동으로 핸거래요 이 지여으로 이리 배우짜네요	이  이렇게 배우잖아요
예를 들서 뭐 한문짜를 해머	예를 들어서 뭐 한문자를 하면
뭐 가지고 배워 천자만 가지고 배우	뭐 가지고 배워 천자만 가지고 배우나요
천자만뇨	어 천자만요
예를 들어 껍짜네요	예를 들어 껍 자네요
이 기연 기역짜에 오머는 이케이케 이케 그럼 넉짜를 지어그로 주 저꾹	이 기연 기역자에 오면 이렇게이렇게 이렇게 그럼 자를 지억으로 주
기르미 이낄 아니고 이끼요	기름이 이낄 아니고 이끼요
아니 그래 그게 인제 학 천자 이 끄트마리 짜리라고	아니 그래 그게 이제 학 천자 이 끄트머리 자리라고
네 네 그러쵸	네 네 그렇지요
그래간드루 하늘 천 따 지 가물 현 누룬 황 아니요	그러니까 하늘 천 땅 지 검을 현 누룰황 아니요
그래 그건 제 부체 일그먼 천지현황이라 이 천지현황	그래 그건 이제 붙여 읽으면 천지현황  이라 이 천지현황
그러쵸	그렇지요
우조홍황은 요런데 그래 옌날 그 그 얘기 이짜뇨	우주홍황은 이런데 그래 옛날 그 그 얘기 있잖아요
천지현황을 삼 년 도커니 천지현황을 삼 녀늘 일그니 언제 황야라 할씨도 업꼬 그래 재조가하도 엉뚱하는 거태	천지현황을 삼년 독 하니 천지현황을 삼 년을 읽으니 언제 황야라 할 수도없고 언제 황야라 할 수도 없고 그래 재조가 하도 엉뚱한 거 같아
그니깐드루 천지현황이요 우조홍황이라 하는데 천지현황은 삼년 독 하니 천지현황을 하늘 천따지 가물 현 누룬 황 삼 녀늘 일 일 일거되	그러니까 천지현황이요 우주홍황이라 하는데천지현황은 삼 년 읽으니 천지현황을 하늘 천 땅 지 검을 현 누룰 황 삼 년을 일 일 읽어되 또 인제 호야라 할 쑤도 이꼬 이끼연 이끼제 오누이끼야 그걸 언제 일르냐 이기여 또 이제호야라 할 수도 있고 이끼연 이끼제 오누이끼야 그럴 언제 읽느냐 이거야
저 그카네 머리가 둔해가지고 그래 인지 나는 내가 그 이 농사 지꼬 내가 전소 아께에 해짜나 하꾜도 내가 그 야간 중하꾜 광선지대가서 그 심부름 하고 경오나 좀 배우고 해따는 거슨참 그 기가 매킨 이리에요	저 그렇게 머리가 둔해가지고 그래 이제 나는 내가 그 이 농사 짓고 내가 전속 아까 했잖아 학교도 내가 그 야간 중학교 광선지대 가서 그 심부를 하고 경오나좀 배우고 했다는 것은 참 그 기가 막힌 일이에요
그 그 다 그 시저레 이 고재시기란 인가니 우리 오 사 형제 컨는데 내만 하꼬를 댕견는데우리 아버님 시저레 아무 가난하고 가난하고 모 싸라가주고 내가 그런 그리 포구니 저가주 그러는데 내 사실 자랑이 아니라 그 당씨에 내가여 곽 뭐야 궁민하꾜 그때 궁민하꾜 열 딸 댕기고 궁민하꾜 조럽 핸는데 내 정선 농업 중하꾜만 내 조럽해따 하더래도 솔찍한 얘기로 내 이농사 안 찌씀니다	그 그 다 그 시절에 이 고재식이란 인간이 우리 형제 컸는데 나만 학교를학교를 다녔는데 우리 아버님 지절에뭐 가난하고 가난하고 못 살아 가지고 내가 그런 글이폭운이 져가지고 그러는데 내 사실 자랑이 아니라 그 당시에 내가요 뭐야 국민학교 그때 국민학교 열 달 다니고 국민학교 졸업 했는데 내 정선 농업 중학교만 내가 졸업했다 하더라도 솔직한 얘기로 내 이 농사 안 짓습니다
