dialect	standard
저기 나오먼 주굴쭐 알면서두 어채피 주글 꺼니께는 에 싸우다 주까따 마리야 응	적이 나오면 죽을 줄 알면서도 어차피 죽을 거니까 싸우다 죽겠단 말이야
배고픈 고생허구 잠 모짜는 고생하니 어채피 주글 꺼니껜 나가서 싸우 저놈들 하나 주기군 나주그먼 응 펴나가따 마리지	배고픈 고생하고 잠 못자면 고생하니 어차피 죽을 거니까 나가서 싸워 저놈들 하나 죽이곤나 죽으면 편하겠단 말이지
이 생가기니껜 허지지금처럼 펴나내 봐 누가 전방에 나가거 주그라먼 거기 나갈려는 사람인나 그러케 되니껜 전투가 되드라구	이 생각이니까 하지지금처럼 편안해 봐 누가 전방에 나가 죽으라면 거기 나가려는 사람있나 그렇게 되니깐 전투가 되더라고
그러케 허는 걸 오심유깨월 똥아늘 군대생와 해서 내가	그렇게 하는 걸 오십육개월 동안을 군대 생활했어 내가
그럼 할머닌 그동안 계속 교동에서 기다리셔꾸요  그 시부몬님 모시고 그럼	그럼 할머닌 그동안 계속 교동에서 기다리셨고요  그 시부모님 모시고 그럼
기니 뭐뭐 머글 꺼 웁써 중 머그먼서 응 나무가 인나 그이 사네 올라가서 이 풀 까까야 하는데내가 업스닌게 누가 해	그러니 뭐뭐 먹을 거 없어 죽 먹으면서 응 나무가 있나 그러니 산에 올라가서 이 풀 깎아야하는데 내가 없으니까 누가 해
이 할머이가 인제 새색씨지 새색씨가 치마 치마저고리 이꼬 가서 이 풀 까까선 이 이여다가불 때구	이 할머니가 인제 새색시지 새색시가 치마 치마저고리 입고 가서 이 풀 깎아선 이 이어다가불 때고
그때 할머니 그럼 그 자식분이 계셔  그땐 업쓰셔꼬  응	그때 할머니 그럼 그 자식분이 계셔  그땐 없으셨고  응
장개는 스무 저러키니 스무사레 가서두 우리 큰 따를 내 스물 여서세 나 여 스물 일곱쌀 먹뜬보메 나꾸나	장가는 스무 저러니까 스무살에 갔어도 우리 큰딸을 나 스물 여섯에 나 여 스물 일곱살먹던 봄에 낳았구나
장가 가시구 그럼  군대는 언제 가신 거예요 군대 가자마자  응 장가 가고그 이드메  응 그 이드메 간 거지	장가 가시고 그럼  군대는 언제 가신 거에요 군대 가자마자  응 장가가고 그 이듬해  응 그 이듬해 간 거지
하먼 할머님두 저긴데 신혼 때 힘드셔껜네요  겨론 하자마자 서방 보내구  어유지금 그 얘기해봐 어이구 눈물 흘리지 네	하면 할머니도 저긴데 신혼 때 힘드셨겠네요  결혼 하자마자 서방 보내고  어유지금 그 얘기해 봐 어이구 눈물 흘리지
혼자 시부몬니믈 융년똥안 모시구	혼자 시부모님을 육년동안 모시고
그거이 내 뭐 인는 거 인나 배는 고프구 이른 해야되가꾸	그거 뭐 있는 거 있나 배는 고프고 일은 해야 되겠고
아 시어머 시아버이 보고 일허라구 헐 쑨 읍꾸 마리지 그러차나 고생 마니 헌 사라미야	아 시어머 시아버지 보고 일 하라고 할 순 없고 말이지 그렇잖아 고생 많이 한 사람이야
근데 그래두 융년똥안 자식뿌늘 먼저 나으셔쓰면 융년똥안 자식 키우시면서 그래두	근데 그래도 육년동안 자식분을 먼저 낳으셨으면 육년동안 자식 키우시면서 그래도
그 그 그러치 거 거기다 정 들 껀데  아무거뚜 읍쓰니껜 내 몸뚱아리하나지 뭐	그 그 그렇지 거 거기다 정 들 건데  아무것도 없으니까 내 몸뚱아리하나지 뭐
그러며는 군대에서 이제 오시고 그러고 인제 그때부터 아든님 아든님 세분 다 아든니미신가요	그러면 군대에서 이제 오시고 그러고 인제 그때부터 아드님 아드님 세분 다 아드님이신가요
세 세슨 아들 아드리고 하나는 따리야 그이 마지가 따리야 지금 마지가 지금 쉰다서싸리야그 그때 난 따리	세 셋은 아들 아들이고 하나는 딸이야 그 맏이가 딸이야 지금 맏이가 지금 쉰다섯 살이야그 그때 낳은 딸이
다녀오시구 군대에서 인제 오시구  그 다음에 나셔꾸나	다녀오시고 군대에서 인제 오시고  그 다음에 낳으셨구나
그러며는 그때에도 인제 배길잔치랑 이런 거 다 하셔써요	그러면 그때에도 인제 백일 잔치랑 이런 거 다 하셨어요
배길잔치 헐 여유가 업서  머글 꺼 이꾸 뭐 이서야 배길잔치두 허지	백일잔치 할 여유가 없어  먹을 거 있고 뭐 있어야 백일잔치도 하지 백일잔치할 여유가 없어
그러면 그 욱 융년똥안  그러면 어머님 할먼니메 부모님드른 동산니에 계셔쓸 꺼 아니에요그러며는 그동안 좀 이르케 오가고 하셔쓸까요	그러면 그 육 육년동안  그러면 어머님 할머님의 부모님들은 동산리에 계셨을 거 아니에요 그러면 그동안 좀 이렇게 오가고 하셨을까요
그러케 그랟까지 뭐 그건 친정에 와따가따 해까찌	그렇게 그랬겠지 뭐 그건 친정에 왔다갔다 했겠지
그리구 군 군대생와럴 때에 군대생와랄 때 얘기 좀 해 주지	그리고 군 군대생활할 때에 군대생활할 때 얘기 좀 해 주지
배가 고픈껜 말야 배가 고프니께는 후 훌련소에선 훌련소에선 고 훌련병드리 죽 지그믄 식땅이구허지만 그땐 저 취사바니 이서 지금 밥 허는 데가 이서	배가 고프니깐 말야 배가 고프니까 후 훈련소에선 훈련소에선 그 훈련병들이 죽 지금은식당이고 하지만 그떈 저 취사반이 있어 지금 밥 하는 데가 있어
밥 허는 데가 이스먼 그 저 즘 조바니구 즘시미구 저녀기구 하루 세번식 이 빠께쓰를 들구 가서바블 타와	밥 하는 데가 있으면 그 저 점 조반이고 점심이고 저녁이고 하루 세번씩 이 양동이를 들고가서 밥을 타와
바블 타오는데 인제 고 이제 부 분대 분대 별루 분대 별루 열 명이면 열 명치 주구	밥을 타오는데 이제 고 이제 부 분대 분대별로 분대별로 열 명이면 열 명치 주고
이 야 열명인데 사브루다 찔러서 사브루다 이 재서 주는 거지	이 야 열 명인데 삽으로 찔러서 삽으로 재서 주는 거지
한 면명 면명에 요거 한삽 준대는 그거루 해가지구 사브루다 찔러서 인제 이 빠께스다 주구	한 몇 명 몇 명에 요거 한 삽 준대면 그걸로 해 가지고 삽으로 찔러서 인제 이 양동이에다주고
이제 국 구기래는 건 저러키니 겨우레는 콩나물두 과해 시래기꾹	이제 국 국이라는 건 저렇게 겨울에는 콩나물도 과해 시래기국
게 그거 된장두 소 소구미지 소굼 응	그 그거 된장도 소 소금이지 소금 응
이거는 이러그 저 빠께스다 주머는 항고라고 이서 지금 자네드리 항고를 알간는지 모르간네황고라고 요로케 생긴 그르시 이서	이거는 이러고 저 양동이를 주면 한고라고 있어 지금 자네들이 한고를 알는지 모르겠네 환고라고 여렇게 생긴 그릇이 있어
헌데 한고 속따까리가 이꾸 거따까리가 이서 속따까리 이리 누르고 거따까리	그런데 한고 속뚜껑이 있고 겉뚜껑이 있어 속뚜껑 이렇게 누렇고 겉뚜껑
그 한고에다 한고는 뭐에 피료하냐먼 전투때에 이 배낭 여이다 지구 댕기다가 여 배고프면그 항고에다 뭘 끄려서 이 거러노코 불 때먼 이 소테 이 냄비 행세두 헌다구	그 한고에다 한고는 뭐에 필요하냐면 전투때에 이 배낭 여기다 지고 다니다가 여 배고프면그 한고에다 뭘 끓여서 이 걸어놓고 불 때면 이 솥에 이 냄비 행세도 한다고
그러케 머 멍는 그 항고가 이서	그렇게 머 먹는 그 한고가 있어
그니 항고 따까리라고 속따까리라고 쪼끄마 해찌 거 쪼그마 해 거따까린 좀 크구	그러니 한고 뚜껑이라고 속뚜껑이라고 조그맣게 노란 거 조그마해 겉뚜껑은 좀 크고
건 항고 속따까리에 바블 퍼서 요러게 다므먼 아마 크게 수깔루 뜨먼 다서쑤까리나 여서쑤깔뜨먼 다 될꺼야	건 한고 속뚜껑에 밥을 퍼서 요렇게 담으면 아마 크게 숟갈로 뜨면 다섯 숟갈이나 여섯 숟갈뜨면 다 될 거야
그리구 그 거뚜 거뚜꺼리에는 건지가 어디서 궁 소 궁마루 말구기지	그리고 그 겉뚜 겉뚜껑에는 건지가 어디 있어고 국 소 국물 국물이지
그거 이래 주머는 그걸 머꾸장정드리 그거 배 가네 기벼리나 가나	그거 이렇게 주면 그걸 먹고장정들이 그거 배 간에 기별이나 가나
그냥 노냥 굼따가 고 당버늘 도라가먼서 해	그냥 노상 굶다가 고 당번을 돌아가면서 해
도라가 도라가먼서 허머는 그 당번 되기만 허먼 되기만 기다리는 거야 그럼	돌아가 돌아가면서 하면은 그 당번 되기만 하면 되기만 기다리는 거야  그럼
조 조바늘 일찌거치 주니께는 인제 그 내무바네 가따노코 이 구 구서게다 가따노먼 껌꺼매서잘 쭉 식사대형으로 안저 하면 쭉 두 줄로 이짜게 이짜게 두 줄로 안는단 마랴	조 조반을 일찌감치 주니까 인제 그 내무반에 갖다 놓고 이 구 구석에다 갖다 놓으면 깜깜해서잘 쭉 식사대형으로 앉아 하면 쭉 두 줄로 이쪽에 이쪽에 두줄로 앉는단 말야
그 안즈먼서 안자서 저 바라봐야 뵈지도 아너 컴컴허니껜	그 앉으면서 앉아서 저 바라봐야 보이지도 않아 깜깜하니까
기니까는 이 밥 푸먼서 그냥 이 소느로 푸먼서 이 소느로 집 그냥 막 지버 넌는 거지 머 응	그러니까 이 밥 푸면서 그냥 이 손으로 푸면서 이 손으로 집 그냥 막 집어 넣는 거지 뭐 응
아 내 배버텀 채우 그러니껜 당번허고 나면 설싸한다구 그냥 누니 퀭허게 드러가 버려	아 내 배부터 채우 그러니까 당번하고 나면 설사한다고 그냥 눈이 퀭하게 들어가 버려
안먹따가 머그니	안먹다가 먹으니
그럼 그건 누구든지 당번허구 나먼 그건 으레 설싸헐 줄 아라야 하는 거니께는	그럼 그건 누구든지 당번하고 나면 그건 으레 설사할 줄 알아야 하는 거니까
그니깐 당번하면 저누믄 또 오늘 실컫 처머꾸 인제 설싸하가따	그러니까 당번하면 저놈은 또 오늘 실컷 처먹고 인제 설사하겠다
이와 가치 군대 생화를 한 거야	이와 같이 군대 생활을 한 거야
그럼 짐 아드니미랑 따니미랑 다 서우레 계세요 따님도 서우레 계세요	그럼 지금 아드님이랑 따님이랑 다 서울에 계세요 따님도 서울에 계세요
이 인처니 이서  크 크나이는 인제 서울서고등아꾜 교사루 이찌  네	이 인천에 있어  크 큰 아이는 인제 서울서고등학교 교사로 있지  네
그르구 뭐 공무원 다들 공무워니시라고	그리고 뭐 공무원 다들 공무원이시라고
둘째어구 둘째하구 세째는 인제 인천서 한노믄 구청에 이꾸 한노믄 동사무소에 이꾸 그러치	둘째하고 둘째하고 셋째는 인제 인천서 한놈은 구청에 있고 한놈은 동사무소에 있고 그렇지
그러며는 며느니미랑 다 이제 와요 설랄때 뭐 그러케 교동 드러와요 그지여	그러면 며느님이랑 다 이제 와요 설날 때 뭐 그렇게 교동 들어와요 그렇지요
그런데 아놀 수 인나 은데 크닐 나서 저 어름 때메 오 오늘두 가 간덴누미 저놔해서 아유 어르미 꽉 차때는데 어드러케요	그런데 안올 수 있나 그런데 큰일 났어 저 얼음 때문에 오 오늘도 가 가운뎃놈이 전화해서 아유 얼음이 꽉 찼대는데 어떡해요
어름 차스면 모 아노면 될 거 아냐 허긴 해찌마는 에그 어름때메 야다니야	얼음 찼으면 모 안 오면 될 거 아냐 하긴 했지만 에그 얼음 때문에 야단이야
이월따레는 그래도 어름 쫌 풀릴 거 가타요	아 이월달에는 그래도 얼음 좀 풀릴 거 같아요
아유 뭐 이뤌따리 지금 뭐 여 한 여를바께 안나만는데 뭐	아유 뭐 일월달이 지금 뭐 여 한 열흘밖에 안 남았는데 뭐
안 풀리면 저이도 몬나가요 안돼요	안 풀리면 저희도 못 나가요 안돼요
게 게다가 차가 여기 좀 만카네	게 게다가 차가 여기 좀 많아
아유  여 집찜마다 다 이따시피 헌데 뭘	아유  여기 집집마다 다 있다시피 한데 뭘
헌데 거기서 오는 늠드른 다 차몰고 온다 마리야	그런데 거기서 오는 놈들은 다 차 몰고 온단 말이야
차 차모는 거 웁음 또 뭐 어때	차 차몰 없으면 또 뭐 어때
그러면 환갑짠치는어트게 하셔써요	그러면 환갑잔치는어떻게 하셨어요
어어 한갑짠치 저 저 위에 항갑짠치 사진 걸려따구 마루에	어어 환갑잔치 저 저 위에 환갑잔치 사진 걸렸다고 마루에
봐떤 거다	아 봤던 거다
그이 하 한갑짠친 인천서 해찌	그이 화 환갑잔치는 인천서 했지
인천가서 하셔꾸나 인처네 저기 큰따니미 해주셔써요	인천 가서 하셨구나 인천에 저기 큰 따님이 해주셨어요
어 큰따니미 핸냐구	어 큰따님이 했냐고
에 인처네 따님 큰따님 계신다구	에 인천에 따님 큰따님 계신다고
어어 인처네 큰딸두 이꾸 아들두 이꾸 헌데	어어 인천에 큰딸도 있고 아들도 있고 한데
아들두 인천	아들도 인천
뭐 걔드리 해 준 저거 다름 읍찌 뭐	뭐 걔들이 해준 거나 다름 없지 뭐
그러며는 환갑 저는 환갑짠치 한 번두 안가봐꺼든뇨 환갑짠친 상을 어터게 차려요 보통	그러면 환갑 저는 환갑잔치 한 번도 안 가봤거든요 환갑잔치는 상을 어떻게 차려요 보통
어어 항갑잔치 상이라며는	어어 환갑잔치 상이라면은
예저니랑 요즈미랑 달라요	예전이랑 요즘이랑 달라요
글쎄 요조믄 뭐 내가 나이 머거시니겐 그런 데 가보지 아나서 모루간는데	글쎄 요즘은 뭐 내가 나이 먹었으니까 그런 데 가보지 않아서 모르겠는데
한갑짠치라구 하는 거슨 지그믄 간소와 마니 돼찌 근데	환갑잔치라고 하는 것은 지금은 간소화 많이 됐지 근데
예저네는 환갑까지 살면 굉장히 오래 산 거연는데  요새는	예전에는 환갑까지 살면 굉장히 오래 산 거였는데  요새는
아 저기 저 한번 그 사진 봐봐	아 저기 저 한번 그 사진 봐봐
그럭허구 뭐 행사허는 거 행사허는 건 자시 자식뜨리 저 부모에게 잔 올리먼서 절허는 거지	그렇게 허고 뭐 행사하는 거 행사하는 건 자시 자식들이 저 부모에게 잔 올리면서 절하는거지
그러면 이제 사라미 주그면 장례를 치르자나요 거면 요새는 이르케 마니들 그거 하자나요그 납꼴땅에 마니 이르케 하자나요 예저네는 무조껀 묘를 저짜나요  그러면 그 전통저긴그런게 어터게 돼요	그러면 이제 사람이 죽으면 장례를 치르잖아요 그러면 요새는 이렇게 많이들 그거 하잖아요그 납골당에 많이 이렇게 하잖아요 예전에는 무조건 묘를 지었잖아요  그러면 그전통적인 그런 게 어떻게 돼요
긴데 사라미 인제 일쌩일싸야 한번 나먼 한번 중는 건 정헌 이친데	그런데 사람이 인제 일생일사야 한번 나면 한번 죽는 건 정한 이치인데
사라미 어려서 인제 태어난다마랴	사람이 어려서 인제 태어난단 말야
태어나 노머는 그 어리 어리내가 세살까진 부모에 소니 가야만 키운다 마랴	태어나 놓으면 그 어리 어린애가 세 살까진 부모의 손이 가야만 키운단 말야
그러차나 저 세살 세살 더 머꾸 나서는 모르지만 세살까지는 까지는 기자구 가라 껴줘야 하구전 메겨야 돼구 응	그렇잖아 저 세 살 세 살 더 먹고 나서는 모르지만 세 살까지는 까지는 기저귀 갈아 껴 줘야되고 젖 먹여야 돼고 응
전부 부모가 가꿔서 기 길러야 덴다 마랴	전부 부모가 가꿔서 기 길러야 된단 말야
그냥 내뚜면 죽짜나	그냥 놔두면 죽잖아
헌데 부모가 도라가시먼 지그믄 그냥 사네서 그냥 댕일루 그냥  또 잘허는 사라믄 인제이 사밀만에 탈 그걸 보구 탈쌍한다 그래 이 상을 번는다구 허구 헌데	헌데 부모가 돌아가시면 지금은 그냥 산에서 그냥 댕일로 그냥  또 잘 하는 사람은인제 이 삼일만에 탈 그걸 보고 탈상한다 그래 이 상을 벗는다고 하고 그런데
예저넨 삼년상이야	예전엔 삼년상이야
게 삼년상을 왜 삼년상을 긴 그 삼년 똥아이나 긴 시가늘	그 삼년상을 왜 삼년상을 긴 그 삼 년 동안이란 긴 시간을
효 효자는 삼년 삼년똥아는 매일가지 성묘하구 상온닙구 이러커구 이따 마리지	효 효자는 삼 년 삼 년 동안은 매일같이 성묘하고 상옷 입고 이렇게 하고 있단 말이지
그 왜 그르 비담스럽게 하냐 마리지	그 왜 그러 유난스럽게 하냔 말이지
부모의 은더글 감는 거야	부모의 은덕을 갚는 거야
나 나 나 나서 우리 부모가 삼년똥아늘 그만큼 고생을 하셔꺼든	나 나 나 낳아서 우리 부모가 삼 년 동안을 그만큼 고생을 하셨거든
나두 부모의 그 으녜를 삼년똥아늘 가파주 가파야  도 도리 아냐	나도 부모의 그 은혜를 삼 년 동안을 갚아 주 갚아야  도 도리 아냐
그래서 삼년상이 이뜬 건데	그래서 삼년상이 있던 건데
지그믄 내 그 저 강이할 때 내 그러지	지금은 내 그 저 강의할 때 내 그러지
지금 왜 저러키니 도레 도레 버꾸 당일 버꾸 효도 왜 안하냐구 효도 바라지 마라 지그믄	지금 왜 저렇게 돌에 돌에 벗고 당일 벗고 효도 왜 안하냐고 효도 바라지 마라 지금은
엔나레는 그냥 전메기구 기자구 갈구 지그믄 나노면 그냥 송아지젇 가따 소 우유가따 드려 메겨노쿠선 무에 효도를 바라는가 마리지	옛날에는 그냥 젖 먹이고 기저귀 갈구 지금은 낳아 놓으면 그냥 송아지젖 갖다 소 우유갖다들여먹여놓고선 무에 효도를 바라는가 말이지
이런 얘기두 우스먼서 해찌마는	이런 얘기도 웃으면서 했지만
지그믄 시대가 이러케 배껴 근겐 인전 나만 노머는 엄마 웁서두 자라 응	지금은 시대가 이렇게 바뀌어 그러니까 이제는 낳아만 놓으면 엄마 없어도 자라 응
그냥 기자구나 좀 가라 채주고 인제 보살피문 되는 거이	그냥 기저귀나 좀 갈아 채워 주고 인제 보살피면 되는 거야
게 부모가 지금 부모 노르슬 다 모터고 인는 거야	그러니 부모가 지금 부모 노릇을 다 못하고 있는 거야
등안시해지 소오래 자시게게	등한시하지 소홀해 자식에게
그니 자식두 부모에 대해 소오랄 수바께 더이서	그러니 자식도 부모에 대해 소홀할 수밖에 더 있어
나는 그저 자시게게 아무러카곤 자식뜨른 내게 효도허라구 그거 부 불공평허지	나는 그저 자식에게 아무렇게 하곤 자식들은 내게 효도하라고 그거 부 불공평하지
그니겐 그 당시엔 그러게 돼서 인제 사라미 주그며는 제사를 열뚜번 지내	그러니깐 그 당시엔 그렇게 되어서 인제 사람이 죽으면 제사를 열두번 지내
아마 그 제사 이름 꼬부래먼 잘 꼼는 사람 웁슬꺼야	아마 그 제사 이름 꼽으라면 잘 꼽는 사람 없을 거야
거 한 번 꼬바 보까	그거 한 번 꼽아 볼까
저는 모꼬바요 꼬바주세요	저는 못 꼽아요 꼽아주세요
트키 자네드른 근 생각뚜 모털꺼지	특히 자네들은 그것은 생각도 못할 거지
주그믄 보통 처메 초완부터 모여 초완	죽으면 보통 처음에 초혼부터 모여 초혼
이제 성보글 해 성보기래는 건 보글 입끼 시자카는 거지	이제 성복을 해 성복이라는 건 복을 입기 시작하는 거지
또 고다메는 인제 이 이꽌 과네다 너머는 인제 이꽌예가 이찌	또 그 다음에는 인제 이 입관 관에다 넣으면 인제 입관례가 있지
또 그 과늘 하여간 시시는 가주구 움지긴 대루 고해야대 과늘 엥기게 대면 천 천고 강고 천강고	또 그 관을 하여간 시신은 가지고 움직인 대로 고해야 돼 관을 옮기게 되면 천 천고 감고
그리구 나서는 에에 뭐냐먼 조전 조저니라구 이서 조전	그리고 나서는 에에 뭐냐면 조전 조전이라고 있어 조전
조전 지내구 나서는 인제 바린 상여 나갈 나갈 나갈 때 바린	조전 지내고 나서는 인제 발인 상여 나갈 나갈 나갈 때 발인
바린 바리내 가먼 사네 가서 에 참파투 지내 산시네게 참파투 지내지	발인 발인해 가면 산에 가서 에 참파토 지내 산신에게 참파토 지내지
또 그거이 고 다메 이제 참파투 지내는 건 산시네게 여기 누구 가따 무끼 위애서 구데이 팜니다이 구슬 파니께는	또 그것이 고 다음에 이제 참파토 지내는 것은 산신에게 여기 누구 갖다 묻기 위해서 구덩이팝니다 이 곳을 파니까
그리군 이 시시는 제 하관허구 나선 바로 그다멘 평토라고 이서 그 평토 평토젤 지네	그리곤 이 시신은 이제 하관하고 나선 바로 그 다음엔 평토라고 있어 그 평토 평토제를지내
그 평토 평토 지내구나서는 뚜 뭐냐먼 거기서 인제 반혼제를 반혼 인제 도라감니다 마랴 인제도라감니다	그 평토 평토 지내고 나서는 또 뭐냐면 거기서 인제 반혼제 반혼 인제 돌아갑니다 말야인제 돌아갑니다
도 도라갑니다 하고 또 제 지내지 지비 와서는 또 초우젤 지내	도 돌아갑니다 하고 또 제 지내지 집에 와서는 또 초우제를 지내
초우제는 이제 사 초우 재우 사무 이러케 지내 지내거든	초우제는 이제 사 초우 재우 삼우 이렇게 지내 지내거든
그께 초우제 지내지 그 이 그 이튼날 아치메 재우제 지내지	그러니까 초우제 지내지 그 이 그 이튿날 아침에 재우제 지내지
그 다음 거 거 이틀랄 밤쭘 사무라 그먼 흐니 사흘마네 사을째 되는 날 지낸 줄 아는데 그건에유 잘몯 쌩가카는 거야	그 다음 거 거 이튿날 밤쯤 삼우라 그러면 흔히 사흘 만에 사흘째 되는 날 지낸 줄 아는데그건 에유 잘못 생각하는 거야
장사 지내구 이틀째 된 날 밤쭝에 지내는 거야 밤쭝에 거이 사무라구 하는 거야	장사 지내고 이틀째 된 날 밤중에 지내는 거야 밤중에 그것을 삼우라고 하는 거야
그니 이러케 되먼 열뚜버니 되는 거지	그러니 이렇게 되면 열두번이 되는 거지
그이 지내는데 왜 지사는 바메 지내냐	그 지내는데 왜 제사는 밤에 지내냐
시는 구시는 어둔 걸 조아해 엉 발근 걸 시러허거든	신은 귀신은 어두운 걸 좋아해 응 밝은 걸 싫어하거든
게 도깨비 놀다두 다기 울고 개가 지즈먼 웁써진다구 허자나 그게 시는 시는 발근 걸 시러허구  어둔걸 조아하기 때메 밤쭝	그러니 도깨비 놀다가도 닭이 울고 개가 짖으면 없어진다고 하잖아 그게 신은 신은 밝은걸 싫어하고 어두운 걸 좋아하기 때문에 밤중
게 그걸 조아하기 때메 밤쭝에 제사는 그니 바메 지내자나 이치가 그런 거야	그러니 그걸 좋아하기 때문에 밤중에 제사는 그러니 밤에 지내잖아 이치가 그런 거야
그럼 이러케 지구 가면서 왜 노래두 부르구  에에 운구하는소리 어트게 내요 뭐	그럼 이렇게 지고 가면서 왜 노래도 부르고  에에운구하는 소리 어떻게 내요 뭐
아 그건 자 자기드리 자 자이 저이들 맘대루 꾸며서 부 허는 거야 건 뭐 뭐  노 노래마냥가사가 인는 거이 아냐	아 그건 자 자기들이 자 자이 자기들 맘대로 꾸며서 부 하는 거야 건 뭐 뭐  노노래마냥 가사가 있는 것이 아냐
그러며는 겨론해쓸 때에는 그 잔치국쑤 머거짜나요  그면 장녜애쓸 때에는 뭐 머거써요	그러면 결혼했을 때에는 그 잔치국수 먹었잖아요  그러면 장례했을 때에는 뭐 먹었어요
어 국빠비야  그래 으응	어 국밥이야  그래 으응
초상에는 정시넙꾸 국빠베만 정시이꾸	초상에는 정신없고 국밥에만 정신있고
저 저레 저러키니 불공 드리러 가먼 저 정 정성엔 정시넙꾸 제빱 그 또 저레선 제빠비라구 해	저 저래 저랬으니 불공 드리러 가면 저 정 정성엔 정신없고 젯밥 그 또 절에선 젯밥이라고 해
제빠베만 정시니때는 그 속따메들 허 얘기허자나  제빠비 저레서 하는 거야	젯밥에만 정신판 그 속담에들 허 얘기하잖아  젯밥이 절에서 하는 거야
그러면 제사 음시기랑 그런 거는 다 이제 며느리나 이제 어머니미랑 이러케 다 해가주구 다바치구 사람들 나나주구	그러면 제사 음식이랑 그런 거는 다 이제 며느리나 이제 어머님이랑 이렇게 다 해가지고 다바치고 사람들 나눠주고
그러지 나너멍는 거지	그렇지 나눠먹는 거지
제사는 그럼 제사에는 저이는 잘 모르는데요 제사 이러케 음식 상을 아까두 여쩌봔는데 어느음시기 어느쪼게 꼭 가야되고  불근 음시근 이쪼게 가야대고 뭐 이케 뭐라고 하자나요 응동일  진설 그이 진서리라구 해 진설 진설 그게 어트게 돼요	제사는 그럼 제사에는 저희는 잘 모르는데요 제사 이렇게 음식 상을 아까도 여쭤 봤는데어느 음식이 어느 쪽에 꼭 가야 되고  붉은 음식은 이쪽에 가야 되고 뭐 이렇게 뭐라고하잖아요 응 동일  진설 그것을 진설이라고 해 진설 진설 그게 어떻게 돼요
진서를 허는데 지금 여기서 허는 진서러고 여이 테레비 나온 인제 설라리나 추서게 인제 제사쌍차린 그 인제 진설한 거 나온다 마랴 근데	진설을 하는데 지금 여기서 하는 진설하고 여기 텔레비전에 나온 인제 설날이나 추석에 인제제삿상 차린 그 인제 진설한 거 나온단 말야 근데
거기 그 사람드리 하는 거터고 여기 교동에 허는 사람드러군 참 시기 달라	거기 사람들이 하는 것하고 여기 교동에 하는 사람들하곤 참 식이 달라
고장마다 조금씩 다르고	고장마다 조금씩 다르고
에 그리 근데 요거는 가타 홍동백써  조율이시  조유리시 외정내탕 어동육써	에 그리 그런데 이것은 같아 홍동백서  조율이시  조율이시 외적내탕어동육서
고그 그거는 그거는 가 말루는 가튼데 노는 위치가 달라저	고그 그거는 그거는 가 말로는 같은데 놓는 위치가 달라져
조금씩 위치도  음식뚜 그니까 종류두 그 지방에서 나는 생서느루 올라가니까 그 그러치 그거뚜 조금씩 달라지구  그러치 고거 뚜 좀 달르구 으응	조금씩 위치도  음식도 그러니까 종류도 그 지방에서 나는 생선으로 올라가니까 그그렇지 그것도 조금씩 달라지고 그렇지 그것도 좀 다르고
그럼 여기에는 뭐뭐 올라가요 교동은	그럼 여기에는 뭐뭐 올라가요 교동은
도라가신 지 아버지랑 어머니 제사 지낸다 마리지 논는 순서는 아무러케 놔도 된다	돌아가신 지 아버지랑 어머니 제사 지낸다 말이지 놓는 순서는 아무렇게 놔도 된다
아니 뭐 뭐 그 논는 순서 모르는 사라믄 지사두 모찌내게	아니 뭐 뭐 그 놓는 순서 모르는 사람은 제사도 못 지내게
제술 장만헐 때 마니 장마나면 더 조치먼	제수를 장만할 때 많이 장만하면 더 좋지만
살리미 비 저러키 비나나며는 마니 장마날 수 웁서	살림이 비 저렇게 빈한하면 많이 장만할 수 없어
한 가지 두 가지 장마내때두 내 정성껃 내 성이껃 제수 장마내가지구 내 정성껃 부모에 제살드려라	한 가지 두 가지 장만했대도 내 정성껏 내 성의껏 제수 장만해가지고 내 정성껏 부모에게제사를 드려라
그리 그리먼 그거시 바루 효 정성이다	그리 그러면 그것이 바로 효 정성이다
그냥 마니 차려노쿠 이깐 뭐 지사 지내 무해 응 메누리가 지 저 지사음식 만들며 이까이꺼뭐 이거 무슨 노무 지살 지낸다구 이러먼 그이 뱅만가지 상 차려놔 봐야 그건 불경이야	그냥 많이 차려놓고 이깟 뭐 제사 지내 뭐해 응 며느리가 지 저 제사음식 만들며 이까짓꺼뭐 이거 무슨 놈의 제살 지낸다고 이러면 그것이 백만가지 상 차려놔 봐야 그건 불경이야
그니까 하나를 차려두 내 성이가 드러가구 정성이 드러간 거 응	그러니까 하나를 차려도 내 성의가 들어가고 정성이 들어간 거 응
그 음식 노쿠 내 정성껃 성이껃 제사 지내먼 그거시 효도다 이거지	그 음식 놓고 내 정성껏 성의껏 제사 지내면 그것이 효도다 이거지
그러면	그러면
근데 예저넨 그거이 아니야	그런데 예전엔 그것이 아니야
이 저어키니 소상 대상 왜 그 주근지 일련마네 지 지 고 일련되는 그 도라가신 날 그날 지내는걸 소상이라 그래	이 저어기 소상 대상 왜 그 죽은 지 일 년 만에 지 지 고 일 년 되는 그 돌아가신 날 그날지내는 걸 소상이라 그래
