dialect	standard
그 다매 인재 더 놀다 갈 싸라먼 그런대다 모이 노코	그 다음에 이제 더 놀다가 갈 사람은 그런 데다 모아 놓고
타래바니라구 맹그라 가주	타래반이라고 만들어 가지고
안주	안주
인재 에 안주럴 인재 타래바니라고 이래 줌 여러시 먹뚜룩 맹그라 가주	이제안주를 타래반이라고 이렇게 좀 여럿이 먹도록 만들어 가지고
술하고 자꾸 가따 주지	술하고 자꾸 갖다 주지
술하고	술하고
타래반	타래반
타래바니 머에요	타래반이 뭐예요
상이애요	상이에요
으 상이지	으 상이지
상은 인재	상 이제
똥그랑 거	동그란 거
에 안주럴이재 골고루 해서	에 안주를 이제 골고루 해서
술 안주 대개 해서 여러시 머그라고 가따 주능 걸 타래바니라고 하고	술 안주되게 해서 여럿이 먹으라고 갖다 주는 걸 타래반이라고 하고
타래반	타래반
타래바니라구 하능 개 상만 얘기하능 개 아니라	타래반이라고 하는 게 상만 얘기하는 게 아니라
상 위애 음시글 언즌 걸 얘기하능 겅가요	상 위에 음식을 얹은 걸 얘기하는건가요
음시카구 상하구 다 얘기하능 거요	음식하고 상하고 다 얘기하는 거예요
고 타래바넌 수란주꺼리만 해서 내보내능 거인대	그 타래반은 술 안주거리만해서 내보내는 것인데
인재 바파고 이렁 건 다 미리 다 함 분 대저벌 하고	이제 밥하고 이런 건 다 미리 다 한 분 대접을 하고
일딴 맹긍 거 이렁 거 일쩔	일단 만든 거 이런 거 일체
근 채미	그 채미
채미럴 나 가주고전시마고 가치 대저벌 하고	채미를 놓아 가지고 점심하고같이 대접을 하고
낭중애 수럴 더 머글 때넌 타래바늘 맹그라 가주	나중에 술을 더 먹을 때는 타래반을 만들어 가지고
쑤 쑤란주로 내보낸다 이거여	술 술안주로 내보낸다 이거야
채미	채미
채미	채미
채미라 고라지	채미라고 그러지
여기선 채미라 고란다고	여기서는 채미라 그런다고
채미	채미
그럼 채미가	그럼 채미가
밥 인재 점심 머글 때 따라 내보내능 기여	밥 이제 점심 먹을 때 따라 내보내는 거야
하나패 하낙씩	한 앞에 하나씩
그건	그건
그거 그거는 채미라고 하는대 머 고기도 이꾸	그거는 채미라고 하는데 뭐 고기도 있고
그르치 떡또 노코	그렇지 떡도 놓고
떡뚜 이코 부칭개두 이개 일따는	떡도 있고 부침개도 있고 이게 일단은
다 골고루 해서 채미럴 놔서	어 다 골고루 해서 채미를 놓아서
전심 식싸할 때 에 개이나패 하낙씩 주고	어 점심 식사할 때 에 개인 앞에하나씩 주고
그라고 인재 그걸 다 끈난 다맨 더 놀다 갈 때 인재	그리고 이제 그거 다 끝난 다음에 더 놀다 갈 때 이제
에 별또로 채 참 타래바널 롸 가주고	별도로 채 참 타래반을 놓아 가지고
안주	어 안주
안주 타래바널 롸 가주 여러 사라미 가치 먹뚜룩 내보낸다 이거지	안주 타래반을 놓아 가지고 여러 사람이 먹도록 내보낸다 이거지
잔치럴 그르캐 치르능 거지	잔치를 그렇게 치르는 거지
옌나랜	옛날에
그르니까 채미라고 하능 개 인재 음시기라 음시기라는 뜨시내요	그러니까 채미라고 하는 게 이제 음식이라 음식이라는 뜻이네요
그르치요 으으음시기라는 뜨시야	그렇지요 음식이라는 뜻이야
한 사람이 저 사라만태 주는 음식	한 사람이 저 사람한테 주는 음식
으 아주 별또로 인재 한 사람 항 사라마패 인재 그걸	으 아주 별도로 이제 한사람 한 사람 앞에 그걸
요기 인재 접씨 하나애다가 그 사람 머글 망큼 주능 거	여기 이제 접시 하나에다가 그 사람 먹을 만큼 주는 거
머글 망큼	머 먹을 만큼
고걸 채미라고 거기 인재 머	그걸 채미라고 거기 이제 뭐
채미라	어 채미라
대지고기두 이꼬 떡뚜 이꾸	돼지고기도 있고 떡도 있고
그르치	그렇지
부칭거뚜 이꾸 머 이르캐 골고로	부친 것도 있고 뭐 이렇게 골고루
허허 골고로 맹긍 걸 골고로 해서	허허 골고루 만든 걸 골고루 해서
개별쩌그로 하낙씩 주고	어 개별적으로 하나씩 주고
그러고 인재 그 더 마니 이르캐 상애다가 이걷쩌걷 언저서 가따 주능 거는 그건타래바니라구 하구	그리고 이제 더 많이 이렇게 상에다가 이것저것 얹어서 갖다주는 거는 그건 타래반이라고 하고
타래반	타래반
그 인재 떠 꺼텅 건 아나지 인재	그 이제 떡 같은 건 안 하지
일쩔	일절
과이리나 별또로 고래 담넝 거 우애	과일이나 별도로 그렇게 담는 거 외에
여 기냥 안주 댈꺼 이렁 걸로	여기 그냥 안주 될 거 이런 걸로
떠근 안 느코	떡은 안 넣고
과이른 노코	과일은 놓고
이런 마를 저 첨 드러바요	아 이런 말은 저 처음 들어봐요
흐흐	흐흐
그래니까 이 이렁 거 저 저가 이거 맨날 이르캐	그러니까 이런 거 저 제가 이거 매일 이렇게
허허허	허허허
아무리 차자 다니면서 무러바도	아무리 찾아 다니면서 물어봐도
아니 근대	아니 근데 예
진짜 저 시고래 게소캐서 안니꼬	진짜 저 시골에 계속해서 안 있고
도시애서 살문 그렁 기 웁써저쓰니까	도시에서 살면 그런 게 없어졌으니까
모들 수도 이따고 건	아 모를 수도 있다고 그건
우린 인재 그걸 해 본 사라미고	우린 이제 그걸 해 본 사람이고
또 나거턴 사라먼 이런 사라미라고	또 나 같은 사람은 이런 사람이라고
여기 살민성	여기 살면서
그저내 인재 그런대 가먼 이 저렁 검 저렁 거 담꼬 노나 주 능걸 나한태 채기믈매끼요	그전에 이제 그런 데 가면 이 저런 것 저런 것 담고 나누어 주는 걸 나한테 책임을 맡겨요
방애다 따로해나찌요	방에다 따로 해놨지요
여기 광이나	여기 광이나
그르치 인재	그렇지 이제
에 아주 저 채밀쩝씨라 논는대라고	에 아주 저 채미접시라고 놓는 데라고
아주 저 가방	아주 저 과방
가방이라 카능 겨	과방이라 하는 거야
과방	과방
과방	과방
과방이라고 별또로 아주 이래 방얼 하나 채비하든지 채비해서 거기서 자꾸 놔서	과방이라고 별도로 아주 이렇게 방을 하나 채비하든지 채비해서 거기서 자꾸놓아서
인재 심부릉꾼더리 인재 와서 날라 가지	어 이제 심부름꾼들이 와서 날라가지
그라먼 인재 자꾸 인재 에 손님덜 대저파는대 가따 상애다 가따 놔 가주 가따 주고 이라능 거지	그러면 이제 자꾸 이제 에 손님들 대접하는데 갖다 상에다 갖다놔 가지고 겆다 주고 이러는 거지
그 채김을 내가 엄청 마타 가주 해 본 사라미요	그 책임을 내가 엄청 맡아 가지고 해 본 사람이요
아주	아주
그거 하는 사라믈 머라구 해요	그거 하는 사람을 뭐라고 해요
그 과방쟁이라 그라지 머	그 과방쟁이라 그러지 뭐
과방쟁이	과방쟁이
으흐	으흐
과방쟁이러 이러멀 하능 기지 머	과장쟁이라고 이름을 하는 거지 뭐
과방	과방
과방 보넌 아주 쟁이유	과방 보는 아주 쟁이요
과방 보는 쟁이	과방 보는 쟁이
과방쟁이라 그란다고 그걸	과방 쟁이라고 그런다고 그걸
그거 잘 해야지 대능 거 가뜨라구요	그거 잘 해야지 되는 것 같더라고요
그개	그게
또까치 해야지	똑같이 해야지
그기 으 음시걸 푸근푸근 망 노나 주먼	그게 음식을 푸근푸근 막 나누어 주면
모지래고 암 모지래능 건 그사람드란태 고 고고 보넌 사라만태 달려 가주 이땀마리여	모자라고 안 모자라는 건 그 사람들한테 그거 그거 보는 사람한테 달려가지고 있단 말이야
예예	예예
그래서 우리그튼 사라먼 이런대 우리 일가더리나 이 또 머탄 사람드런 다 이거어티개 해쓰먼 조으까	그래서 우리 같은 사람은 이런 데 우리 일가들이나 이또 뭣한 사람들은 다 이거 어떻게 했으면 좋을까
상이럴 해 보지 나한태	상의를 해 보지 나한테
그라먼 손님 얼매 초청해씀니까	그러면 손님 얼마 초청했습니까
그걸 먼저 무러바야 디야	그걸 먼저 물어봐야 돼
그라먼 인재 손니미 얼매다 이라먼	그러면 이제 손님이 얼마다 이러면
그때 인재 생각때로 대질 메 끈 짜리 자부먼	그때 이제 생각대로 돼지를 몇 근짜리를 잡으면
기냥 노나 머꺼씀니다	그냥 나누어 먹겠습니다
이래 가주 대질 인재 잠능 걸루 하고	이렇게 가지고 돼지를 이제 잡는 걸로 하고
대지도 큰 놈 이꾸 자근 놈 이쓰니까	돼지도 큰 놈이 있고 작은 놈이 있으니까
이 그런 시그로 해서 조정얼 마차 주지	이 그런 식으로 해서 조정을 맞춰주지
그라먼 인재 고걸로 가주 마차선 메기야 인재 정화카개 끈나넝 거지	그러면 이제 그걸로 가지고 맞춰서 먹여야 이제 정확하게 끝나는 거지
쪼꼼 나물 쑤도 이꼬 쪼꼼 모지랠 쑨 인넝 거지	조금 남을 수도 있고 조금 모자랄 수는 있는 거지
그래두 이런댄 그래두 장터니까	그래도 이런 덴 그래도 장터니까
오히려 머 좀 사 나를 껀 사 날라도 대지만	오히려 뭐 좀 사 나를 건 사 날라도되지만
초내는 그거뚜 심든다구요 옌나랜	촌에는 그것도 힘든다고요 옛날에는
그거 어렵쪼	그거 어렵죠
그거뚜 힘드러	그것도 힘들어
옌나래는 머 여름처래는 더워 가주 보관두 어려워짜나요	옛날에는 뭐 여름철에는 더워 가지고 보관도 어려웠잖아요
그릉깨 여르매 자라나지	그러니까 여름에는 잘 안 하지
여르맨 항갑짠치도 자라나고	여름엔 환갑잔치도 잘 안 하고
이 호닌 대사를 여르매 안치르지유	에 이 혼인 대사를 여름에 안 치르지요
무조껀 안치르요	무조건 안 치러요
그래서 봄 가을로 주로	아 그래서 봄가을로 주로
아주	아주
음석 간수하기가 나뿌니까 안하넝 거요	음식 간수하기가 나쁘니까 안 하는거요
그래서 가을 겨울 보매 하능검니다	그래서 가을 겨울 봄에 하는 겁니다
그래서 그르캐 하능 거지요	그래서 그렇게 하는 거지요
난 그르캐 알구 이써	난 그렇게 알고 있어
예저내 저이 그 할머니 보니까 여르매 머 요새까치 냉장고가 이써요 머가 이써요	예전에 저희 할머니 보니까 여름에 뭐 요새같이 뭐 냉장고가 이써요 뭐가있어요
아무 거또 업쓰니까	아무것도 없으니까
아무 거뚜	아무 것도
그르닝깨 글쌔 여르매 하먼 써거서 그 머	그러니까 글쎄 여름에 하면 썩어서그 뭐
아무 거뚜 몬 머글 파니먼 그거 안 대닝깨 여르매 아나능 거지요	아무 것도 못먹을 판이면 그거 안 되니까 여름에 안 하는 거지요
먹따가 밥 까틍 거뚜 나무면 그거뚜 쉬자나요	그러니까 먹다가 밥 같은 것도남으면 그것도 쉬잖아요
그럼뉴	그럼요
그리니까 그거 아까우니까	그러니까 그거 아까우니까
그 저기 그르새 다 저기 싸릿가지나 머 이렁 걸루 하자너요	그 저기 그릇에다 저기 싸릿가지나 뭐 이런 걸로 하잖아요
어어	어
저기 저 아까 버드나무나 이렁 거	저기 저 아까 버드나무나 이런 거
고고 해 가주고 끄느루 무꺼서 새매다가 요러캐 너따가 그르캐두 먹때요	그거 해 가지고 끈으로 묶어서 샘에다가 요렇게 넣었다가 그렇게도 먹데요
그리여	응 그래
근대 옌날 옌나랜 그 인재 술 거틍 거 이릉 거 간수할라먼 새아미다 당구넝 거여	그런데 옛날 옛날에는 그 이제 술 같은 거 이렇게 간수하려면 샘에다 담그는거야
그저 새매두 이름 맘대로 다이써	그저 샘에도 이름이 맘대로 다 있어
그러구 맘머 여러시 대중이 멍는댄 그르치도 모타고	그러고 여러시 대중이 먹는덴 그릏지도 못하고
내 지배 인넌 시앙이면 그 가능한대	내 집에 있는 샘이면 가능한데
그거뚜 힘드능 거람 마리여	그것도 힘든 거란 말이야
옌나랜	옛날에
그럼 아까 인재 국씨 먹짜너요	그러면 아까 이제 국수 먹잖아요
국씨애두 머 위애다가 올려 노쿠 좀	국수에도 뭐 위에다 올려 놓고 좀
깨미라카지	고명이라 하지
응 뀌미	그 고명
끼미	고명
으흐	으흐
그럼 인재 에 잘하넌 사라먼 소고길 사서 소고기 끼밀 한다든지	그럼 이제 에잘하는 사람은 소고길 사서 소고기 뀌미를 한다든지
대지고기 뀌미한다든지 머	돼지고기 고명한다든지 뭐
쪼끔썩 이래	조금씩 이래
그라곤 다 게라널 쌀머 가주 인재	그리고 다 계란을 삶아 가지고 이제
에 참 저 꿔가주구	에 참 저 구워 가지고
꿔가주 잘개 쓰러 가주	구워 가지고 잘게 썰어 가지고
씰꼬추하고 고추는 씰꼬추루 맹그라 가주	실고추하고 고추는 실고추로 만들어가지고
가늘기 쓰러 가주	가늘게 썰어 가지고
고골 올리 노코 이라지	그걸 올려 놓고 이러지
그 그걸 꿰미라 그래요	그걸 고명이라 그래요
으 꿰미라고 이랍디다	으 고명이라고 이랍디다
꿰미한다고	고명한다고
이뿌 잘 그링까 마뚜 나구 보이기두 조캐 할려구 하능 건가요	이쁘 잘그러니까 맛도 나고 보기도 좋게 하려고 하는 건가요
그르쵸	그렇지요
보기 조캐 하기도 하고	보기 좋게 하기도 하고
그 고명이래능 거뚜 이써요	그 고명이라는 것도 있어요
고명	고명
고명	고명
고명언 무슨 마린지 잘 모르건는대	고명은 무슨 말인지 잘 모르겠는데
꿰미	고명
여기선	여기선
고기루두 하구 머	고기로도 하고 뭐
글쌔 고기로도 하능 기여	아 글쎄 고기로도 하는 거야
고기로도 하고 머	고기로도 하고 뭐
김도 뿌시 노코	김도 부셔 놓고
글쌔 그기 게란도	에 글쎄 그게 계란도
게란도 이래 꼬 가주고 하능 겨	계란도 이렇게 구워 가지고 하는 거야
꼬추	고추
꼬치도 뺄강꼬치럴 잘 쓰러 가주 이래 올리 노코 이라능 거	고추도 빨간 고추를 잘 썰어 가지고 이렇게 올려 놓고 이러는 거
국씨 우애는	국수 위에는
그리고 밀까루루 부치능 거 이짜나요	그리고 밀가루로 부치는 것 있잖아요
부치넝 거 이찌	부치는 거 있지
그거 밀까루두 하고	예 그거 밀가루도 하고
녹뚜루두 하고 머	녹두로도 하고 뭐
근대 저니라 두라능 거닝깨 머	근데 전이라고 그러는 거니까 뭐
녹뚜저니니 머	녹두전이니 뭐
청포저니니 머	청포전이니 뭐
그렁 건 저 이 그 곡씨 이름대루 따라서	그런 건 저 이 그 그 곡식 이름대로 따라서
전 부치능 기라 구라지	전 부치는 거라 그러지
그거뚜 곡씨개 따라서 쪼꿈씩 차이가 이찌 안나요	그것도 곡식에 따라서 조금씩 차이가 있지 않나요
곡씨개 따라서 차이가 이깨쪼	곡식에 따라서 차이가 있겠죠
건 다 인능 걸로 바야지	그건 다 있는 걸로 봐야지
제일 마니 항개 멀로 해써요	제일 많이 한 게 뭘로 했어요
제일 마이 하능 건 그 머 지금 이 채소류로 마이 하능 건대	제일 많이 하는건 그 뭐 지금 이 채소류로 많이 하는 건데
그 머 고기로도 마이 하고 지그먼	그 뭐 고기로도 많이 하고 지금은
지금 고기가 마느니까 머 여러 가지로 하능 거니까	지금 고기가 많으니까 뭐 여러 가지로 하는 거니까
전 부치먼 머 머 아주 한 마느닝깨	전 부치면 뭐 뭐 아주 많으니까
주로 멀 마이 하는지 잘 모르거써	주로 무엇을 많이 하는지 잘 모르겠어
그래두 배추나 이렁 기 재일 마늘 꺼여	그래도 배추나 이런 게 제일 많을거야
여기 인재 농사주로 마이 하능 거	여기 이제 농사 주로 많이 하는 거
그렁 거 마이 하지	그런 거 많이 하지
절후애 절후애 따라 다르고	절후에 절후에 따라 다르고
호박 이쓸 땐 호박쩐 마이 꼬 머꼬 머	호박 있을 땐 호박전 많이 구워 먹고 뭐
그 인재 생산댄 시기마덤 쪼꿈썩 달르개 해먹찌	그 이제 생산된 시기마다 조금씩 다르게 해 먹지
전 부처 멍능 기	전 부쳐 먹는 게
밀까루로 하능 거죠	밀가루로 하는 거죠
으 밀까루로 하능 기여	으 밀가루로 하는 거야
그 전	그 전
밀까루애다가 머 저 채 채소류	이 밀가루에다가 뭐 저 채소류
이재 채소류 거틍 거 머 머	이제 채소류 같은 거 뭐 뭐
골고로 골파 머 파 머 여러가지로 하능 거니까요	골고루 골파 뭐 파 뭐 여러가지로 하는 거니까요
그 머	그 뭐
무적또 꿔 먹꼬 머	무적도 구워 먹고 뭐
여러	여러
머또 꿔 머거요	무엇도 구워 먹어요
아이 무정 머	아이 무적 뭐
꼴파정 머	골파적 뭐
두부적 머	두부적 뭐
전 꾸 전 부치넝 거라고 해 가주	전 구워 전 부치는 거라고 해 가지고
머시 안 대능 기 웁찌 머 그	무엇이든 안 되는 게 없지 뭐 그
하먼 되넝 거니까 머	하면 되는 거니까 뭐
금 저카고 저니 다 가틍 거요	적하고 전이 같은 거예요
가틍 거요	같은 거예요
저글 저니라카구	적을 전이라 하고
저걸 저니라 카넝 거여	적을 전이라 하는 거야
무나 골파나	무나 골파나
인재 머	어 이제 뭐
배 배차 이렁 걸로	배 배추 이런 걸로
인재 저기라고도 하고 저니라고도 하넝 거여 건 머	이제 저기라고도 하고 전이라고도 하는 거야 그건 뭐
두 가지루 쓰능 거여	두 가지로 쓰는 거야
또 요마나캐 부치능 거또 이짜나요	또 요만하게 부치는 것도 있잖아요
고렁 건 머 육쩌니니 해 가주구 고렁 거뚜 이찌요	그런 건 뭐 육전이니 해 가지고 그런 것도 있지요
쪼끄망 거	조그만 거
고기로 고기로 맹근다든지	고기로 고기로 만든다든지
이래 가주	이렇게 해가지고
그를 때 그 인재 아까 돼지 잠는 말씀하셔짜나요	그럴 때 그 아까 돼지 잡는 말씀하셨잖아요
그거는 어트개 자버요	그거는 어떻게 잡아요
대지 잠능 건 인재지그먼 머 이 도살짱애서 잡찌만	돼지 잡는 건 이제 어지금은 뭐 이 도살장에서 잡지만
옌나랜 이 지방애서 그냥돌 도로지 그틍 거 하능 거 인재	옛날엔 이 지방에서 그냥도로지 같은 거 하는 거 이제
서루 자바 가주 노나 멍능 걸 도로지라카능 아녀	서로 잡아 가지고 나누어 먹는걸 도로지라고 하는 거 아니야
도로지요	도로지요
그라먼 인재 몬 모이 가주 자바 가주 노나 멍능 거	그러면 이제 모여 가지고 잡아 가지고 나누어 먹는 거
그라먼 인재 에 그기 인재 주로해본 사라미 내가 해본다고 이라먼 그사라미 잡찌요 머	어 그러면 이제 에 그게 주로 에 해본 사람이 내가 해 본다고 이러면 그 사람이 잡지요 뭐
잠능 건	잡는 건
인지 잘줌 그래두 능수개서 자란다카능 사라문 이리 저리 자꾸 와서 자바 달라카먼 자바 주고 이라지	잘 좀 그래도 능숙해서 잘 한다고 하는 사람은 이리저리자꾸 와서 잡아 달라고 하면 잡아 주고 이러지
그 술 기냥 가치 노나 먹꼬	그 술 그냥 같이 나누어 먹고
인재 그 옌나랜 기냥 자바 조	에 이제 그 옛날엔 그냥 잡아 줘
품싸글 부능 거뚜 아니고	품삭을 주는 것도 아니고
지그먼 다 저 도살짱이나 이런대 가서 자꼬	지금은 다 저 도살장이나 이런 데가서 잡고
품싹 주야 자바	품삭 줘야 잡아
옌나랜 기냥 기냥 수리나 한 잔씅 노나 먹꼬	옛날엔 그냥 술이나 한 잔씩 나눠먹고
그 인재 안주꺼리 나옹 거 안주 고고 해 가주 술 머꼬 이라지 머	그 안주거리나온 거 안주 그거 해 가지고 술 먹고 이러지 뭐
도널 주거나 이라진 아넝 거지	돈을 주거나 이러지는 않는 거지
그 돼지 자부면 그걸 여러시 함 마리를 자바서 이르캐 나너 멍능 거 그걸 도로지라 그래요	그 돼지 잡으면 그걸 여럿이 한 마리를 잡아서 이렇게 나눠 먹는걸 그걸 도로지라고 해요
그말도 처음 드러바써요	그 말도 처음 들어 봤어요
허허허	허허허
그르캐 하능 거요	그렇게 하는 거요
옌나랟 돌부리라능 건 머요 그럼	옛날엔 둘부리라는 건 뭐예요 그럼
인재 그 돌부리라 쏘리가 여긴 도라지인대 이 시그로 인재 마럴 표혀하넝 거여	그 돌부리라 소리가 여기는 도로지인데 에 식으로 말을 표현을 하는 거야
그개 가틍 거요	그게 같은 거예요
에 돌부리 마자	에 돌부리 맞아
그게 돌부리	그게 돌부리
도로지	도로지
돌부리라카능 기 더 원 저 표주널끼여	돌부리하고 하는 게 더 원 저 표준어일거야
근대 여긴 도라지라고 그르가는대	근데 여긴 도로지라고 그렇게 하는데
도라지라고 이라능 기 인재 그 표준얼 잘 모표여낭거지	도로지라고 이러는 게이제 그 표준어를 잘 못 표현한 거지
인재 그	이제 그
이 돌부리래능 거는 사저내도 업써요 또	돌부리라는 거는 사전에도 없어요 또
그거뚜	그것도
그 돌부리가 인재 그 도로지라고두 하구	그 돌부리가 이제 그 도로지라고도하고
글쌔 돌부리라구두 인재 하는대 이써요	글쎄 돌부리라고도 이제 하는데 있어요
표여니 쪼곰썩 달라져가주 그를 쑤두 이쓸 꺼요	표현이 조금씩 달라져 가지고그럴 수도 있을 거요
돌부리도 만능 기요 그기 돌부리	돌부리도 맞는 거요 그게 돌부리
돌부리라고도 해요 여기도	돌부리라고도 해요 여기도
돼지 잠능거는 어떤 방버부로 자버요	돼지 잡는 거는 어떤 방법으로 잡아요
돼지 잠능거	돼지 잡는거
돼지 잠능 건 그 지그문 끄시르기두 하고 이라는대 그저낸 터리길 뽑찌요 무럴 디 가주구	돼지 잡는 건 그 지금은 그슬리기도 하고 이러는데 그전엔 털을뽑지요 물을 끓여 가지고
주길 주길 때는 어트개해요	죽일 때는 어떻게 해요
인재 츠매 츠매 죽	이제 처음에 처음에 죽
츠매 주길 때는 이 날카로웅 카럴 가주 모걸 찌름니다	처음에 죽일 때는 이 날카로운 칼을 가지고 목을 찌릅니다
모글 찌르먼 인재 피가 나오지요	목을 찌르면 이제 피가 나오지요
그라먼돼지 그라면 죽씀니다	그러면 에 돼지 그러면 죽습니다
지그문 머 망치로 대가릴 때리 가주 잡꼬 이라지요	지금은 뭐 망치로 대가리를때려 가지고 잡고 이러지요
그래 그저낸 모걸 찔러 가주 피럴 빼구 이라먼 죽씀니다	그래 그전엔 목을 찔러가지고 피를 빼고 이러면 죽습니다
그라먼 인재 그 피는창사구애다 느 가주 피창얼 맹글죠	그러면 그 피는에 창자에다 넣어 가지고 피창을 만들지요
지금도 여거시기 하지요	지금도 여기 에 거시기 하지요
이건 머라 카나	이것은 뭐이라고 하나
손대	순대
순대	순대
에 순대애럴 맹글지요 그 피는	에 순대를 만들지요 그 피는
여러 가지 잡채 참 저 채소거틍 거 마이넝 마시깨 맹글라먼 여러 가질 줌 느가주 써꺼 가주 순대를 맹글지요 피는	여러 가지 잡채 참 저 채소같은 거 많이 넣어 맛있게 만들려면 여러 가지를 좀 넣어 가지고 섞어 가지고 순대를 만들지요 피는
그라고 인재 에 무럴 끄리 가주구 뜨거운 무럴 버 가주 터 터리길 뽑씀니다	그리고 이제 에 물을 끓여 가지고 뜨거운 물을 부어 가지고 털을 뽑습니다
뜨거운 무럴 부먼 터리기가 뭉덩뭉덩 뽀피점니다	뜨거운 물을 부으면 털이 뭉텅뭉텅 뽑혀집니다
이거서 그렁 거지요 껍띠기가	익어서 그런 거지요 껍데기가
아이 껍띠기가 이거찌	아이 껍데기가 익었지
이거 이거 가주 그래 인재	익어 익어 가지고 그래 이제
칼로 깨끄타개 인재 이 때를 삐끼고	칼로 깨끗하게 그이제 이 때를 벗기고
뽀이야캐 비끼 가주구 그 인재 사가기나 머 육까기나 이래 가글 띠서 잘 잡찌요	뽀얗게 벗겨 가지고 그 사각이나 뭐 육각이나 이래 각을 떠서 잘 잡지요
그래 띠 가주 인재 쌈능 거지요 쌀머	그래 떼어 가지고 삶는 거지요 삶아
쌀마서 쌀마서 주로 멍능 기여 옌나랜	삶아서 주로 먹는 거야 옛날에는
이래 가주	이렇게 가지고
그람 대진 자붕 거지요	그러면 돼지는 잡은 거지요
이르키 떼능 거를 각 띤다 그래요	아 이렇게 떼는 것을 각 뗀다 그래요
각 띤다 그라능 기여	예 각 뗀다 그러는 거야
육까그로도 띠고 머 사가그로도 띨라먼 띠고 이래 띠는 띠능 거요	육가으로도떼고 뭐 사각으로도 떼려면 떼고 이래 떼는 떼는 거요
오각또 내고 머	오각도 내고 뭐
부이별로 띠지요 그냥	부위별로 떼지요 그냥
그 돼지 자부면 예저내 그 내장들 이짜나요	그 돼지 잡으면 예전에 그 내장들 있잖아요
내장 이찌요	내장 있지요
그거는 어트개 해써요	그거는 어떻게 했어요
내장언 저 이 돌부리 꼬기로 한다 이라먼거기 수란주로 다 쌀마 머거	내장은 저 이 돌부리 고기로 한다 이러면거기 술안주로 다 쌂아 먹어
쌀마 머거서 그 인재 술하고 그걸 머거 치워 뻐리고	삶아 먹어서 그 이제 술하고 그걸 먹어 치워 버리고
인재 고기는 가끼 팔든지 노나 가든지 이람니다	고기는 각자 팔든지 나눠 가든지 이럽니다
그 아까 피창이라구 하능개	그 아까 피창이라고 하는 게
피창이요	피창이요
그거가 다 만드러 농 걸 너 가꾸 만드릉 걸 얘기하능 거요 그 피만 얘기하능거요	그거 다 만들어 놓은 걸 넣어 갖고 만든 걸 얘기하는 거예요 그 피만 얘기하는 거예요
피창은 글쌔 창사구애다 능 걸 피창이라카능 기고	피창은 글쎄 창자에다 넣은걸 피창라고 하는 거고
그러먼	그러면
옌나랜	옛날엔
옌나랜	옛날엔
지금	지금
요새 순대가 피창이내요	요새 순대가 피창이네요
야 에	네
옌나랜 인재 피창이라 그래써요	옛날에는 이제 피창이라고 그랬어요
순대라고 아나고	순대라고 안 하고
지그먼 순대라 구라지요	지금은 순대라고 그러지요
다 쑨	다 순대
허허허	허허허
다 피창이라구 해뜽 거 가터요 그저내	다 피창이라고 했던 것 같아요 그전에는
여기서는 피창이라구 해따 이거여	여기서는 피창이라 했다 이거야
그거 인저 피럴 고걸 저젇	그거 이제 피를 그걸 저
피를 창사구애 느따구 해서 피창이나 부내요	피를 창자에다 넣었다고 해서 피창이나 보네요
에에에	예 예예예
그러치요	그렇지요
그릉 거지	그런 거지
그렁 거여	그런 거야
저는 어릴 때 그 동내애서 잔치하고 이러먼 돼지 자부먼 그 저 그 머야 저 오줌통	전 어릴 때 그 동네에서 잔치하고 이러면 돼지 잡으면 그저 그 뭐야 저오줌통
오줌통	오줌통
그거 거시 공거치 이래 바라물 느 가주고	그거 공 같이 이렇게 바람을 넣어 가지고
그래가꾸 차구 그랜는데	그래 가지고 차고 그랬는데
그러치요 가주 놀지요 그	그렇지요 가지고 놀지요 그거
허허허	허허허
애드리 머 각 할 쑤 인능 거 그거빠깨 업짜나요	애들이 뭐 할 수 있는 게 그것밖에 없잖아요
마저 그리여	어 맞아 그래
공이 웁쓰니까	공이 없으니까
그러캐 인재 그 잔치 하자나요	그렇게 이제 그 잔치 하잖아요
그럼 그 음식 만드러야 되자나요	그럼 그 음식 만들어야 되잖아요
만드러야지요	만들어야지요
누가 어뜨캐 만드러요	누가 어떻게 만들어요
그릉깨 인재	그러니까 이제
그기 고대 게 얘길 함 분 해 바찌요 우리	그게 아까 계 얘길 한 번 해 봤지요 우리
그 인재 이 경사아애 인재 모이능 게 거틍 걸 하먼	그 이제 이 경사에 이제모이는 계 같은 걸 하면
가치 와서 해 주죠	에 같이 와서 해 주지요
그라고 또 이우싸람더리 그 그렁 행사가 이따먼 다 와서 해줌니다	그리고 또이웃사람들이 그 그런 행사가 있다면 다 와서 해줍니다
옌나랜	옛날에는
다 가치 해써요	다 같이 했어요
나도 가서 해주고 너도 와서 해주는 시그루 다 그래 가치 해찌요	나도 가서 해주고 너도 와서 해주는 식으로 다 그래 같이 했지요
또 그라고 트키나 글쌔 그 혼사께나 이렁 걸 해따 이라먼	또 그리고 특히나 글쎄 그 혼삿계나 이런 걸 했다 이러면
그 사람드리 주로 와서 하지요 머	그 사람들이 주로 와서 하지요 뭐
주로 와서 마이 모이 가주고 하개 하개되지요	주로 와서 많이 모여 가지고 하게 되지요
혼사깨 가틍 거 하면 거기 머 어떵 걸 가따가 이르캐 주나요	혼삿계 같은 거하면 거기 뭐 어떤 걸 갖다가 이렇게 주나요
