dialect	standard
잘 안 들어강께 우럭으로 막 밀어 넣어 불제	잘 안 들어가니까 억지로 막 밀어 넣어 버리지
가마있지 마고 우째 바라 우째 하머 좋을꼬	가만있지  말고 어째 봐라 어찌 하면 좋을꼬
우짜먼 쓰끄라우	어쩌면 될까요
그러믄 우짜면 좋것냐	그러면 어쩌면 좋겠냐
아무리 찾아봐도 쇳대가 움따	아무리 찾아봐도 열쇠가 없다
아아들은 육땅으로 내보내고 우리 둘이만 이 섬에서 산다	아이들은 뭍으로 내보내고 우리 둘이만 이 섬에서 산다
넷날에느 옷짓으 다리자 하무 윤뒤르 썻습구마	옛날에는 옷깃을 다리자 하면 인두를 썼습니다
땐 우리 아가 밥으는 잘 먹었지	그때는 우리 아이가 밥은 잘 먹었지
이니가 누굴 바보로 아나	이이가 누굴 바보로 아나
저 어른이 일정 때 야학이락 하는 거를 했니더	저 어른이 일정 때 야학이라고 하는 거를 했습니다
지는 어릴 때 이붓어머이 밑이서 자랐유	저는 어릴 때 의붓어머니 밑에서 자랐어요
지 이핀네 말만 최고라제	제 여편네 말만 최고라지
후딱 인나기나 해	후딱 일어나기나 해
낭그쪼가리 좀 더 넣어 가주구 불을 잉글잉글하게 해 봐라	나무쪽 좀 더 넣어 가지고 불을 이글이글하게 해 봐라
자물대는 워데루 가주가나	자물쇠는 어디로 가져가니
자슥 다 버리구 우떻게 갈까	자식 다 버리고 어떻게 갈까
자진기 타고 갔다 오모 멫 분 걸리지또 않으이께네 얼렁 갔다 오이라	자전거 타고 갔다 오면 몇 분 걸리지도 않으니까 얼른 갔다 오너라
잔아부지께 인사디리라	작은아버지께 인사드려라
니는 우째 잠칭이같이 하루 종일 자노	너는 어째 잠꾸러기같이 하루 종일 자니
우리 애기는 잠칭이라 잠이 만해서 맨날 잠만 자	우리 아기는 잠꾸러기라 잠이 많아서 맨날 잠만 자
잠칭이가 어쩐 일로 일찍 일어났디야	잠꾸러기가 어쩐 일로 일찍 일어났대
잣막대허구 구녁허구 사이에 길이를 재면 된다	자치기를 할 때 쓰는 긴 막대기하고 구멍하고 사이의 길이를 재면 된다
우리 장깨이셔를 해서 핀을 나누자	우리 가위바위보를 해서 편을 나누자
왜 저누리가 빨리 안 온댜	왜 곁두리가 빨리 안 온대
저니는 꼭 배우 같아	저이는 꼭 배우 같아
내일이 월 일이면 모레는 월 일 저모레는 월 일이다	내일이 월 일이면 모레는 월 일 글피는 월 일이다
이번 월말고사 성적이 저번달보다 쬐꼼이라도 올라서 다행이다	이번 월말고사 성적이 지난달보다 조금이라도 올라서 다행이다
그 사람은 저번주에 다녀갔어	그 사람은 지난주에 다녀갔어
이전에는 살림이 헹핀도 없어서 죽도 저우 낋이 먹었니더	예전에는 살림이 형편도 없어서 죽도 겨우 끓여 먹었습니다
자는 저트랑이만 제그르면 바로 항복이라예	쟤는 겨드랑이만 간질이면 바로 항복이에요
수해를 입어 갖고 온 마실이 절딴나 뿠어	수해를 입어 가지고 온 마을이 결딴나 버렸어
그냥 무수 뽑아다가 따듬아서 싳어 갖고 소금에다 절려 노씨요	그냥 무 뽑아다가 다듬어서 씻어 가지고 소금에다 절여 놓으세요
날이 점드락 일을 했다	날이 저물도록 일을 했다
젓방살이를 하다 보면 에럽은 점이 많니더	곁방살이를 하다 보면 어려운 점이 많습니다
중학교 교문 쪽 담장에서 양조장 앞까지 이 지방 사람들이 제재라 부르는 새벽 시장이 열렸다	중학교 교문 쪽 담장에서 양조장 앞까지 이 지방 사람들이 저자라 부르는 새벽 시장이 열렸다
고만 테레비 소리 좀 졸에라 송신병 나겄다	고만 텔레비전 소리 좀 줄여라 정신 나가겠다
자는 에릴 적부터 주목이 쎄서 건디는 아가 없었다	쟤는 어릴 적부터 주먹이 세서 건드는 아이가 없었다
물이 주준자아 있이이 따라 마시라	물이 주전자에 있으니 따라 마셔라
즘심상은 지거 채릴게요	점심상은 제가 차릴게요
남 얘기는 절대루 지깔이지 말아야 햐	남 얘기는 절대로 지껄이지 말아야 해
몰른 사람이 그 동네를 지내갈라먼 동네 청년들이 들돌을 들어 보라고 했다네	모르는 사람이 그 동네를 지나가려면 동네 청년들이 들돌을 들어 보라고 했다네
이번 일만 지내가믄 조깨 괜찮을 거여	이번 일만 지나가면 조금 괜찮을 거야
우들도 마실갔던 동상이 지둘러져 밤얼 새구 이튿날이 돼도 올 생각얼 안 혀	우리들도 마을갔던 동생이 기다려져 밤을 새고 이튿날이 돼도 올 생각을 안 해
밥은 지때 묵어야지	밥은 제때 먹어야지
과일은 지철에 난 것이 맛있제	과일은 제철에 난 것이 맛있지
올 직에 잊어 불지 말고 돈 챙게 갖고 오니라	올 적에 잊어 버리지 말고 돈 챙겨 가지고 오너라
일꾼들은 진이 명령 내리는 대루 일하지유	일꾼들은 주인이 명령 내리는 대로 일하지요
꼬추에 진드물이 있길래 약 쪼금 뿌려 봤어유	고추에 진딧물이 있길래 약 쪼금 뿌려 봤어요
참꽃이 피문 양지바른 곳에 짐이 아롱아롱 올라	참꽃이 피면 양지바른 곳에 아지랑이가 아롱아롱 올라
떡 본 짐에 지새 지내 붑시다	떡 본 김에 제사 지내 버립시다
일은 손에 묻힌 짐에 퍼뜩 하는 기 좋다	일은 손에 묻힌 김에 퍼뜩 하는 게 좋다
짐장거리로 뭐 샀노	김장거리로 뭐 샀니
그기 그때 그래구 왜넘들이 다 그 짜갈루 깐 기야	그게 그때 그러고 왜놈들이 다 그 자갈로 깐 거야
요로코롬 크고 지드란헌 짱애는 겁나게 비싸	이렇게 크고 길다란 장어는 아주 비싸
줄을 쬐까 더 꽉 쨈매소	줄을 쪼금 더 꽉 잡아매게
다리 한쪽을 쩔뚝쩔뚝하는 사람은 쩔룸발이라 카지	다리 한쪽을 쩔뚝쩔뚝하는 사람은 절름발이라고 하지
쪼매한 걸 거기다 꽂아 놓고 맹길었어 이러	조그마한 걸 거기다 꽂아 놓고 만들었어 이렇게
단을 묶어서 챗돌이다 뚜드리구 나서 이삭이 떨어지믄 쪽찌개루 훓는 겨	단을 묶어서 챗돌에다 뚜드리고 나서 이삭이 떨어지면 벼훑이로 훑는 거야
나이 묵응께 쭈굼살이 생겠어	나이 먹으니까 주름살이 생겼어
봄에는 쭉지미 가실엔 낙주를 묵어야지	봄에는 주꾸미 가을에는 낙지를 먹어야지
저 할어버이는 안죽도 머리에 찌꾸르 바르고 댕긴다	저 할아버지는 아직도 머리에 포마드를 바르고 댕긴다
즈그들 찌리찌리 헌 일이라 내가 간섭을 안 했소	저희들 끼리끼리 한 일이라 내가 간섭을 안 했소
거그 터가 찔쭉하니 대여섯 평은 되야	거기 터가 길쭉하니 대여섯 평은 되어
확 찝어까 벌랑게	확 꼬집어 버릴까 보다
차몰미 땀세 통 먼 디로는 댕기들 못해	차멀미 때문에 통 먼 곳으로는 다니질 못해
서울 가는 내동 차몰미가 나서 힘들었다	서울 가는 동안 차멀미가 나서 힘들었다
챔빚으로 빗겼드니 써캐가 우르르 떨어지등만	참빗으로 빗겼더니 서캐가 우르르 떨어지더구먼
여자들이 화장헐 적이 몸이 다 비는 큰 게울을 체겡이라 그라지라	여자들이 화장할 적에 몸이 다 보이는 큰 거울을 체경이라 그러지요
체보가 사람이 집에 읎다고 기양 편지를 가지가 불었어	우체부가 사람이 집에 없다고 그냥 편지를 가져가 버렸어
낼은 초새벽에 인나서 아침밥을 해야 될 기다	낼은 어둑새벽에 일어나서 아침밥을 해야 될 거다
츠음이라서 일이 서툴다	처음이라서 일이 서툴다
논이나 밭얼 맬 때 맨 츠음에 매넌 걸 아시 맨다 그래구 두 번채 매는 걸 이듬 맨다 그래는 기여	논이나 밭을 맬 때 맨 처음에 매는 것을 애벌 맨다 그러고 두 번째 매는 것을 두벌 맨다 그러는 거야
사이사이에 칸맥이를 잘 만들어 놔야 써	사이사이에 칸막이를 잘 만들어 놔야 해
오늘 와 그리 옷을 캐칼하게 입고 왔노	오늘 왜 그리 옷을 깨끗하게 입고 왔냐
옛날에사 큰질에 가무 차군덜이 많앳지 즈끔은 한나투 없소	옛날에야 큰길에 가면 차꾼들이 많았지 지금은 하나도 없소
타시매로 기름에 티기 가 반찬으로 머마 좋아여	다시마를 기름에 튀겨 가지고 반찬으로 먹으면 좋아요
파장 맛있게 담가 놓으모 따른 반찬 벨로 필요 없다	파를 썰어 양념을 한 장 맛있게 담가 놓으면 다른 반찬 별로 필요 없다
사내는 지침을 하민서 연신 바닥에 춤을 퍁는다	사내는 기침을 하면서 연신 바닥에 침을 뱉는다
가시내가 속 펜한 소리 허고 자빠졌네	계집아이가 속 편한 소리 하고 자빠졌네
풋너물 데치 여가 꼬치장 쫌 옇고 팍팍 밥 비비 무모 입맛이 날 기야	풋나물 데쳐 넣어서 고추장 좀 넣고 팍팍 밥 비벼 먹으면 입맛이 날 거야
더워서 개도 쎗바닥으로 물을 할트구 있는디 나도 물이나 먹어야 쓰겄다	더워서 개도 혓바닥으로 물을 핥고 있는데 나도 물이나 먹어야 되겠다
물이 빠지면 갯벌에 나가 해루질을 해서 조개를 잡는다	물이 빠지면 갯벌에 나가 해루질을 해서 조개를 잡는다
밤에 캄캄하무 옛날에사 햇불으 들구 댕겟습지	밤에 캄캄하면 옛날에야 횃불을 들고 다녔지요
밭에 골을 지어서 씨를 헌치구 나먼 싹이 나잖어유	밭에 골을 지어서 씨를 뿌리고 나면 싹이 나잖아요
물동우를 반만 채워서 이면 헤겁지	물동이를 반만 채워서 이면 가볍지
예전에는 몸이 헤깝았는데 지금은 하루가 다리게 살이 두룩두룩 찌잖나	예전에는 몸이 가벼웠는데 지금은 하루가 다르게 살이 두룩두룩 찌잖니
헤때기 아프무 약으 바르구야 그 벼이 떨어집지	혀때기가 아프면 약을 발라야 그 병이 낫지요
내 애끼두 헴우 잘 쳇습구마	내 동생도 헤엄을 잘 쳤습니다
혼레 음석은 이우지서들 와서 해 좄지	혼례 음식은 이웃에서들 와서 해 줬지
다담이질허게 홍돌깨를 가져오랑께	다듬이질하게 홍두깨를 가져오라니까
내 회미르 잃어뿌레서 얼매나 바빳는지 모릅지	내가 호미를 잃어버려서 얼마나 힘들었는지 모르지요
후제를 기대허는 거이 좋겄소	나중을 기대하는 게 좋겠소
춤이 입에서 줄줄 흘르구 잇다나니 내 씻으라구 말햇습구마	침이 입에서 줄줄 흐르고 있다 보니 내가 씻으라고 말했습니다
달이 뭐를 잘못 뭈는지 어제부텀 히마리가 없다	닭이 뭐를 잘못 먹었는지 어제부터 힘이 없다
정월에는 집집마다 힌떡을 만들어 먹었어요	정월에는 집집마다 가래떡을 만들어 먹었어요
너 성아가 겡찰이가	너희 형이 경찰이냐
하는 짓이 가간이다	하는 짓이 가관이다
옛날에는 양반들이 베슬을 할라고 다 가거로 봤다	옛날에는 양반들이 벼슬을 하려고 다 과거를 봤다
혼새는 가거방한 집안찌리 해야 쓴다	혼사는 비슷한 집안끼리 해야 한다
가겟바에 가서 아버지 좀 모세 와라	가겟방에 가서 아버지 좀 모셔 와라
바뿐데 무슨 가구웂는 소리여	바쁜데 무슨 쓸데없는 소리야
딸아가 우째 가구쟁이를 떡 벌리고 앉아 있노	계집아이가 어째 가랑이를 떡 벌리고 앉아 있니
가근방아 살고 있으이께네 그 동네 사정은 민경겉이 보옌다	근방에 살고 있으니까 그 동네 사정은 면경같이 보인다
집에서 쓰는 가께는 작은데 엿장새 가께는 크다와	집에서 쓰는 가위는 작은데 엿장수 가위는 큽디다
사진을 가꼬에 여가 걸어라	사진을 액자에 넣어서 걸어라
옛날에는 가꿈가더 가왜질 소리가 나서 내더보문 엿장사가 돌아댕기구 그랬아	옛날에는 가끔가다 가위질 소리가 나서 내다보면 엿장사가 돌아다니고 그랬어
에맀을 땍에 집 뒤에 가끔서 아그들이랑 밤나 놀았지라우	어렸을 때에 집 뒤의 말림갓에서 아이들이랑 밤낮 놀았지요
우리 겉은 가난배기가 어찌 그런 걸 안단가	우리 같은 가난뱅이가 어찌 그런 것을 알겠는가
그는 쏜가락이 가너다라하다	그는 손가락이 가느다랗다
고 가노롬헌 눔을 이 안반이다 놓고는 납작허게 밀어요	고 가느스름한 것을 이 안반에다 놓고서 납작하게 밀어요
왜 아침부터 가느랑비가 내리는 거여	왜 아침부터 가랑비가 내리는 거야
산내끼를 가느소롬허게 꼬라고 허요	새끼를 가느스름하게 꼬라고 합니다
밑둥이 가래이처름 갈래진 무꾸를 가다리무꾸라고 해	밑동이 가랑이처럼 갈라진 무를 가랑무라고 해
가는 어릴 때부터 가다재이라가 선상님들한테 맨날 혼나고 댕겼어	걔는 어릴 때부터 멋쟁이라서 선생님들한테 맨날 혼나고 다녔어
밥에 가닥지를 영거 갖고 한 그륵 묵고 가그라	밥에 썰지 않고 찢어 먹는 김치를 얹어 가지고 한 그릇 먹고 가라
삼 껍줄을 벳겨 가지구 이걸 가달가달 쪼개는 걸 말하자믄 삼는다고 하지	삼 껍질을 벗겨 가지로 이것을 가닥가닥 쪼개는 것을 말하자면 삼는다고 하지
밭에 자갈이 많아서 온통 가달배이무꾸뿌이래요	밭에 자갈이 많아서 온통 가랑무뿐이에요
하루 죙일 된 일으 했이니 막걸리르 한 사발 가덕가덕하게 딸코 마세라	하루종일 된 일을 했으니 막걸리를 한 사발 가득가득하게 따라 마셔라
콩지름은 어데다 가둬서 묵습니꺼	콩나물은 어디에다 앉혀서 먹습니까
가넌 오번에 진 제로 한 년 감옥에 가두켄다 카데	걔는 요번에 지은 죄로 한 년 감옥에 갇힌다 하데
가마이 가디기는 심이 마이 필요하다	가마니 가대기는 힘이 많이 필요하다
가때이를 빗기지 말고 나 도래이	주발의 뚜껑을 벗기지 말고 놔 두어라
그라고 보니까 가는 순 가똑띡이다	그러고 보니까 걔는 순 과똑똑이다
자는 저거 아부지를 완전히 가라뺐네	쟤는 저희 아버지를 완전히 빼닮았네
오랜만에 보는디 바둑 한 치 가라주게	오랜만에 보는데 바둑 한 켜 맞서 견줘 주게
가락지를 바꾸기가 힘이 드네	우차 바퀴의 장구통을 감고 있는 쇠테를 바꾸기가 힘이 드네
날쎄가 쌀쌀하니 가람옷 단디 챙기 입고 가라	날씨가 쌀쌀하니 외출복 단단히 챙겨 입고 가라
도구통 만한 놈이 가랑구 떡 벌리고 앙거서 군불 넣고 있드랑게	절구통 만한 놈이 가랑이 떡 벌리고 앉아서 군불 넣고 있더라니까
씰모도 웂는 가랑낫은 왜서 가져왔나	쓸모도 없는 깔딱낫은 왜 가져왔니
가랑잎사구를 싹 뜯어 가주고 한군데 몯아 나라	가랑잎을 싹 뜯어 가지고 한군데 모아 놓아라
장재기르 착착 가래 놔야 겨울에 군불으 늫구 뜨시게 살지	장작을 착착 가려 놔야 겨울에 군불을 넣고 따뜻하게 살지
저 집 큰애기는 자기 머리만한 가래동우럴 욱에 이고도 달레 당게	저 집 처녀는 자기 머리만한 큰 동이를 위에 이고도 달려 다녀
말놀이는 가래쟁이루 이릏게 뛰어서 사람을 넘어 가는 놀이여	말놀이는 가랑이로 이렇게 뛰어서 사람을 넘어 가는 놀이야
어렸을 때 가랫덧 서면 침을 탁 뱉어 갖구 가랫덧 선 데 문질러 주구 그랬어	어렸을 때 가래톳 서면 침을 탁 뱉어 갖고 가래톳 선 데 문질러 주고 그랬어
남자도 못하는 일로 가량한 니가 우예 하노	남자도 못하는 일을 연약한 네가 어찌 하니
바람이 되우 부더니 인제 좀 가러앉는다	바람이 되우 불더니 인제 좀 가라앉는다
이것저것 가레다가는 아무것도 모 한다	이것저것 가리다가는 아무것도 못 한다
뒷산에 가레칙이 허벌나게 많이 있당께요	뒷산에 가레칡이 엄청나게 많이 있다니까요
얘 일해는 데서 가로거치지 말구 딴 데 가서 놀어	얘 일하는 데서 걸리적거리지 말고 딴 데 가서 놀아라
자는 가로늦게 공부한다꼬 욕본다	쟤는 뒤늦게 공부한다고 수고한다
말른 솔잎을 갈쿠로 긁어다가 가루나무 다발을 맨든다	마른 솔잎을 갈퀴로 긁어다가 솔가리 다발을 만든다
와 가루늦가 인자 와서 다시 말하노	왜 제때가 지나 뒤늦게 이제 와서 다시 말하니
어덕에서 가루칙얼 가뜩 캐 와서넌 장에 가 팔작 해	언덕에서 살이 많아 먹지 좋은 칡을 가득 캐 와서는 장에 가 팔자고 해
점섬때는 니가 밥을 샀고 지녁은 내가 샀응께네 가리제	점심때는 네가 밥을 샀고 저녁은 내가 샀으니까 엇셈이지
국민핵교 오 학년만 돼도 가리나무 한 짐씩은 꺼뜬허니 혔지	국민학교 오 학년만 돼도 솔가리 한 짐씩은 거든하게 했지
떡 묵다가 가리넘어가서 죽을 뻔했다	떡 먹다가 사레들려서 죽을 뻔했다
가리늦가사 간다고 저라노	제때가 지나 뒤늦게야 간다고 저러니
뭐를 잘못 뭈는지 속이 가린다	뭐를 잘못 먹었는지 속이 부대낀다
헹하고 동상하고 둘이 가리방하다	형하고 동생하고 둘이 비슷하다
가리삭으로 콩을 받아 갖고 묵었다	품삯으로 콩을 받아 가지고 먹었다
엄마가 가리술을 한 단지 담가 놨니더	엄마가 밀가루를 반죽하여 삭혀 만든 술을 한 단지 담가 놨어요
뿌링이에 살이 많은 기 가리칠기라카이	뿌리에 살이 많은 게 먹기 좋은 칡이라니까
안 들키게 가마가마이 말해라	안 들키게 가만가만히 말해라
이 집은 얼라만 가마꼬 치다보고 있어도 사는 거 같네요	이 집은 어린아이만 가만히 쳐다보고 있어도 사는 것 같네요
옛날에는 가마섯에다 밥할 때 애호박을 같이 쪄 갖구두 먹었어요	옛날에는 가마솥에다 밥할 때 애호박을 같이 쪄 갖고도 먹었어요
가마솣은 죄다 씻어 놓은 겨	가마솥은 죄다 씻어 놓은 거야
담 너머로 본깨 마당에다 가마이때기를 하나 깔아 놓고 앉아 있는 기라	담 너머로 보니까 마당에다 가마니때기를 하나 깔아 놓고 앉아 있는 거야
가마이띠기는 하머 할수로 우리한테 유리하다	한 가마니분을 한꺼번에 사거나 파는 일은 하면 할수록 우리한테 유리하다
자가 전에 한 및 년 가막에 갇히 있다 나왔다 카더라	쟤가 전에 한 몇 년 감옥에 갇혀 있다 나왔다 하더라
늦어 불어서 가망가망 들와 갖고 구석때기에 앙겄제	늦어 버려서 가만가만 들어와 가지고 구석에 앉았지
내 젙에 가망이 앉아 있거래이	내 곁에 가만히 앉아 있어라
가매띠빙이 열고 물 한 바가지만 부라	가마솥 뚜껑 열고 물 한 바가지만 부어라
엣날에는 소죽 쒀 줄라고 마구간 앞에 가매솟을 걸어 놨당게	옛날에는 소죽 쒀 주려고 마구간 앞에 가마솥을 걸어 놓았다니까
소로 믹이믄 가매솣에 여물을 너서 쌂는 기라	소를 먹이면 가마솥에 여물을 넣어서 삶는 거야
엣날에는 소를 믹일 때에 꼭 가맷솟이다 소물을 낋이서 중께 힘이 들었제	옛날에는 소를 먹일 때에 꼭 가마솥에다 소죽을 끓여서 주니까 힘이 들었지
올여름엔 가무사리가 들어가 밭농사 다 망칬다	올여름엔 가뭄이 들어서 밭농사 다 망쳤다
정신없이 가다가 발로 가무타 뿠다	정신없이 가다가 발을 삐어 버렸다
올개 우리 담배 농사는 가문사리가 들어서 힘들다	올해 우리 담배 농사는 한귀가 들어서 힘들다
허리에 침으 맞었는데 월매나 아픈지 입으 가물체물고 참았아	허리에 침을 맞았는데 얼마나 아픈지 입을 감쳐물고 참았어
우리 마실은 물이 딸링께 쪼깜만 가믈이 들먼 들쌤이로 물을 마이 질로 댕기고	우리 마을은 물이 달리니까 조금만 가물이 들면 들샘으로 물을 많이 길러 다니고
옛날에 잔차르 지낼 때 음석으 보관해 놓구 손님덜한테 내 가구 이러는 데를 가방이라구 했아	옛날에 잔치를 지낼 때 음식을 보관해 놓고 손님들한테 내 가고 이러는 데를 가방이라고 했어
마당 가분테 멍석을 피 놓고 아지매들이 쪼구리고 앉아 콩에 섞인 돌을 골라내고 있는 기라요	마당 가운데 멍석을 펴 놓고 아주머니들이 쪼그리고 앉아 콩에 섞인 돌을 골라내고 있는 거예요
술을 얼마 먹지두 않었는디 가뿍 취해 버린 겨	술을 얼마 먹지도 않았는데 흠뻑 취해 버린 거야
시상에 오늘같이 가살궂은 날은 없을 것이요	세상에 오늘같이 운수 나쁜 날은 없을 거예요
보리 잎이 생긴 기 가새 같어서 가새보리라 햐	보리 잎이 생긴 것이 가위 같아서 가새보리라 해
신작로가 가새져 있잉게로 사고날깨미 무섭드라고	신작로가 가위 모양으로 갈라져 있으니까 사고날까 봐 무섭더라고
그짜 가서리로 가지 마래이	그쪽 가로 가지 마라
가숨빼기를 얼매나 시게 박았는동 아파가 숨을 몬 실따	가슴패기를 얼마나 세게 박았는지 아파서 숨을 못 쉬겠다
녹이 실었는지 가스개가 잘 안 든다	녹이 슬었는지 가위가 잘 안 든다
날은 어두워지제 가스랑비는 실실 뿌리제 내러갈 일이 막막한 기 기가 맥히데	날은 어두워지지 가랑비는 실실 뿌리지 내려갈 일이 막막한 게 기가 막히데
가시랑차로 흘을 날러라	토사를 운반하는 무한궤도가 달린 수레로 흙을 날라라
가시어멈이 멫 살이시쟈	가시어머니가 몇 살이시지
올개는 가실설거지를 일찍 몬 했네	올해는 추수 뒷정리를 일찍 못 했네
옛날에는 가실주로 집에서 마이 담가 뭈다	옛날에는 과실주를 집에서 많이 담가 먹었다
가심을 가지구 맨든 옷은 겨울엔 추워서 못 입지	헝겊을 가지고 만든 옷은 겨울에는 추워서 못 입지
말레 구녁으로 구슬이 빠져서 손꾸락을 여 봐도 끄터리만 가씬허기만 허니 틀레 불었네	마루 구멍으로 구슬이 빠져서 손가락을 넣어 봐도 끄트머리만 갈씬하기만 하니 틀려 버렸네
주인은 가에를 가지구 들어가서 포도송이를 똑 짤러 가지구서 나왔유	주인은 가위를 가지고 들어가서 포도송이를 똑 잘라 가지고서 나왔어요
가엿은 엿장새 손을 타서 드르와	검은엿을 계속 켜서 희고 작게 만든 엿은 엿장수 손을 타서 더러워
꿈에서 깨나지 못하고 가왜눌래서 발버뎅이질 치다 깨 보니 새복이잖소	꿈에서 깨나지 못하고 가위눌려서 발버둥질 치다 깨 보니 새벽이잖소
아들이 주는 생활비야 얼마 되아 가용푼이나 하는 거지	아들이 주는 생활비야 얼마 돼 가용푼이나 하는 거지
얼구리도 잘생겠고 공부도 잘하이 가우 일등 신랑감이구나	얼굴도 잘생겼고 공부도 잘하니 가위 일등 신랑감이구나
집 한 가우 있으먼 됐제 또 멋을 바란단가	집 한 채 있으면 됐지 또 뭘 바라는가
보리가 가위보리 정도 자랐을 때 퇴비를 밭이다 헌치지유	보리가 가위보리 정도 자랐을 때 퇴비를 밭에다 뿌리지요
가을거시는 엔날이는 베를 손이루 베서 널었다가 걷어서 볏가리를 쌓았유	가을걷이는 옛날에는 벼를 손으로 베서 널었다가 걷어서 볏가리를 쌓았어요
가음을 자주 하모 몸에 해롭다	과음을 자주 하면 몸에 해롭다
음력 팔월 보름은 가이제라	음력 팔월 보름은 한가위지요
어매는 궤기만 잔뜩 사 가이고 왔다	어머니는 고기만 잔뜩 사 가지고 왔다
가잉거리를 잘 동여매라	가잉거리를 잘 동여매라
심이 있는 대로 가자끈 단디이 묶아사 벳단으 묶아야 한다이까네	힘이 있는 대로 한껏 단단히 묶어서 볏단을 묶어야 한다니까
지금 있는 돈은 이기 가작이다	지금 있는 돈은 이게 고작이다
너 둘이는 이제부텀 가작히 지내두룩 노력해래이	너희 둘이는 이제부터 가까이 지내도록 노력해라
우리 아들이 오번에 가장으로 진급했다	우리 아들이 요번에 과장으로 진급했다
자는 가장이 너무 심하다	쟤는 과장이 너무 심하다
가재 밥도 안 먹고 뭐 하노	아직 밥도 안 먹고 뭐 하니
밀갈글 단제다 가저끈 지두콰 놔라	밀가루를 단지에다 한껏 눌러 놓아라
아가 대학에 들어가더마 가제 때문에 힘들다 칸다	아이가 대학에 들어가더니 과제 때문에 힘들다 한다
저 집 남자는 가죽방매이 단속을 잘해이 덴다	저 집 남자는 가죽방망이 단속을 잘해야 된다
가죽자반은 풀도 입혀야 데고 손이 마이 가는 음식이다	참죽자반은 풀도 입혀야 되고 손이 많이 가는 음식이다
도적이 들어 재물을 몽조리 다 가지가 불었제	도둑이 들어 재물을 모조리 다 가져가 버렸지
니 아까 그 가지깨 어데 나 뚰노	너 아까 그 사발 뚜껑 어디 놓아 두었니
팔을 가지끈 벌레 보래이	팔을 가장 큰 정도로 벌려 봐라
새 신을 안 사 준다고 저러 가지미눈으 하고 있잖소	새 신을 안 사 준다고 저렇게 가자미눈을 하고 있잖소
옛날에는 초저울 짐장철에 가지미식해르 마이 담곴아	옛날에는 초겨울 김장철에 가자미식해를 많이 담갔어
신발은 가진하게 벗어 둬야 보기가 좋지유	신발은 가지런하게 벗어 두어야 보기가 좋지요
가짓조디를 자꾸 하면 안 덴대이	거짓말을 자꾸 하면 안 된다
고놈의 가짠내 말을 고러코롬 철썩같이 믿고 시방 나를 의심하는 것이제	그놈의 가납사니 말을 그렇게 철썩같이 믿고 지금 나를 의심하는 것이지
가채 구들을 곤치야 덴다	바깥채 구들을 고쳐야 된다
곡식은 가키로 끍어모아유	곡식은 갈퀴로 긁어모아요
망원경 보드끼 딱 둘레둘레 사방 가테를 쳐다보는 거여	망원경 보듯이 딱 둘레둘레 사방 가를 쳐다보는 거야
소 끌고 시방 오는디 밭 가티에 어떤 사람이 누워 있어서 땅바닥으가 자빠졌그덩	소를 끌고 지금 오는데 밭 가에 어떤 사람이 누워 있어서 땅바닥으로 자빠졌거든
야야 가팔진 데서 자전거 타믄 위험허다	얘야 비탈진 데서 자전거 타면 위험하다
거이 언덕이 얼매나 가푸고 험한데 거서 굴렀으이 마이 안 다칬겠나	거기 언덕이 얼마나 가파르고 험한데 거기서 굴렀으니 많이 안 다쳤겠냐
각객 지 일을 해라	각각 자기 일을 해라
벡에 걸렌 각구가 억시 크다	벽에 걸린 액자가 매우 크다
일을 헐라면 각단이 혀야제 대충대충 허면 안 되제	일을 하려면 빈틈이 없이 꽤 단단하고 굳세게 해야지 대충대충 하면 안 되지
각수를 잘 세알려 바라	점수를 잘 헤아려 봐라
아그들헌티 각수리를 좀 주제	아이들한테 잔돈을 좀 주지
그라 에려운 일을 각재 나보고 하라고 하나	그렇게 어려운 일을 갑자기 나보고 하라고 하니
각주에 하늘이 새까매지디이 쏘내이가 억수겉이 퍼붓는 기라	갑자기 하늘이 새까매지더니 소나기가 억수같이 퍼붓는 거야
껌껌핸 데서루 각중이 나타나문 사람이 놀래잖여	껌껌한 데서 갑자기 나타나면 사람이 놀라잖아
그 집서 간을 해서 포도시 살아났어	그 집에서 구완을 해서 겨우 살아났어
화분들 간겍이 너무 마이 벌어지서 보기가 싫다	화분들 간격이 너무 많이 벌어져서 보기가 싫다
겡찰서에서 하는 일에 간계되모 피곤할 때가 많다	경찰서에서 하는 일에 관계되면 피곤할 때가 많다
에미야 장에 가거던 간고둥애르 좀 사 오느라	어미야 장에 가거든 간고등어를 좀 사 오너라
내는 핵교럴 간당 졸업하고 각중에 올라오게 된 기라	나는 학교를 갓 졸업하고 갑자기 올라오게 된 거야
사방 간데 댕게 봐도 여그만 헌 디도 없습디다	사방 여러 군데 다녀 봐도 여기만 한 데도 없습디다
큰놈이 왔다 강께 이번에는 간뎃놈하고 막내이가 오더랑께요	큰아들이 왔다 가니까 이번에는 둘째 아들하고 막내가 오더라니까요
간돔배기가 자아 들어오나	소금에 절인 상어의 몸통 고기가 장에 들어오니
이게 전 재산잉께 간등을 잘허드라고	이게 전 재산이니까 간수를 잘하드라고
잘 간등혔다가 필요헐 때 쓰랑께	잘 간수했다가 필요할 때 쓰라니까
니가 멋이간디 큰소리냐	네가 뭣이관데 큰소리냐
가는 간띵이가 커가 잘해 낼 기야	걔는 간덩이가 커서 잘해 낼 거야
